apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Доступні нові {} версії для наступних додатків
DocType: Assignment Rule Day,Wednesday,Середа
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be a valid fieldname,Поле Зображення повинно бути допустимим ім&#39;я_поля
DocType: Chat Token,Token,знак
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fieldname {0} is restricted,Ім&#39;я поля {0} обмежене
DocType: Property Setter,ID (name) of the entity whose property is to be set,"ID (ім&#39;я) особи, чия власність повинна бути встановлена"
DocType: Website Settings,Website Theme Image Link,Посилання на зображення теми веб-сайту
DocType: Web Form,Sidebar Items,Sidebar товари
DocType: Web Form,Show as Grid,Показати як сітку
apps/frappe/frappe/installer.py,App {0} already installed,Додаток {0} вже встановлено
DocType: Energy Point Rule,Users assigned to the reference document will get points.,"Користувачі, присвоєні довідковому документу, отримають бали."
apps/frappe/frappe/printing/doctype/print_settings/print_settings.js,No Preview,Немає попереднього перегляду
DocType: Workflow State,exclamation-sign,Окличний знак-
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Unzipped {0} files,Нерозпаковані файли {0}
apps/frappe/frappe/public/js/frappe/form/controls/link.js,empty,порожній
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js,Show Permissions,Показати права Доступу
DocType: Data Import,New data will be inserted.,Нові дані буде вставлено.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a Link or Dynamic Link,Терміни поле повинно бути Посилання або Dynamic Link
apps/frappe/frappe/public/js/frappe/form/multi_select_dialog.js,Date Range,Проміжок часу
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Gantt,Діаграма Ганта
apps/frappe/frappe/public/js/frappe/views/reports/print_tree.html,Page {0} of {1},Сторінка {0} з {1}
DocType: About Us Settings,Introduce your company to the website visitor.,Ознайомте відвідувачів веб-сайту з вашою компанією.
apps/frappe/frappe/utils/password.py,"Encryption key is invalid, Please check site_config.json","Ключ шифрування недійсний, будь ласка, перевірте site_config.json"
DocType: SMS Settings,Receiver Parameter,Параметр отримувача
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Toggle Public/Private,Увімкнути загальнодоступні / приватні
DocType: Data Migration Mapping Detail,Remote Fieldname,Віддалений Fieldname
DocType: Communication,To,Для
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log_list.js,View Ref,Переглянути Ref
apps/frappe/frappe/public/js/frappe/desk.js,Places,Місця
DocType: Kanban Board Column,darkgrey,темно-сірий
apps/frappe/frappe/model/rename_doc.py,Successful: {0} to {1},Успішно: {0} до {1}
apps/frappe/frappe/core/doctype/user/user.py,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,"Неможливо змінити дані користувача в демо. Будь ласка, підписатися на новий обліковий запис на https://erpnext.com"
apps/frappe/frappe/public/js/frappe/ui/dropzone.js,Drop,Крапля
apps/frappe/frappe/printing/doctype/print_format/print_format.js,Please duplicate this to make changes,"Ласка, дублювати це внести зміни"
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,"Натисніть клавішу Enter, щоб зберегти"
apps/frappe/frappe/utils/pdf.py,PDF generation failed because of broken image links,Покоління PDF вдалося через битих посилань зображення
DocType: Print Settings,Font Size,Розмір шрифту
DocType: System Settings,Disable Standard Email Footer,Відключити Стандартна Вислати Footer
DocType: Workflow State,facetime-video,FaceTime відео-
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,1 коментар
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.","Примітка. Для найкращих результатів зображення повинні бути однакового розміру, а ширина повинна перевищувати висоту."
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,переглянутий
DocType: Notification,Days Before,Днів до
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,Щоденні події повинні закінчуватися в той же день.
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,Редагувати ...
DocType: Workflow State,volume-down,Обсяг вниз
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,Доступ заборонено з цієї IP-адреси
apps/frappe/frappe/desk/reportview.py,No Tags,немає тегів
DocType: Email Account,Send Notification to,Відправити повідомлення
DocType: DocField,Collapsible,Складаний
DocType: Translation,Saved,Збережені
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,Варіанти вибору. Кожен варіант з нового рядка.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,Постійно Скасувати {0}?
DocType: Workflow State,music,музика
apps/frappe/frappe/www/qrcode.html,QR Code,QR-код
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,Записи не видалено
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,Дата останньої зміни
DocType: Chat Profile,Settings,Налаштування
DocType: Print Format,Style Settings,налаштування стилю
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,Фільтрувати за
apps/frappe/frappe/database/database.py,No conditions provided,Не передбачено жодних умов
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,Y Axis Fields
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,Сортування поля {0} повинен бути дійсним ім&#39;я_поля
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,Більш
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,Створіть новий запис
DocType: Contact,Sales Manager,Менеджер з продажу
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,Перейменувати
DocType: Print Format,Format Data,Формат даних
DocType: List Filter,Filter Name,Фільтрувати ім&#39;я
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,Схоже на
DocType: Assignment Rule,Automation,Автоматизація
DocType: Google Drive,Last Backup On,Остання резервна копія увімкнена
DocType: Customize Form Field,Customize Form Field,Налаштувати поля форми
DocType: Energy Point Rule,For Document Event,Для документальної події
DocType: Website Settings,Chat Room Name,Назва чатної кімнати
DocType: OAuth Client,Grant Type,Тип гранту
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,"Перевірте, які документи можуть бути прочитані за допомогою користувача"
DocType: Deleted Document,Hub Sync ID,Ідентифікатор концентратора синхронізації
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,використовувати як шаблон%
DocType: Auto Repeat,Quarterly,Щоквартальний
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","Домен електронної пошти не налаштований для цього облікового запису, створити один?"
DocType: User,Reset Password Key,Скидання пароля ключа
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},Незаконний стан документа для {0}
DocType: Email Account,Enable Auto Reply,Включити Auto Відповісти
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,Не бачив
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,Неможливо кілька принтерів відображати в одному форматі друку.
DocType: Workflow State,zoom-in,збільшити
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,Посилання DocType і Ім&#39;я посилання потрібно
apps/frappe/frappe/utils/jinja.py,Syntax error in template,Синтаксична помилка в шаблоні
DocType: DocField,Width,Ширина
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,Повідомлення вирізано
DocType: Email Account,Notify if unreplied,"Повідомте, якщо відповіді адресата"
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,Сканування QR-коду та введення відображеного коду.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,Увімкнути градієнти
DocType: System Settings,Minimum Password Score,Мінімальний бал пароля
DocType: System Settings,Minimum Password Score,Мінімальний бал пароля
DocType: DocType,Fields,Поля
DocType: System Settings,Your organization name and address for the email footer.,Ім'я та адреса Вашої організації для підвалу листів електронної пошти.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,Батько Таблиця
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,Резервне копіювання S3 завершено!
apps/frappe/frappe/config/desktop.py,Developer,Розробник
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,Створений
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{0} рядка {1} не може мати обидва URL і дочірні елементи
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},Для наступних таблиць має бути принаймні один рядок: {0}
DocType: Print Format,Default Print Language,Мова друку за замовчуванням
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,Предки
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,Корінь {0} не може бути вилучена
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,Коментарів немає
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings","Будь-ласка, настройте SMS, перш ніж встановити його як метод автентифікації, через SMS Settings"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,Обидва DocType і ім&#39;я потрібно
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,Неможливо змінити docstatus від 1 до 0
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,Вам не вистачає балів
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,Take Backup Now
DocType: Contact,Open,Відкрито
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,Визначає дії на держави і наступний крок і дозволили ролі.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,Топ рецензента
DocType: Data Migration Mapping,Remote Objectname,Віддалений об&#39;єктменю
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","У кращої практики, не може привласнити цей набір правило введене в різних ролей. Замість цього, встановити кілька ролей одному користувачеві."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,"Будь ласка, підтвердьте свою дію на {0} цього документа."
DocType: Success Action,Next Actions HTML,Наступні дії HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,Створити публікацію
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,Додати учасників
DocType: Web Page,Main Section (Markdown),Основний розділ (Відмітка)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,Тільки {0} по електронній пошті звіти кожному користувачеві дозволено
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldtype {1} for {2} cannot be unique,{0}: Тип поля {1} для {2} не може бути унікальним
DocType: Address,Address Title,Назва адреси
DocType: Website Settings,Footer Items,Footer товари
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,Меню
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,Щодня
apps/frappe/frappe/config/users_and_permissions.py,User Roles,Ролі користувачів
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Нерухомість сетер скасовує стандартний DOCTYPE або поле властивості
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,Не можна оновити: Неправильне / знечинене посилання
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,Краще додати ще кілька букв або інше слово
DocType: Auto Repeat,Repeat on Last Day of the Month,Повторіть в останній день місяця
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},Код реєстрації одного разу (OTP) від {}
DocType: DocField,Set Only Once,Встановити тільки один раз
DocType: Email Queue Recipient,Email Queue Recipient,E-mail одержувача черзі
DocType: Address,Nagaland,Нагаланд
DocType: Slack Webhook URL,Webhook URL,URL-адреса веб-вузла
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,Ім&#39;я користувача {0} вже існує
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,"{0}: Неможливо встановити імпорт, оскільки {1} не імпортується"
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},Існує помилка в адресному шаблоні {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',{0} - це недійсна електронна адреса в &quot;Одержувачі&quot;
DocType: Footer Item,"target = ""_blank""",мета = &quot;_blank&quot;
DocType: Workflow State,hdd,жорсткий диск
DocType: Integration Request,Host,господар
DocType: Data Import Beta,Import File,Імпортувати файл
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,Стовпець <b>{0}</b> вже існує.
DocType: ToDo,High,Високий
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,Нова подія
DocType: S3 Backup Settings,Secret Access Key,Секретний ключ доступу
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,Чоловік
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret було скинуто. Перереєстрація буде потрібна під час наступного входу в систему.
DocType: Communication,From Full Name,Від повного імені
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},Ви не маєте доступу до Звіту: {0}
DocType: User,Send Welcome Email,Надіслати привітальний e-mail
DocType: Assignment Rule User,Assignment Rule User,Правило призначення користувача
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,Видалити фільтр
DocType: Web Form Field,Show in filter,Показати в фільтрі
DocType: Address,Daman and Diu,Даман і Діу
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,Проект
DocType: Address,Personal,Особистий
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,Докладні відомості див. У https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region.
apps/frappe/frappe/config/settings.py,Bulk Rename,Масове перейменування
DocType: Email Queue,Show as cc,Показати в кубічних сантиметрах
DocType: DocField,Heading,Тема
DocType: Workflow State,resize-vertical,розмір вертикального
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,Візьміть відео
DocType: Contact Us Settings,Introductory information for the Contact Us Page,Вступна інформація для контакт ми сторінка
DocType: Print Style,CSS,CSS
DocType: Workflow State,thumbs-down,незгоду
DocType: User,Send Notifications for Email threads,Надсилайте сповіщення для потоків електронної пошти
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,професор
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,Не в режимі розробника
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,Резервування файлу готово
DocType: DocField,In Global Search,У Global Пошук
DocType: System Settings,Brute Force Security,Брутні сили безпеки
DocType: Workflow State,indent-left,відступ зліва-
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,&gt; {0} year(s) ago,&gt; {0} рік тому
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,"Це ризиковано, щоб видалити цей файл: {0}. Будь ласка, зверніться до менеджера системи."
DocType: Currency,Currency Name,Назва валюти
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,Немає повідомлень електронної пошти
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,Посилання закінчився
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.",Повернення довжини до {0} для &#39;{1}&#39; в &#39;{2}&#39;; Встановлення тривалості як {3} призведе до скорочення даних.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,Виберіть формат файлу
DocType: Report,Javascript,Javascript
DocType: File,Content Hash,Вміст хеша
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,"Зберігає JSON з останніх відомих версій різних встановлених додатків. Він використовується, щоб показати примітки до випуску."
DocType: Energy Point Rule,User Field,Поле користувача
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,Натисніть Видалити
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} вже відписався для {1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,Не видалити
apps/frappe/frappe/desk/like.py,Liked,Вподобане
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,Відправити зараз
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","Стандартний DocType не може бути виконаний у форматі друку за замовчуванням, використовуйте Налаштування форми"
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","Стандартний DocType не може бути виконаний у форматі друку за замовчуванням, використовуйте Налаштування форми"
DocType: Report,Query,Запит
DocType: Customize Form,Sort Order,Порядок сортування
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},"""У вигляді списку"" не допускається для типу {0} в рядку {1}"
DocType: Letter Head,Footer HTML,HTML колонтитула
DocType: Custom Field,Select the label after which you want to insert new field.,"Виберіть мітку, після чого Ви хочете вставити нове поле."
,Document Share Report,Звіт про оприлюднені документи
DocType: Social Login Key,Base URL,Базова URL-адреса
DocType: User,Last Login,Останній вхід
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},Ви не можете встановити &quot;Translatable&quot; для поля {0}
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,Колонка
DocType: Chat Profile,Chat Profile,Чат профіль
DocType: Custom Field,Adds a custom field to a DocType,Додає користувальницьке поле в DocType
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,"Клацніть на посилання нижче, щоб підтвердити свій запит"
DocType: File,Is Home Folder,"є текою ""Головна"""
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,Стиль Навбар
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} не корректна Email адреса
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,Виберіть принаймні 1 запис для друку
apps/frappe/frappe/core/doctype/has_role/has_role.py,User '{0}' already has the role '{1}',Користувач &#39;{0}&#39; вже грає роль &quot;{1} &#39;
DocType: System Settings,Two Factor Authentication method,Два методу автентифікації факторів
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,First set the name and save the record.,Спочатку встановіть ім&#39;я та збережіть запис.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,5 Records,5 Записи
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Shared with {0},Оприлюднено для {0}
apps/frappe/frappe/email/queue.py,Unsubscribe,Відмовитися від підписки
DocType: View Log,Reference Name,Ім&#39;я посилання
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,Змінити користувача
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,Оновити переклади
DocType: Error Snapshot,Exception,Виняток
DocType: Email Account,Use IMAP,Використання IMAP
DocType: Activity Log,Activity Log,Журнал активності
DocType: View Log,Viewed By,Переглянуто за
DocType: Integration Request,Authorized,уповноважений
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,Неодружений Види не тільки один запис не зв&#39;язані таблиці. Значення зберігаються в tabSingles
DocType: System Settings,Enable Password Policy,Включення політики паролів
DocType: System Settings,Enable Password Policy,Включення політики паролів
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Список як [{ &quot;етикетка&quot;: _ ( &quot;Робота&quot;), &quot;маршрут&quot;: &quot;робота&quot;}]"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},Тип поля не може бути змінений для {0}
DocType: Workflow,Rules defining transition of state in the workflow.,"Правила, що визначають переходи станів в робочому процесі."
DocType: File,Folder,Тека
DocType: Website Route Meta,Website Route Meta,Веб-сайт Route Meta
DocType: DocField,Index,Індекс
DocType: Email Group,Newsletter Manager,Розсилка менеджер
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,Варіант 1
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} до {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,Ввійти помилки під час запитів.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} був успішно доданий до Email Групи
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,"Не редагуйте заголовки, попередньо встановлені у шаблоні"
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Вхідний код введення з {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,Ви набрали {0} балів
DocType: Address,Uttar Pradesh,Уттар-Прадеш
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,Примітка:
DocType: Address,Pondicherry,Пондічеррі
DocType: Data Import,Import Status,Статус імпорту
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},Планується відправити {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,Клавіші швидкого доступу до сторінки
DocType: Kanban Board Column,Indicator,індикатор
DocType: DocShare,Everyone,Всі
DocType: Workflow State,backward,назад
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: тільки одне правило допускається з тій же Ролі, Рівня і {1}"
DocType: Email Queue,Add Unsubscribe Link,Додати посилання Відмовитися
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,Немає коментарів. Почати нову тему повідомлення.
DocType: Workflow State,share,оприлюднити
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,Встановіть нумерації серії транзакцій.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,Налаштувати діаграми
DocType: User,Last IP,Останнє IP-
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,"Будь ласка, додайте тему до вашої електронної пошти"
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,Новий документ {0} було надіслано вами {1}.
DocType: Data Migration Connector,Data Migration Connector,Коннектор міграції даних
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} повернено {1}
DocType: Email Account,Track Email Status,Відстеження стану електронної пошти
DocType: Note,Notify Users On Every Login,Повідомлення користувачів на кожен вхід
DocType: Note,Notify Users On Every Login,Повідомлення користувачів на кожен вхід
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Cannot match column {0} with any field,Не можна зіставити стовпчик {0} ні з одним полем
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,{0} записів успішно оновлено.
DocType: PayPal Settings,API Password,API Пароль
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,Введіть модуль python або виберіть тип коннектора
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,Fieldname не встановлений настроюване поле
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,Оновлене До
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,Подивитися Передплатники
apps/frappe/frappe/public/js/frappe/form/print.js,"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",Друк у форматі PDF через &quot;Сирий друк&quot; ще не підтримується. Видаліть відображення принтера в Налаштуваннях принтера і повторіть спробу.
DocType: Webhook,after_insert,after_insert
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,"Неможливо видалити файл, оскільки він належить {0} {1}, для якого у вас немає дозволів"
DocType: Website Theme,Custom JS,Користувальницький JS
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,Місс
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,Колір фону
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,Були помилки при відправленні електронної пошти. Будь ласка спробуйте ще раз.
DocType: Portal Settings,Portal Settings,Налаштування порталу
DocType: Review Level,Level Name,Ім&#39;я рівня
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},Не вдається оновити {0}
DocType: Data Migration Mapping,Mapping,Картографування
DocType: Web Page,0 is highest,0 є найвищим
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,Увімкніть спливаючі вікна у своєму браузері
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,"Ви впевнені, що хочете облінкований це повідомлення на {0}?"
DocType: Print Settings,Server IP,Сервер IP
DocType: Email Queue,Attachments,Долучення
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,Ви не маєте дозволу на доступ до цього документу
DocType: Language,Language Name,Назва мови
DocType: Email Group Member,Email Group Member,Електронна пошта Група користувача
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,"Ваш обліковий запис заблоковано, і його буде відновлено через {0} секунди"
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,Права користувача використовуються для обмеження доступу користувачів до певних записів.
DocType: Notification,Value Changed,Значення Змінено
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},Дублювати ім&#39;я {0} {1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,Спроба спробувати
DocType: Contact Phone,Number,Номер
DocType: Web Form Field,Web Form Field,Поле Веб-форми
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,Ви отримали нове повідомлення від:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,Змінити HTML
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,"Будь ласка, введіть URL-адресу переспрямування"
apps/frappe/frappe/core/doctype/language/language.py,"{0} must begin and end with a letter and can only contain letters,
				hyphen or underscore.","{0} має починатись і закінчуватися буквою і може містити лише літери, дефіс або підкреслення."
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,Відновлення початкових дозволів
DocType: Address,Shop,Магазин
DocType: DocField,Button,Кнопка
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,{0} тепер за замовчуванням формат друку для {1} DOCTYPE
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,архівні Колони
DocType: Email Account,Default Outgoing,За замовчуванням Вихідні
DocType: Workflow State,play,грати
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,"Натисніть на посилання нижче, щоб завершити реєстрацію і встановити новий пароль"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not add,Чи не додати
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Accounts Assigned,Немає Облікові записи електронної пошти не Assigned
DocType: S3 Backup Settings,eu-west-2,eu-захід-2
DocType: Contact Us Settings,Contact Us Settings,Налаштування Контактів
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Пошук ...
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Пошук ...
DocType: Workflow State,text-width,Текст ширина
apps/frappe/frappe/public/js/frappe/form/form.js,Maximum Attachment Limit for this record reached.,Досягнуто обмеження за кількістю долучень для цього запису
apps/frappe/frappe/public/js/frappe/file_uploader/FileBrowser.vue,Search by filename or extension,Пошук за іменем файлу або розширенням
DocType: Notification,View Properties (via Customize Form),Перегляд властивостей (через Налаштувати формі)
