apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Uued {} järgmised rakendused on saadaval
DocType: View Log,Reference Name,Viide nimi
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,Muuda kasutajat
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,Uuenda tõlkeid
DocType: Error Snapshot,Exception,Erand
DocType: Email Account,Use IMAP,Kasuta IMAP
DocType: Activity Log,Activity Log,Activity Log
DocType: View Log,Viewed By,Vaadatud poolt
DocType: Integration Request,Authorized,volitatud
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,Single tüübid on ainult üks rekord ei tabelid seotud. Väärtused salvestatakse tabSingles
DocType: System Settings,Enable Password Policy,Luba Parool Policy
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Nimekiri nagu [{ &quot;label&quot;: _ ( &quot;Töö&quot;), &quot;route&quot;: &quot;töökohti&quot;}]"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},Väljaliik ei saa muuta jaoks {0}
DocType: Workflow,Rules defining transition of state in the workflow.,Reeglid määratlevad üleminek riigi töökorraldust.
DocType: File,Folder,Folder
DocType: Website Route Meta,Website Route Meta,Veebisaidi marsruudi meta
DocType: DocField,Index,Indeks
DocType: Email Group,Newsletter Manager,Uudiskiri Manager
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,Variant 1
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} kuni {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,Logi vea jooksul taotlusi.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} on edukalt lisatud e-maili gruppi.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,"Ärge muutke malli päiseid, mis on eelseadistatud"
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Sisselogimise kinnituskood alates {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,Saite {0} punkti
DocType: Address,Uttar Pradesh,Uttar Pradesh
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,Märge:
DocType: Address,Pondicherry,Pondicherry
DocType: Data Import,Import Status,Impordi olek
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},Planeeritud saata {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,Lehe otseteed
DocType: Kanban Board Column,Indicator,indikaator
DocType: DocShare,Everyone,Igaüks
DocType: Workflow State,backward,tagasi
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Ainult üks reegel on lubatud sama roll, Level ja {1}"
DocType: Email Queue,Add Unsubscribe Link,Lisa tellimus Link
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,Pole veel kommentaare. Alusta uut arutelu.
DocType: Workflow State,share,aktsia
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,Määra numeratsiooni seeria tehinguid.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,Graafikute seadistamine
DocType: User,Last IP,Viimati IP
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,Palun lisage oma e-posti aadress
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,Uue dokumendiga {0} on teiega jagatud {1}.
DocType: Data Migration Connector,Data Migration Connector,Andmevahetuse pistik
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} ennistati {1}
DocType: Email Account,Track Email Status,Jälgi e-posti olekut
DocType: Note,Notify Users On Every Login,Teata Kasutajad iga sisselogimine
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Cannot match column {0} with any field,Veergu {0} ei saa ühegi väljaga sobitada
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,{0} kirje edukalt värskendatud.
DocType: PayPal Settings,API Password,API salasõna
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,Sisestage pythoni moodul või valige pistiku tüüp
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,Fieldname ole seatud Custom Field
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,Viimati uuendanud
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,Vaata Tellijaid
apps/frappe/frappe/public/js/frappe/form/print.js,"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",PDF-vormingus printimist töötlemata printimise kaudu veel ei toetata. Eemaldage printeri kaardistus Printeri sätetest ja proovige uuesti.
DocType: Webhook,after_insert,after_insert
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,"Faili ei saa kustutada, kuna see kuulub {0} {1}, mille jaoks teil pole õigusi"
DocType: Website Theme,Custom JS,Kohandatud JS
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,Prl
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,Tausta värv
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,Vigu samas saates email. Palun proovi uuesti.
DocType: Portal Settings,Portal Settings,portaal seaded
DocType: Review Level,Level Name,Taseme nimi
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},Ei saa värskendada {0}
DocType: Data Migration Mapping,Mapping,Kaardistamine
DocType: Web Page,0 is highest,0 on kõrgeim
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,Lubage oma brauseris hüpikaknad
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,"Kas oled kindel, et tahad uuesti ühendada see side {0}?"
DocType: Print Settings,Server IP,Serveri IP-aadress
DocType: Email Queue,Attachments,Manused
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,Sa ei pea õigused sellele dokumendile juurdepääsuks
DocType: Language,Language Name,keel Nimi
DocType: Email Group Member,Email Group Member,E-post Group liige
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,Teie konto on lukustatud ja jätkub pärast {0} sekundit
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,Kasutajate õigusi kasutatakse kasutajate piiritlemiseks konkreetsete dokumentidega.
DocType: Notification,Value Changed,Väärtus Muutis
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},Duplikaatnimi {0} {1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,Uuesti proovima
DocType: Contact Phone,Number,Number
DocType: Web Form Field,Web Form Field,Web Form Field
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,Teil on uus sõnum:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,Edit HTML
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,Palun sisestage ümbersuunamise URL
apps/frappe/frappe/core/doctype/language/language.py,"{0} must begin and end with a letter and can only contain letters,
				hyphen or underscore.","{0} peab algama ja lõppema tähega ning võib sisaldada ainult tähti, sidekriipsu või alakriipsu."
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,Taasta Original reeglid
DocType: Address,Shop,Kauplus
DocType: DocField,Button,Button
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,{0} nüüd vaikeprindikuvarite vorm {1} doctype
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,arhiveeritud veerud
DocType: Email Account,Default Outgoing,Vaikimisi Väljuv
DocType: Workflow State,play,mängima
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,"Kliki alloleval lingil, et täiendada oma registreerimise ja uue parooli"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not add,Ei lisanud
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Accounts Assigned,Nr Meilikontode Sihtotstarbeline
DocType: S3 Backup Settings,eu-west-2,eu-lääs-2
DocType: Contact Us Settings,Contact Us Settings,Kontakt Seaded
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Otsides ...
DocType: Workflow State,text-width,Teksti laiusega
apps/frappe/frappe/public/js/frappe/form/form.js,Maximum Attachment Limit for this record reached.,Maksimaalne manuselimiidi selle kirje jõudnud.
apps/frappe/frappe/public/js/frappe/file_uploader/FileBrowser.vue,Search by filename or extension,Otsige failinime või laiendi järgi
DocType: Notification,View Properties (via Customize Form),Vaata pakkumisi (via Kohanda vorm)
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Click on a file to select it.,Faili valimiseks klõpsake sellel.
DocType: Note Seen By,Note Seen By,Märkus näinud
apps/frappe/frappe/utils/password_strength.py,Try to use a longer keyboard pattern with more turns,Proovi kasutada pikema klaviatuuri mustrit rohkem pöördeid
,LeaderBoard,LEADERBOARD
DocType: DocType,Default Sort Order,Vaikimisi sortimisjärjestus
DocType: Address,Rajasthan,Rajasthan
DocType: Email Template,Email Reply Help,Saada vastuse spikker
apps/frappe/frappe/core/doctype/report/report.js,Report Builder reports are managed directly by the report builder. Nothing to do.,Report Builder aruanded juhib otseselt aruande ehitaja. Pole midagi teha.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please verify your Email Address,Palun kontrollige oma e-posti aadress
apps/frappe/frappe/model/document.py,none of,ükski
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Add Fields,Lisage väljad
apps/frappe/frappe/public/js/frappe/views/communication.js,Send Me A Copy,Saada mulle koopia
DocType: Dropbox Settings,App Secret Key,App Secret Key
DocType: Webhook,on_submit,on_submit
apps/frappe/frappe/config/website.py,Web Site,Web Site
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0} cannot be set for Single types,{0} ei saa määrata Ühtse tüüpi
DocType: Data Import,Data Import,Andmete importimine
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Configure Chart,Diagrammi seadistamine
apps/frappe/frappe/public/js/frappe/form/sidebar/form_viewers.js,{0} are currently viewing this document,{0} vaatatavad praegu seda dokumenti
DocType: ToDo,Assigned By Full Name,Määratud Täisnimi
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,{0} updated,{0} uuendatud
apps/frappe/frappe/core/doctype/doctype/doctype.py,Report cannot be set for Single types,Aruanne ei saa kehtestada ühtse tüüpi
apps/frappe/frappe/public/js/frappe/list/list_view.js,Share URL,Jaga URL-i
DocType: System Settings,Allow Consecutive Login Attempts ,Luba järjestikused sisselogimise katsed
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,An error occured during the payment process. Please contact us.,Makseprotsessi ajal tekkis viga. Palun võtke meiega ühendust.
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} days ago,{0} päeva tagasi
DocType: Email Account,Awaiting Password,Ootan salasõna
DocType: Address,Address Line 1,Aadress Line 1
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Descendants Of,Mitte järglased
DocType: Contact,Company Name,firma nimi
DocType: Custom DocPerm,Role,Osa
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Settings...,Seaded ...
apps/frappe/frappe/templates/emails/delete_data_confirmation.html, to your browser,oma brauserisse
apps/frappe/frappe/utils/data.py,Cent,Sent
,Recorder,Salvesti
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Compose Email,Koosta meil
apps/frappe/frappe/config/settings.py,"States for workflow (e.g. Draft, Approved, Cancelled).","Ühendriigid töövoo (nt eelnõu heaks kiidetud, tühistatud)."
DocType: Print Settings,Allow Print for Draft,Laske Print eelnõu
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Set Quantity,Kindlaksmääratud koguses
apps/frappe/frappe/public/js/frappe/form/form.js,Submit this document to confirm,Esita selle dokumendi kinnitamiseks
DocType: Contact,Unsubscribed,Tellimata
apps/frappe/frappe/config/users_and_permissions.py,Set custom roles for page and report,Määra kohandatud rollide lehele ja aruanne
DocType: Braintree Settings,Merchant ID,Kaupmehe ID
apps/frappe/frappe/public/js/frappe/utils/rating_icons.html,Rating: ,Hinnang:
DocType: Address,Dadra and Nagar Haveli,Dadra ja Nagar Haveli
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Attach Your Picture,Kinnitage oma pilt
apps/frappe/frappe/core/doctype/version/version_view.html,Row Values Changed,Rida Väärtused muudetud
DocType: Workflow State,Stop,Peatuge
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,"Link lehele, mida soovite avada. Jäta tühjaks, kui sa tahad teha seda rühma vanem."
DocType: DocType,Is Single,Kas Single
apps/frappe/frappe/core/doctype/user/user.py,Sign Up is disabled,Registreeru keelatud
apps/frappe/frappe/email/queue.py,{0} has left the conversation in {1} {2},{0} on lahkunud vestlusest {1} {2}
DocType: Access Log,Show Document,Kuva dokument
DocType: Blogger,User ID of a Blogger,Kasutaja ID Blogger
apps/frappe/frappe/core/doctype/user/user.py,There should remain at least one System Manager,Seal peaks olema vähemalt üks Süsteemihaldur
DocType: GCalendar Account,Authorization Code,autoriseerimise koodi
DocType: PayPal Settings,Mention transaction completion page URL,Nimetatakse tehingu lõpuleviimise URL
DocType: Help Article,Expert,ekspert
DocType: Workflow State,circle-arrow-right,Ringi Nool paremale
DocType: Role Profile,Role Profile,Rolli profiil
apps/frappe/frappe/permissions.py,Document Type is not importable,Dokumendi tüüp pole imporditav
DocType: LDAP Settings,LDAP Server Url,LDAP serveri URL
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open instance when its {0} is open,Ei saa avada näiteks kui selle {0} on avatud
apps/frappe/frappe/printing/doctype/letter_head/letter_head.py,Header HTML set from attachment {0},Päise HTML-i komplekt manusest {0}
apps/frappe/frappe/config/desktop.py,Customization,Kohandamine
DocType: LDAP Settings,Organizational Unit for Users,Kasutajate organisatsiooniline üksus
,Transaction Log Report,Tehingu logi aruanne
DocType: Custom DocPerm,Custom DocPerm,Custom DocPerm
DocType: Newsletter,Send Unsubscribe Link,Saada tellimus Link
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,There are some linked records which needs to be created before we can import your file. Do you want to create the following missing records automatically?,Enne faili importimist tuleb luua mõned lingitud kirjed. Kas soovite luua järgmised puuduvad kirjed automaatselt?
DocType: Access Log,Method,Meetod
DocType: Report,Script Report,Script aruanne
DocType: OAuth Authorization Code,Scopes,õppesuuna
DocType: About Us Settings,Company Introduction,Firma tutvustus
DocType: User,Last Password Reset Date,Viimane parooli lähtestamise kuupäev
DocType: DocField,Length,Pikkus
apps/frappe/frappe/config/settings.py,Restore or permanently delete a document.,Taastada või jäädavalt kustutada dokument.
apps/frappe/frappe/chat/doctype/chat_profile/chat_profile.py,Chat Profile for User {0} exists.,Kasutaja vestlusprofiil {0} on olemas.
apps/frappe/frappe/public/js/frappe/social/components/PostSidebar.vue,Frequently Visited Links,Kordumatud lingid
DocType: Notification,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Lisada dünaamiline teema, kasutada Jinja sildid nagu <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/frappe/frappe/desk/search.py,Invalid Search Field {0},Kehtetu otsinguväli {0}
DocType: User,Modules HTML,Moodulid HTML
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Allow Google Calendar Access,Luba Google&#39;i kalendri juurdepääs
DocType: Assignment Rule,Higher priority rule will be applied first,Kõigepealt rakendatakse kõrgema prioriteediga reeglit
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Jälgige, kas saaja on teie e-posti avanud. <br> Märkus. Kui sa saadad mitmele adressaadile, isegi kui üks adressaat loeb e-kirja, loetakse see &quot;avatuks&quot;"
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Missing Values Required,Kadunud väärtusi Vajalikud
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Allow Google Contacts Access,Luba Google&#39;i kontaktidele juurdepääs
DocType: Data Migration Connector,Frappe,frappe
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Unread,Märgi mitteloetuks
DocType: Activity Log,Operation,Operation
DocType: Customize Form,Change Label (via Custom Translation),Muuda Label (via Custom Translation)
apps/frappe/frappe/share.py,No permission to {0} {1} {2},Nr luba {0} {1} {2}
DocType: Address,Permanent,püsiv
apps/frappe/frappe/public/js/frappe/form/workflow.js,Note: Other permission rules may also apply,Märkus: Muud luba sätteid võib kohaldada ka
DocType: Assignment Rule,Unassign Condition,Tühista seisund
apps/frappe/frappe/templates/emails/print_link.html,View this in your browser,Vaata selle brauseris
DocType: DocType,Parent Field (Tree),Põhiväli (puu)
DocType: DocType,Search Fields,Otsi Fields
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.js,Sync Contacts,Sünkrooni kontaktid
DocType: System Settings,OTP Issuer Name,OTP-emitendi nimi
DocType: OAuth Bearer Token,OAuth Bearer Token,OAuth kandja žetooni
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Dr,Dr
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Syncing,Sünkroonimine
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Uploaded successfully,Üleslaadimine õnnestus
apps/frappe/frappe/public/js/frappe/dom.js,You are connected to internet.,Te olete Internetiga ühendatud.
DocType: Social Login Key,Enable Social Login,Sisselogimise lubamine
DocType: Data Import Beta,Warnings,Hoiatused
DocType: Communication,Event,Sündmus
apps/frappe/frappe/public/js/frappe/views/communication.js,"On {0}, {1} wrote:","On {0}, {1} kirjutas:"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Cannot delete standard field. You can hide it if you want,"Ei saa kustutada standard valdkonnas. Saate peita, kui soovite"
DocType: Top Bar Item,For top bar,Top bar
DocType: Social Login Key,Auth URL Data,Auth URL-i andmed
apps/frappe/frappe/desk/page/backups/backups.py,Queued for backup. You will receive an email with the download link,Varundamiseks on järjekorras. Saate alla laadida linki
apps/frappe/frappe/utils/bot.py,Could not identify {0},Ei suutnud tuvastada {0}
DocType: Address,Address,Aadress
apps/frappe/frappe/templates/pages/integrations/payment-failed.html,Payment Failed,makse ebaõnnestus
DocType: Print Settings,In points. Default is 9.,Punktides. Vaikimisi on 9.
DocType: OAuth Client,Redirect URIs,Uuesti URId
DocType: LDAP Settings,StartTLS,StartTLS
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Submiting {0},{0} esitamine
DocType: Workflow State,heart,süda
apps/frappe/frappe/www/update-password.html,Old Password Required.,Old Password vaja.
DocType: Role,Desk Access,Laud Access
DocType: Workflow State,minus,miinus
DocType: S3 Backup Settings,Bucket,Kopp
apps/frappe/frappe/public/js/frappe/ui/capture.js,Unable to load camera.,Kaamera ei saa laadida.
apps/frappe/frappe/core/doctype/user/user.py,Welcome email sent,Tere saadetud e-
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Let's prepare the system for first use.,Olgem valmistada süsteemi esimest kasutamist.
apps/frappe/frappe/core/doctype/user/user.py,Already Registered,Juba registreeritud
DocType: System Settings,Float Precision,Float Precision
DocType: Notification,Sender Email,Saatja e-post
apps/frappe/frappe/core/doctype/page/page.py,Only Administrator can edit,Ainult administraator saab muuta
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Please select applicable Doctypes,Valige sobiv Doctypes
DocType: DocType,Editable Grid,muudetav Grid
DocType: Property Setter,Property Setter,Kinnisvara setter
DocType: Web Form,Allow Print,Laske Prindi
DocType: Communication,Clicked,Klõpsanud
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Unfollow,Jälgi
apps/frappe/frappe/public/js/frappe/form/form.js,No permission to '{0}' {1},Nr luba &quot;{0} &#39;{1}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Scheduled to send,Plaanitud saata
DocType: DocType,Track Seen,Rada näinud
DocType: Dropbox Settings,File Backup,Faili varundamine
DocType: Kanban Board Column,orange,oranž
apps/frappe/frappe/public/js/frappe/list/list_view.js,No {0} found,No {0} leitud
apps/frappe/frappe/config/customization.py,Add custom forms.,Lisa custom vorme.
apps/frappe/frappe/desk/like.py,{0}: {1} in {2},{0}: {1} {2}-st
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,submitted this document,esitatud käesoleva dokumendi
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User Permissions,Seadistamine&gt; Kasutaja õigused
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,The system provides many pre-defined roles. You can add new roles to set finer permissions.,Süsteem pakub palju ettemääratud rollid. Saate lisada uusi rolle seada peenem õigused.
DocType: Communication,CC,CC
DocType: Country,Geo,Geo
DocType: Data Migration Run,Trigger Name,Käivitusnimi
apps/frappe/frappe/public/js/frappe/desk.js,Domains,Domeenid
DocType: Blog Category,Blog Category,Blogi Kategooria
apps/frappe/frappe/model/mapper.py,Cannot map because following condition fails: ,"Ei saa kaarti, sest järgmine tingimus jätab:"
DocType: Role Permission for Page and Report,Roles HTML,Rollid HTML
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,Select a Brand Image first.,Vali Brand Image esimene.
DocType: Dashboard Chart Source,Dashboard Chart Source,Juhtpaneeli diagrammi allikas
DocType: Auto Repeat,Active,Aktiivne
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Below,Sisesta Allpool
DocType: Kanban Board Column,Blue,Blue
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,All customizations will be removed. Please confirm.,Kõik kohandused eemaldatakse. Palun kinnita.
DocType: Page,Page HTML,Page HTML
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Export Errored Rows,Ekspordi rikutud read
apps/frappe/frappe/chat/doctype/chat_room/chat_room.py,Group name cannot be empty.,Grupi nimi ei saa olla tühi.
apps/frappe/frappe/public/js/frappe/views/treeview.js,Further nodes can be only created under 'Group' type nodes,Lisaks sõlmed saab ainult loodud töörühm tüüpi sõlmed
DocType: SMS Parameter,Header,Päise
apps/frappe/frappe/public/js/frappe/model/model.js,Unknown Column: {0},Tundmatu veerg: {0}
DocType: Notification Recipient,Email By Role,Email roll
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Nothing to update,Pole midagi värskendada
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Users with role {0}:,"Kasutajad, kellel on osa {0}:"
DocType: Print Format,Custom Format,Custom Formaat
DocType: Workflow State,random,juhuslik
DocType: Newsletter Email Group,Newsletter Email Group,Infoleht E Group
DocType: Braintree Settings,Integrations,Integrations
DocType: DocField,Section Break,Sektsioonipiir
DocType: Address,Warehouse,Ladu
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Styles,Fondi stiilid
DocType: Address,Other Territory,Muu territoorium
,Messages,Sõnumid
apps/frappe/frappe/config/website.py,Portal,Portal
DocType: Email Account,Use Different Email Login ID,Kasutada erinevaid Saatke Sisene ID
apps/frappe/frappe/desk/query_report.py,Must specify a Query to run,Peab määrata Query joosta
apps/frappe/frappe/integrations/doctype/braintree_settings/braintree_settings.py,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Tundub, et serveri Braintree&#39;i konfiguratsiooniga on probleem. Ärge muretsege, ebaõnnestumise korral tagastatakse summa teie kontole."
apps/frappe/frappe/www/me.html,Manage Third Party Apps,Kolmanda osapoole rakenduste haldamine
DocType: Website Settings,Route Redirects,Marsruudi ümbersuunamised
apps/frappe/frappe/config/settings.py,"Language, Date and Time settings","Keel, kuupäeva ja kellaaja seaded"
DocType: User Email,User Email,Kasutaja Post
DocType: Assignment Rule Day,Saturday,Laupäev
DocType: User,Represents a User in the system.,Kujutab Kasutaja süsteemis.
DocType: List View Setting,Disable Auto Refresh,Keela automaatne värskendamine
DocType: Comment,Label,Etikett
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed.","Ülesanne {0}, et te määratud {1}, on suletud."
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Please close this window,Palun sulgege see aken
DocType: Print Format,Print Format Type,Prindi Formaat
DocType: Newsletter,A Lead with this Email Address should exist,Plii seda e-posti aadress peaks eksisteerima
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Open Source Applications for the Web,Avatud lähtekoodiga tarkvara Web
DocType: Event,Call,Üleskutse
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""",Lisa nime &quot;Google Web Font&quot; näiteks &quot;Open Sans&quot;
apps/frappe/frappe/public/js/frappe/request.js,Request Timed Out,Küsi Timed Out
apps/frappe/frappe/config/settings.py,Enable / Disable Domains,Domeenide lubamine / keelamine
DocType: Role Permission for Page and Report,Allow Roles,Luba rollid
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully imported {0} records out of {1}.,{0} kirje {1} edukalt imporditud.
DocType: Assignment Rule,"Simple Python Expression, Example: Status in (""Invalid"")","Lihtne Pythoni avaldus, näide: olek (kehtetu)"
DocType: User,Last Active,Viimati aktiivne
DocType: Email Account,SMTP Settings for outgoing emails,SMTP Settings väljuva e-
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,choose an,vali
DocType: Data Export,Filter List,Filtreeri nimekiri
DocType: Data Export,Excel,Excel
DocType: Email Account,Auto Reply Message,Auto Vastusõnumit
DocType: Data Migration Mapping,Condition,Seisund
apps/frappe/frappe/utils/data.py,{0} hours ago,{0} tundi tagasi
apps/frappe/frappe/utils/data.py,1 month ago,1 kuu tagasi
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Not Specified,Pole täpsustatud
DocType: Contact,User ID,kasutaja ID
DocType: Communication,Sent,Saadetud
DocType: Address,Kerala,Kerala
apps/frappe/frappe/public/js/frappe/desk.js,Administration,Administreerimine
DocType: User,Simultaneous Sessions,samaaegne Sessions
DocType: Social Login Key,Client Credentials,Klient volikirjad
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Open a module or tool,Avage moodul või tööriist
DocType: Communication,Delivery Status,Toimetaja staatus
DocType: Module Def,App Name,App nimi
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Field mis tähistab Töövoo riigi tehingu (kui väli ei ole olemas, uus varjatud Custom Field luuakse)"
DocType: Help Article,Knowledge Base Contributor,Teabebaasi kaastöötaja
DocType: Communication,Sent Read Receipt,Saadetud Lugemiskinnitus
DocType: Email Queue,Unsubscribe Method,Tühista meetod
DocType: GSuite Templates,Related DocType,seotud DocType
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit to add content,Muuda lisada sisu
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Languages,Vali keel
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,Card Details,Kaardi andmed
apps/frappe/frappe/__init__.py,No permission for {0},Ei luba {0}
DocType: DocType,Advanced,Edasijõudnud
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Seems API Key or API Secret is wrong !!!,Tundub API võti või API Secret on vale !!!
apps/frappe/frappe/templates/emails/auto_reply.html,Reference: {0} {1},Viide: {0} {1}
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mrs,proua
DocType: File,Attached To Name,Lisatud Nimi
DocType: Address,Address Type,aadressi tüüp
