apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Quyidagi ilovalar uchun yangi {} versiyalar mavjud
DocType: Report,JSON,JSON
apps/frappe/frappe/core/doctype/user/user.py,Please check your email for verification,Tasdiqlash uchun elektron pochta manzilingizni tekshiring
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fold can not be at the end of the form,Katak shakl oxirida bo'lishi mumkin emas
DocType: Communication,Bounced,Qaytarildi
DocType: Deleted Document,Deleted Name,O'chirilgan ism
apps/frappe/frappe/config/users_and_permissions.py,System and Website Users,Tizim va veb-sayt foydalanuvchilari
DocType: Workflow Document State,Doc Status,Doc maqomi
DocType: Data Migration Run,Pull Update,Yangilang
DocType: Auto Email Report,No of Rows (Max 500),Satrlar soni (maksimum 500)
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.html,Select Field...,Maydonni tanlang ...
DocType: Language,Language Code,Til kodi
DocType: Dropbox Settings,Note: By default emails for failed backups are sent.,Eslatma: Sukut bo'yicha zaxira nusxalari uchun elektron pochta xabarlari yuboriladi.
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Add Filter,Filtrni qo'shish
apps/frappe/frappe/core/doctype/sms_settings/sms_settings.py,SMS sent to following numbers: {0},Quyidagi raqamlarga yuborilgan SMS: {0}
apps/frappe/frappe/utils/data.py,{0} and {1},{0} va {1}
apps/frappe/frappe/public/js/frappe/chat.js,Start a conversation.,Suhbatni boshlang.
DocType: Print Settings,"Always add ""Draft"" Heading for printing draft documents",Loyiha hujjatlarini chop etish uchun har doim &quot;Taslak&quot; qo'shing
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification: {},Bildirishnomada xato: {}
DocType: Data Migration Run,Current Mapping Start,Joriy xaritalash boshlang
apps/frappe/frappe/core/doctype/communication/communication.js,Email has been marked as spam,E-pochta spam sifatida belgilandi
DocType: Comment,Website Manager,Veb-sayt boshqaruvchisi
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload Disconnected. Please try again.,"Faylni yuklash uzilib qoldi. Iltimos, yana bir bor urinib ko'ring."
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Translations,Tarjimalar
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,You selected Draft or Cancelled documents,Taslak yoki Bekor qilingan hujjatlarni tanladingiz
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Document {0} has been set to state {1} by {2},"{0} hujjati {1} tomonidan {2} tomonidan belgilanadi,"
apps/frappe/frappe/model/document.py,Document Queued,Document Queued
DocType: GSuite Templates,Destination ID,Nishon identifikatori
DocType: Desktop Icon,List,Ro'yxat
DocType: Activity Log,Link Name,Ulanish nomi
DocType: System Settings,mm/dd/yyyy,mm / dd / yyyy
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,Parol noto'g'ri:
DocType: Print Settings,Send document web view link in email,Hujjat veb-versiyasini havolani elektron pochta orqali yuboring
apps/frappe/frappe/public/js/frappe/ui/slides.js,Previous,Avvalgi
apps/frappe/frappe/email/doctype/email_account/email_account.py,Re:,O'tilganlik sanasi:
DocType: LDAP Settings,Require Trusted Certificate,Ishonchli sertifikatni talab qilish
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,{0} rows for {1},{1} uchun {0} satr
DocType: Currency,"Sub-currency. For e.g. ""Cent""","Sub-valyutada. Masalan, &quot;Cent&quot;"
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js,Connection Name,Ulanish nomi
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,New Kanban Board,Yangi Kanban kengashi
DocType: Dashboard Chart,Half,Yarim
DocType: Desktop Icon,Link,Ulanish
apps/frappe/frappe/utils/file_manager.py,No file attached,Hech qanday fayl biriktirilmagan
DocType: Version,Version,Versiya
DocType: S3 Backup Settings,Endpoint URL,Endpoint URL
DocType: Dashboard,Charts,Grafikalar
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions are automatically applied to Standard Reports and searches.,Ruxsatnomalar standart hisobotlar va qidiruvlarga avtomatik ravishda qo'llaniladi.
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Upload Failed,Yuklash amalga oshmadi
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,Stats based on last week's performance (from {0} to {1}),O'tgan haftadagi natijalarga asoslangan statistika ({0} dan {1} gacha)
DocType: LDAP Settings,LDAP Phone Field,LDAP telefon maydoni
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"document type..., e.g. customer","hujjat turi ..., masalan, mijozlar"
apps/frappe/frappe/email/doctype/notification/notification.py,The Condition '{0}' is invalid,'{0}' sharti bekor
DocType: Workflow State,barcode,shtrix kodi
apps/frappe/frappe/model/db_query.py,Use of sub-query or function is restricted,Sub-so'rov yoki funktsiyadan foydalanish cheklangan
apps/frappe/frappe/config/customization.py,Add your own translations,O'zingizning tarjimalaringizni qo'shing
DocType: Country,Country Name,Davlat nomi
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Blank Template,Bo'sh shablon
DocType: About Us Team Member,About Us Team Member,Biz haqimizda jamoa a'zosi
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","Ruxlar va Hujjat turlari (DocTypes deb nomlanadi) O'qish, Yozish, Yaratish, O'chirish, Yuborish, Bekor qilish, O'chirish, Hisobot berish, Import qilish, eksport qilish, Chop etish, E-pochtani o'rnatish va Foydalanish Ruxsati kabi huquqlarni o'rnatish orqali belgilanadi."
DocType: Assignment Rule Day,Wednesday,Chorshanba
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be a valid fieldname,Rasm maydoni tegishli maydon nomi bo'lishi kerak
DocType: Chat Token,Token,Token
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fieldname {0} is restricted,{0} maydon nomi cheklangan
DocType: Property Setter,ID (name) of the entity whose property is to be set,Mol-mulki belgilanadigan shaxsning identifikatori (nomi)
DocType: Website Settings,Website Theme Image Link,Veb-sayt mavzusi rasmiga havola
DocType: Web Form,Sidebar Items,Yonaloq buyumlari
DocType: Web Form,Show as Grid,Grid sifatida ko'rsatish
apps/frappe/frappe/installer.py,App {0} already installed,{0} ilovasi allaqachon o'rnatilgan
DocType: Energy Point Rule,Users assigned to the reference document will get points.,Ma'lumotnoma hujjatiga tayinlangan foydalanuvchilar ball oladi.
apps/frappe/frappe/printing/doctype/print_settings/print_settings.js,No Preview,Ko'rib chiqish yo'q
DocType: Workflow State,exclamation-sign,ishora belgisi
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Unzipped {0} files,Ajratilgan {0} fayl
apps/frappe/frappe/public/js/frappe/form/controls/link.js,empty,bo'sh
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js,Show Permissions,Ruxsatlarni ko'rsatish
DocType: Data Import,New data will be inserted.,Yangi ma'lumotlar qo'shiladi.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a Link or Dynamic Link,Vaqt jadvalining maydoni bog'lanish yoki dinamik bog'lanish bo'lishi kerak
apps/frappe/frappe/public/js/frappe/form/multi_select_dialog.js,Date Range,Sana oralig'i
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Gantt,Gantt
apps/frappe/frappe/public/js/frappe/views/reports/print_tree.html,Page {0} of {1},{1} sahifaning {0} sahifasi
DocType: About Us Settings,Introduce your company to the website visitor.,Sizning kompaniyangizni veb-saytingizga tashrif buyuring.
apps/frappe/frappe/utils/password.py,"Encryption key is invalid, Please check site_config.json","Shifrlash tugmasi bekor, sayt_config.json-ni tekshiring"
DocType: SMS Settings,Receiver Parameter,Qabul qiluvchining parametrlari
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Toggle Public/Private,Umumiy / shaxsiy rejimida almashtirish
DocType: Data Migration Mapping Detail,Remote Fieldname,Uzoq manzili
DocType: Communication,To,To
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log_list.js,View Ref,Ko'rish
apps/frappe/frappe/public/js/frappe/desk.js,Places,Joylar
DocType: Kanban Board Column,darkgrey,Darkgrey
apps/frappe/frappe/model/rename_doc.py,Successful: {0} to {1},Muvaffaqiyatli: {0} - {1}
apps/frappe/frappe/core/doctype/user/user.py,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,"Demo-da foydalanuvchi ma'lumotlarini o'zgartirib bo'lmaydi. Iltimos, https://erpnext.com manzili bo'yicha yangi hisob uchun ro'yxatdan o'ting"
apps/frappe/frappe/public/js/frappe/ui/dropzone.js,Drop,Damla
apps/frappe/frappe/printing/doctype/print_format/print_format.js,Please duplicate this to make changes,O'zgarishlarni amalga oshirish uchun buni takrorlang
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,Saqlash uchun Enter ni bosing
apps/frappe/frappe/utils/pdf.py,PDF generation failed because of broken image links,PDF-fayllar buzilgan rasm havolalari tufayli amalga oshmadi
DocType: Print Settings,Font Size,Shrift o'lchami
DocType: System Settings,Disable Standard Email Footer,Standart elektron pochta tagligini o'chirish
DocType: Workflow State,facetime-video,facetime-video
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,1 ta sharh
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.",Eslatma: Yaxshi natijaga erishish uchun rasmlar bir xil o'lchamda va kengligi balandlikdan kattaroq bo'lishi kerak.
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,ko'rsatildi
DocType: Notification,Days Before,Avvalgi kunlar
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,Kundalik tadbirlar xuddi shu kuni tugashi kerak.
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,Tahrirlash ...
DocType: Workflow State,volume-down,ovoz balandligi pastga
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,Ushbu IP-manzildan kirish taqiqlangan
apps/frappe/frappe/desk/reportview.py,No Tags,Teglar yo'q
DocType: Email Account,Send Notification to,Bildirishnoma yuborish
DocType: DocField,Collapsible,Katlanabilir
DocType: Translation,Saved,Saqlangan
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,Tanlash uchun imkoniyatlar. Har bir variant yangi qatorda.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,{0} butunlay bekor qilinsinmi?
DocType: Workflow State,music,musiqa
apps/frappe/frappe/www/qrcode.html,QR Code,QR kodi
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,Hech qanday yozuv o'chirilmadi
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,So'nggi o'zgartirish sanasi
DocType: Chat Profile,Settings,Sozlamalar
DocType: Print Format,Style Settings,Uslub sozlamalari
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,Tomonidan filtrlash
apps/frappe/frappe/database/database.py,No conditions provided,Hech qanday sharoit ta'minlanmagan
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,Y eksa maydonchalari
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,{0} bo'yicha tartiblash maydonida joriy maydon nomi bo'lishi kerak
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,Ko'proq
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,Yangi yozuv yarating
DocType: Contact,Sales Manager,Savdo menedjeri
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,Nomni o'zgartiring
DocType: Print Format,Format Data,Ma'lumotlarni formatlash
DocType: List Filter,Filter Name,Filtrni nomi
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,Xuddi shunday
DocType: Assignment Rule,Automation,Avtomatlashtirish
DocType: Google Drive,Last Backup On,So'nggi zaxira yoqilgan
DocType: Customize Form Field,Customize Form Field,Shakl maydonini moslash
DocType: Energy Point Rule,For Document Event,Hujjat hodisasi uchun
DocType: Website Settings,Chat Room Name,Chat xonasining nomi
DocType: OAuth Client,Grant Type,Grant turi
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,Hujjatlarni foydalanuvchi tomonidan o'qilishi mumkinligini tekshiring
DocType: Deleted Document,Hub Sync ID,Uyadagi sinxronlash identifikatori
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,% joker belgilar sifatida foydalaning
DocType: Auto Repeat,Quarterly,Har chorakda
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","Ushbu hisob uchun konfiguratsiz E-mail domeni, bitta yaratilsinmi?"
DocType: User,Reset Password Key,Parol kalitini qayta tiklash
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},{0} uchun noqonuniy hujjat holati
DocType: Email Account,Enable Auto Reply,Avtomatik javob berish funksiyasini yoqish
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,Ko'rilmagan
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,Bitta bosib chiqarish formatiga bir nechta printer ulanib bo'lmadi.
DocType: Workflow State,zoom-in,yaqinlashtirish
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,Yo'naltirilgan DocType va Reference Name talab qilinadi
apps/frappe/frappe/utils/jinja.py,Syntax error in template,Shablondagi sintaksik xato
DocType: DocField,Width,Kengligi
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,Xabar qisildi
DocType: Email Account,Notify if unreplied,Unreplied yoki yo'qligini bildirish
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,QR kodini skanerlang va natijada ko'rsatilgan kodni kiriting.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,Gradients-ni yoqish
DocType: System Settings,Minimum Password Score,Minimal parol
DocType: DocType,Fields,Maydonlar
DocType: System Settings,Your organization name and address for the email footer.,E-pochta altbilgisiga tashkilotingiz nomi va manzili.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,Ota-jadval
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,S3 Zaxiralash tugadi!
apps/frappe/frappe/config/desktop.py,Developer,Dasturchi
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,Yaratildi
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{1} qatoridagi {0} URL va parollar ham bo'lishi mumkin emas
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},Quyidagi jadvallar uchun bitta qator atleast bo'lishi kerak: {0}
DocType: Print Format,Default Print Language,Standart bosib chiqarish tili
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,Otalari
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,Ildiz {0} o'chirib bo'lmaydi
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,Hech qanday izoh yo'q
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings",SMS sozlamalari orqali autentifikatsiya usuli sifatida sozlashdan oldin SMS-xabarlarni sozlang
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,DocType va Name ham talab qilinadi
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,Docstatusni 1dan 0gacha o'zgartirib bo'lmaydi
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,Sizda etarlicha ochkolar yo'q
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,Endi zahira nusxasini oling
DocType: Contact,Open,Ochish
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,Shtatlardagi harakatlar va keyingi qadamlarni aniqlaydi va rollarga ruxsat beradi.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,Eng yaxshi sharhlovchi
DocType: Data Migration Mapping,Remote Objectname,Masofadagi ob'ekt nomi
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Eng yaxshi amaliyot sifatida, turli xil rollarda bir xil ruxsat to'plamini tayinlamang. Buning o'rniga, bitta foydalanuvchiga bir nechta rolni o'rnating."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,"Iltimos, ushbu hujjatni {0} uchun tasdiqlang."
DocType: Success Action,Next Actions HTML,Keyingi amallar HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,Post yaratish
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,Ishtirokchilarni qo'shish
DocType: Web Page,Main Section (Markdown),Asosiy bo'lim (Markdown)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,Bitta foydalanuvchi uchun faqatgina {0} elektron pochta hisoboti mavjud
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldtype {1} for {2} cannot be unique,{0}: {2} uchun {1} maydon turi noyob bo'lolmaydi
DocType: Address,Address Title,Manzil sarlavhasi
DocType: Website Settings,Footer Items,Olingan ma'lumotlar
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,Menyu
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,Kundalik
apps/frappe/frappe/config/users_and_permissions.py,User Roles,Foydalanuvchi roli
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Property Setter standart DocType yoki Field xususiyatini bekor qiladi
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,Yangiladimi: noto'g'ri / muddati tugagan havola.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,Yana bir necha harf yoki boshqa so'z qo'shing
DocType: Auto Repeat,Repeat on Last Day of the Month,Oyning oxirgi kunida takrorlash
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},{} Dan bir marta parol (OTP) ro'yxatdan o'tish kodi
DocType: DocField,Set Only Once,Faqat bir marta o'rnating
DocType: Email Queue Recipient,Email Queue Recipient,Email Queue Recipient
DocType: Address,Nagaland,Nagaland
DocType: Slack Webhook URL,Webhook URL,Webhook URL
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,{0} ismli foydalanuvchi allaqachon mavjud
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,{0}: import sifatida sozlanmagan {1} import qilinmaydi
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},Sizning manzilingiz shablonida {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',{0} - &quot;Qabul qiluvchilar&quot; bo'limida noto'g'ri e-pochta manzili
DocType: Footer Item,"target = ""_blank""",target = &quot;_blank&quot;
DocType: Workflow State,hdd,hdd
DocType: Integration Request,Host,Xost
DocType: Data Import Beta,Import File,Faylni import qilish
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,<b>{0}</b> ustun allaqachon mavjud.
DocType: ToDo,High,Oliy
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,Yangi hodisa
DocType: S3 Backup Settings,Secret Access Key,Yashirin maxfiy kalit
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,Erkak
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret qayta tiklandi. Keyingi kirish uchun qayta ro'yxatdan o'tkazish talab qilinadi.
DocType: Communication,From Full Name,To'liq ismdan
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},Hisobingizga kirish imkoni yo'q: {0}
DocType: User,Send Welcome Email,Xush kelibsiz Email yuboring
DocType: Assignment Rule User,Assignment Rule User,Tayinlash qoidasi foydalanuvchi
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,Filtrni o'chirish
DocType: Web Form Field,Show in filter,Filtrda ko'rsatish
DocType: Address,Daman and Diu,Daman va Diu
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,Loyiha
DocType: Address,Personal,Shaxsiy
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,Tafsilotlar uchun https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region-ga qarang.
apps/frappe/frappe/config/settings.py,Bulk Rename,Ommaviy qayta nomlash
DocType: Email Queue,Show as cc,Cc sifatida ko'rsatish
DocType: DocField,Heading,Sarlavha
DocType: Workflow State,resize-vertical,resize-vertikal
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,Videoni oling
DocType: Contact Us Settings,Introductory information for the Contact Us Page,Biz bilan bog'lanish sahifasiga kirish haqida ma'lumot
DocType: Print Style,CSS,CSS
DocType: Workflow State,thumbs-down,barmoqlarni pastga tushirish
DocType: User,Send Notifications for Email threads,Elektron pochta xabarlari uchun bildirishnomalarni yuboring
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,Uz Top reyting www.uz.
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,Developer rejimida emas
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,Fayl zahirasi tayyor
DocType: DocField,In Global Search,Global izlovchilarda
DocType: System Settings,Brute Force Security,Brute Force Xavfsizlik
DocType: Workflow State,indent-left,indent-chap
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,> {0} year(s) ago,> {0} yil oldin
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,"Ushbu faylni o'chirish xavfli: {0}. Iltimos, tizim boshqaruvchisiga murojaat qiling."
DocType: Currency,Currency Name,Valyuta nomi
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,E-pochtalar yo'q
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,Bog'langan vaqti tugadi
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.",'{2}' '{1}' uchun {0} uzunligini qaytarish; Uzoqlikni {3} qilib belgilash ma'lumotlarning uzilishiga sabab bo'ladi.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,Fayl formatini tanlang
DocType: Report,Javascript,Javascript
DocType: File,Content Hash,Content Hash
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,JSON-ga turli xil o'rnatilgan ilovalarning oxirgi ma'lum versiyalarini joylashtiradi. U versiyalarni ko'rsatish uchun ishlatiladi.
DocType: Energy Point Rule,User Field,Foydalanuvchi maydoni
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,Yo'q qilish tugmachasini bosing
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} uchun {1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,O'chirmadi
apps/frappe/frappe/desk/like.py,Liked,Yoqdi
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,Hozir yuboring
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","Standart DocType formati asl nusxa formatiga ega bo`lmaydi, Shaklni moslashtiring"
DocType: Report,Query,So'rov
DocType: Customize Form,Sort Order,Tartiblash tartibi
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},{1} qatorida {0} uchun &quot;List View&quot; da ruxsat berilmagan
DocType: Letter Head,Footer HTML,Quyi HTML HTML
DocType: Custom Field,Select the label after which you want to insert new field.,Yangi maydon qo'shish kerakli yorliqni tanlang.
,Document Share Report,Hujjat bo'yicha hisobot
DocType: Social Login Key,Base URL,Asosiy URL
DocType: User,Last Login,So'nggi kirish
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},Siz {0} uchun &quot;Translatable&quot; funksiyasini o'rnatishingiz mumkin emas
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,Ustun
DocType: Chat Profile,Chat Profile,Chat profili
DocType: Custom Field,Adds a custom field to a DocType,DocType-ga maxsus maydon qo'shiladi
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,So‘rovingizni tasdiqlash uchun quyidagi havolani bosing
DocType: File,Is Home Folder,Uy papkasi
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,Navbar uslubi
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} - bu to'g'ri elektron pochta manzili emas
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,Bosib chiqarish uchun atleast 1 yozuvini tanlang
apps/frappe/frappe/core/doctype/has_role/has_role.py,User '{0}' already has the role '{1}','{0}' foydalanuvchi allaqachon '{1}'
DocType: System Settings,Two Factor Authentication method,Ikki omil autentifikatsiya usuli
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,First set the name and save the record.,Avval nomni o'rnating va yozib oling.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,5 Records,5 yozuvlar
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Shared with {0},{0} bilan ulashilgan
apps/frappe/frappe/email/queue.py,Unsubscribe,Obunani bekor qilish
DocType: View Log,Reference Name,Malumot nomi
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,Foydalanuvchini o'zgartirish
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,Tarjimalarni yangilang
DocType: Error Snapshot,Exception,Istisno
DocType: Email Account,Use IMAP,IMAP-dan foydalaning
DocType: Activity Log,Activity Log,Faoliyat jurnali
DocType: View Log,Viewed By,Ko'rilgan
DocType: Integration Request,Authorized,Vakolatli
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,Faqatgina turlari faqatgina bitta qayd bilan bog'liq. Qiymatlar tabSingle ichida saqlanadi
DocType: System Settings,Enable Password Policy,Parol siyosatini yoqish
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","[{&quot;Label&quot;: _ (&quot;Jobs&quot;), &quot;marshrut&quot;: &quot;ish&quot;) sifatida ro'yxatlang []]"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},{0} uchun maydon turi o'zgartirib bo'lmaydi
DocType: Workflow,Rules defining transition of state in the workflow.,Ish oqimiga davlatning o'tishini belgilovchi qoidalar.
DocType: File,Folder,Folder
DocType: Website Route Meta,Website Route Meta,Route Meta veb-sayti
DocType: DocField,Index,Indeks
DocType: Email Group,Newsletter Manager,BB direktori
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,1-variant
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} - {1} ga
apps/frappe/frappe/config/settings.py,Log of error during requests.,So'rovlar paytida xatolikni yozish.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} elektron pochta guruhiga muvaffaqiyatli qo'shildi.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,Shablondagi oldindan belgilangan sarlavhalarni tahrir qilmang
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Kirish kodini tasdiqlash kodi {}
