apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Neue {} Versionen für die folgenden Apps sind verfügbar
DocType: Website Theme,Custom JS,Benutzerdefinierte JS
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,Fr.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,Hintergrundfarbe
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,Beim Versand der E-Mail ist ein Fehler aufgetreten. Bitte versuchen Sie es erneut.
DocType: Portal Settings,Portal Settings,Portaleinstellungen
DocType: Review Level,Level Name,Ebenenname
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},Kann {0} nicht aktualisieren
DocType: Data Migration Mapping,Mapping,Kartierung
DocType: Web Page,0 is highest,Höchstwert ist 0
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,Bitte aktivieren Sie Popups in Ihrem Browser
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,"Sind Sie sicher, dass Sie diese Mitteilung an {0} neu verknüpfen wollen?"
DocType: Print Settings,Server IP,Server-IP
DocType: Email Queue,Attachments,Anhänge
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,"Sie verfügen nicht über die Berechtigungen, um auf dieses Dokument zuzugreifen"
DocType: Language,Language Name,Sprache Name
DocType: Email Group Member,Email Group Member,E-Mail-Gruppen-Mitglied
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,Ihre Anmeldung wurde gesperrt und ist wieder verfügbar in {0} Sekunden
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,"Benutzerberechtigungen werden verwendet, um Benutzer auf bestimmte Datensätze zu beschränken."
DocType: Notification,Value Changed,Wert geändert
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},Doppelter Namen {0} {1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,Wiederholen
DocType: Contact Phone,Number,Nummer
DocType: Web Form Field,Web Form Field,Web-Formularfeld
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,Sie haben eine neue Nachricht von:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,HTML bearbeiten
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,Bitte geben Sie die Weiterleitungs-URL ein
apps/frappe/frappe/core/doctype/language/language.py,"{0} must begin and end with a letter and can only contain letters,
				hyphen or underscore.","{0} muss mit einem Buchstaben beginnen und enden und darf nur Buchstaben, Bindestriche oder Unterstriche enthalten."
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,Urspüngliche Benutzerrechte wiederherstellen
DocType: Address,Shop,Laden
DocType: DocField,Button,Schaltfläche
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,{0} ist jetzt das Standard-Druckformat für den DocType {1}
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,Archivierte Spalten
DocType: Email Account,Default Outgoing,Standard-Ausgang
DocType: Workflow State,play,spielen
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,"Auf den Link unten klicken, um die Registrierung abzuschließen und ein neues Passwort zu setzen"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not add,Wurde nicht hinzugefügt
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Accounts Assigned,Keine E-Mail-Konten zugewiesen
DocType: S3 Backup Settings,eu-west-2,eu-west-2
DocType: Contact Us Settings,Contact Us Settings,Einstellungen zu „Kontaktieren Sie uns“
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Suchen ...
DocType: Workflow State,text-width,Textbreite
apps/frappe/frappe/public/js/frappe/form/form.js,Maximum Attachment Limit for this record reached.,Die maximal zulässige Anzahl von Anhängen für den Datensatz wurde erreicht.
apps/frappe/frappe/public/js/frappe/file_uploader/FileBrowser.vue,Search by filename or extension,Suche nach Dateiname oder Erweiterung
DocType: Notification,View Properties (via Customize Form),Eigenschaften anzeigen (über benutzerdefiniertes Formular)
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Click on a file to select it.,"Klicken Sie auf eine Datei, um sie auszuwählen."
DocType: Note Seen By,Note Seen By,Hinweis gelesen durch
apps/frappe/frappe/utils/password_strength.py,Try to use a longer keyboard pattern with more turns,"Versuchen Sie, eine längere Tastaturmuster mit mehr Windungen zu verwenden"
,LeaderBoard,Bestenliste
DocType: DocType,Default Sort Order,Standard-Sortierreihenfolge
DocType: Address,Rajasthan,Rajasthan
DocType: Email Template,Email Reply Help,E-Mail Antwort Hilfe
apps/frappe/frappe/core/doctype/report/report.js,Report Builder reports are managed directly by the report builder. Nothing to do.,Berichte des Berichts-Generators werden direkt von diesem verwaltet. Nichts zu tun.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please verify your Email Address,Bitte bestätigen Sie Ihre E-Mail-Adresse
apps/frappe/frappe/model/document.py,none of,keiner von
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Add Fields,Felder hinzufügen
apps/frappe/frappe/public/js/frappe/views/communication.js,Send Me A Copy,Kopie an mich senden
DocType: Dropbox Settings,App Secret Key,App geheimer Schlüssel
DocType: Webhook,on_submit,on_submit
apps/frappe/frappe/config/website.py,Web Site,Web-Site
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0} cannot be set for Single types,{0} kann nicht für Einzel-Typen festgelegt werden
DocType: Data Import,Data Import,Datenimport
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Configure Chart,Diagramm konfigurieren
apps/frappe/frappe/public/js/frappe/form/sidebar/form_viewers.js,{0} are currently viewing this document,{0} betrachten derzeit dieses Dokument
DocType: ToDo,Assigned By Full Name,Zugewiesen von Vollständiger Name
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,{0} updated,{0} aktualisiert
apps/frappe/frappe/core/doctype/doctype/doctype.py,Report cannot be set for Single types,Bericht kann nicht für Einzel-Typen festgelegt werden
apps/frappe/frappe/public/js/frappe/list/list_view.js,Share URL,URL teilen
DocType: System Settings,Allow Consecutive Login Attempts ,Erlaube aufeinanderfolgende Login-Versuche
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,An error occured during the payment process. Please contact us.,Während des Bezahlvorgangs ist ein Fehler aufgetreten. Bitte kontaktieren Sie uns.
DocType: Email Account,Awaiting Password,Warte auf Passwort
DocType: Address,Address Line 1,Adresse Zeile 1
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Descendants Of,Nicht Nachkommen von
DocType: Contact,Company Name,Firma
DocType: Custom DocPerm,Role,Rolle
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Settings...,Einstellungen ...
apps/frappe/frappe/templates/emails/delete_data_confirmation.html, to your browser,zu Ihrem Browser
apps/frappe/frappe/utils/data.py,Cent,Cent
,Recorder,Recorder
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Compose Email,E-Mail verfassen
apps/frappe/frappe/config/settings.py,"States for workflow (e.g. Draft, Approved, Cancelled).","Zustände für Workflows (z. B. Entwurf, Genehmigt, Gelöscht)"
DocType: Print Settings,Allow Print for Draft,Drucken von Entwürfen erlauben
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Set Quantity,Anzahl festlegen
apps/frappe/frappe/public/js/frappe/form/form.js,Submit this document to confirm,"Buchen Sie dieses Dokument, um zu bestätigen"
DocType: Contact,Unsubscribed,Abgemeldet
apps/frappe/frappe/config/users_and_permissions.py,Set custom roles for page and report,Legen Sie benutzerdefinierte Rollen für Seite und Bericht
DocType: Braintree Settings,Merchant ID,Händler-ID
apps/frappe/frappe/public/js/frappe/utils/rating_icons.html,Rating: ,Bewertung:
DocType: Address,Dadra and Nagar Haveli,Dadra und Nagar Haveli
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Attach Your Picture,Eigenes Bild anhängen
apps/frappe/frappe/core/doctype/version/version_view.html,Row Values Changed,Zeilenwerte wurden geändert
DocType: Workflow State,Stop,Anhalten
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,"Mit der Seite, die geöffnet werden soll, verknüpfen. Leer lassen, wenn eine übergeordnete Gruppe daraus gemacht werden soll."
DocType: DocType,Is Single,Ist einzeln
apps/frappe/frappe/core/doctype/user/user.py,Sign Up is disabled,Registrieren ist deaktiviert
apps/frappe/frappe/email/queue.py,{0} has left the conversation in {1} {2},{0} hat die Unterhaltung verlassen in {1} {2}
DocType: Access Log,Show Document,Dokument anzeigen
DocType: Blogger,User ID of a Blogger,Benutzer-ID eines Bloggers
apps/frappe/frappe/core/doctype/user/user.py,There should remain at least one System Manager,Es sollte mindestens ein System-Manager übrig bleiben
DocType: GCalendar Account,Authorization Code,Autorisierungscode
DocType: PayPal Settings,Mention transaction completion page URL,Erwähnen Transaktionsabschlussseite URL
DocType: Help Article,Expert,Experte
DocType: Workflow State,circle-arrow-right,Kreis-Pfeil-nach-rechts
DocType: Role Profile,Role Profile,Rollenprofil
apps/frappe/frappe/permissions.py,Document Type is not importable,Der Dokumenttyp kann nicht importiert werden
DocType: LDAP Settings,LDAP Server Url,LDAP-Server URL
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open instance when its {0} is open,"Instanz kann nicht geöffnet werden, wenn zugehörige(s) {0} offen ist"
apps/frappe/frappe/printing/doctype/letter_head/letter_head.py,Header HTML set from attachment {0},Header-HTML-Satz aus Anhang {0}
apps/frappe/frappe/config/desktop.py,Customization,Anpassung
DocType: LDAP Settings,Organizational Unit for Users,Organisationseinheit für Benutzer
,Transaction Log Report,Transaktionsprotokollbericht
DocType: Custom DocPerm,Custom DocPerm,Benutzerdefinierte DocPerm
DocType: Newsletter,Send Unsubscribe Link,Abmelde-Link senden
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,There are some linked records which needs to be created before we can import your file. Do you want to create the following missing records automatically?,"Es gibt einige verknüpfte Datensätze, die erstellt werden müssen, bevor wir Ihre Datei importieren können. Möchten Sie die folgenden fehlenden Datensätze automatisch erstellen?"
DocType: Access Log,Method,Methode
DocType: Report,Script Report,Skriptbericht
DocType: OAuth Authorization Code,Scopes,Scopes
DocType: About Us Settings,Company Introduction,Vorstellung des Unternehmens
DocType: User,Last Password Reset Date,Datum der letzten Kennwortrücksetzung
DocType: DocField,Length,Länge
apps/frappe/frappe/config/settings.py,Restore or permanently delete a document.,Wiederherstellen oder dauerhaft löschen eines Dokuments.
apps/frappe/frappe/chat/doctype/chat_profile/chat_profile.py,Chat Profile for User {0} exists.,Chat-Profil für Benutzer {0} existiert.
apps/frappe/frappe/public/js/frappe/social/components/PostSidebar.vue,Frequently Visited Links,Häufig besuchte Links
DocType: Notification,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Um dynamische Thema hinzuzufügen, verwenden jinja Tags wie <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/frappe/frappe/desk/search.py,Invalid Search Field {0},Ungültiges Suchfeld {0}
DocType: User,Modules HTML,Modul-HTML
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Allow Google Calendar Access,Google Kalender-Zugriff zulassen
DocType: Assignment Rule,Higher priority rule will be applied first,Die Regel mit der höheren Priorität wird zuerst angewendet
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Verfolgen Sie, ob Ihre E-Mail vom Empfänger geöffnet wurde. <br> Hinweis: Wenn Sie an mehrere Empfänger senden, auch wenn 1 Empfänger die E-Mail liest, wird sie als &quot;Geöffnet&quot; betrachtet."
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Missing Values Required,Angaben zu fehlenden Werten erforderlich
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Allow Google Contacts Access,Zugriff auf Google-Kontakte zulassen
DocType: Data Migration Connector,Frappe,Frappé
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Unread,Als ungelesen markieren
DocType: Activity Log,Operation,Arbeitsgang
DocType: Customize Form,Change Label (via Custom Translation),Bezeichnung ändern (über Benutzerdefinierte Übersetzung)
apps/frappe/frappe/share.py,No permission to {0} {1} {2},Keine Berechtigung um {0} {1} {2}
DocType: Address,Permanent,Dauerhaft
apps/frappe/frappe/public/js/frappe/form/workflow.js,Note: Other permission rules may also apply,Hinweis: Andere Berechtigungsregeln können ebenfalls gelten
DocType: Assignment Rule,Unassign Condition,Zuweisung der Bedingung aufheben
apps/frappe/frappe/templates/emails/print_link.html,View this in your browser,Inhalt im Browser anzeigen
DocType: DocType,Parent Field (Tree),Elternfeld (Baum)
DocType: DocType,Search Fields,Suchfelder
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.js,Sync Contacts,Kontakte synchronisieren
DocType: System Settings,OTP Issuer Name,Name des OTP-Emittenten
DocType: OAuth Bearer Token,OAuth Bearer Token,OAuth Bearer Token
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Dr,Soll
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Syncing,Synchronisierung
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Uploaded successfully,Erfolgreich hochgeladen
apps/frappe/frappe/public/js/frappe/dom.js,You are connected to internet.,Sie sind mit dem Internet verbunden.
DocType: Social Login Key,Enable Social Login,Aktivieren Sie die soziale Anmeldung
DocType: Data Import Beta,Warnings,Warnungen
DocType: Communication,Event,Ereignis
apps/frappe/frappe/public/js/frappe/views/communication.js,"On {0}, {1} wrote:","Am {0}, schrieb {1}:"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Cannot delete standard field. You can hide it if you want,"Standardfeld kann nicht gelöscht werden. Sie können es aber verbergen, wenn Sie wollen."
DocType: Top Bar Item,For top bar,Für die Kopfleiste
DocType: Social Login Key,Auth URL Data,Authentifizierungs-URL-Daten
apps/frappe/frappe/desk/page/backups/backups.py,Queued for backup. You will receive an email with the download link,Warteschlange für Backup. Sie erhalten eine E-Mail mit dem Download-Link
apps/frappe/frappe/utils/bot.py,Could not identify {0},Konnte {0} nicht identifizieren
DocType: Address,Address,Adresse
apps/frappe/frappe/templates/pages/integrations/payment-failed.html,Payment Failed,Bezahlung fehlgeschlagen
DocType: Print Settings,In points. Default is 9.,In Punkten. Standard ist 9.
DocType: OAuth Client,Redirect URIs,Redirect URIs
DocType: LDAP Settings,StartTLS,StartTLS
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Submiting {0},Übermitteln von {0}
DocType: Workflow State,heart,Herz
apps/frappe/frappe/www/update-password.html,Old Password Required.,Altes Passwort erforderlich.
DocType: Role,Desk Access,Schreibtisch-Zugang
DocType: Workflow State,minus,Minus
DocType: S3 Backup Settings,Bucket,Bucket-Name
apps/frappe/frappe/public/js/frappe/ui/capture.js,Unable to load camera.,Die Kamera konnte nicht geladen werden.
apps/frappe/frappe/core/doctype/user/user.py,Welcome email sent,Willkommens-E-Mail versenden
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Let's prepare the system for first use.,Lassen Sie uns das System für die erste Nutzung vorbereiten.
apps/frappe/frappe/core/doctype/user/user.py,Already Registered,Bereits registriert
DocType: System Settings,Float Precision,Gleitkommazahl-Genauigkeit
DocType: Notification,Sender Email,Absender E-Mail
apps/frappe/frappe/core/doctype/page/page.py,Only Administrator can edit,Kann nur vom Administrator bearbeitet werden
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Please select applicable Doctypes,Bitte zutreffende Doctypes auswählen
DocType: DocType,Editable Grid,Editierbares Raster
DocType: Property Setter,Property Setter,Einstellprogramm für Eigenschaften
DocType: Web Form,Allow Print,Drucken erlauben
DocType: Communication,Clicked,Angeklickt
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Unfollow,Nicht mehr folgen
apps/frappe/frappe/public/js/frappe/form/form.js,No permission to '{0}' {1},Keine Berechtigung um '{0}' {1}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Scheduled to send,in Sendewarteschlange
DocType: DocType,Track Seen,Track gesehen
DocType: Dropbox Settings,File Backup,Dateisicherung
DocType: Kanban Board Column,orange,Orange
apps/frappe/frappe/public/js/frappe/list/list_view.js,No {0} found,Kein(e) {0} gefunden
apps/frappe/frappe/config/customization.py,Add custom forms.,Benutzerdefinierte Formulare hinzufügen
apps/frappe/frappe/desk/like.py,{0}: {1} in {2},{0}: {1} in {2}
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,submitted this document,Dieses Dokument eingereicht
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User Permissions,Setup&gt; Benutzerberechtigungen
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,The system provides many pre-defined roles. You can add new roles to set finer permissions.,"Das System bietet viele vordefinierte Rollen. Es können neue Rollen hinzugefügt werden, um feinere Berechtigungen festzulegen."
DocType: Communication,CC,CC
DocType: Country,Geo,Geo
DocType: Data Migration Run,Trigger Name,Name des Auslösers
apps/frappe/frappe/public/js/frappe/desk.js,Domains,Domainen
DocType: Blog Category,Blog Category,Blog-Kategorie
apps/frappe/frappe/model/mapper.py,Cannot map because following condition fails: ,"Kann nicht zugeordnet werden, da folgende Bedingung nicht erfüllt ist:"
DocType: Role Permission for Page and Report,Roles HTML,Rollen-HTML
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,Select a Brand Image first.,Wählen Sie eine Marke Bild zuerst.
DocType: Dashboard Chart Source,Dashboard Chart Source,Dashboard-Diagrammquelle
DocType: Auto Repeat,Active,Aktiv
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Below,Unterhalb einfügen
DocType: Kanban Board Column,Blue,Blau
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,All customizations will be removed. Please confirm.,Alle Anpassungen werden entfernt. Bitte bestätigen.
DocType: Page,Page HTML,HTML-Seite
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Export Errored Rows,Exportieren Sie fehlerhafte Zeilen
apps/frappe/frappe/chat/doctype/chat_room/chat_room.py,Group name cannot be empty.,Der Gruppenname darf nicht leer sein.
apps/frappe/frappe/public/js/frappe/views/treeview.js,Further nodes can be only created under 'Group' type nodes,"Weitere Knoten können nur unter Knoten vom Typ ""Gruppe"" erstellt werden"
DocType: SMS Parameter,Header,Kopfzeile
apps/frappe/frappe/public/js/frappe/model/model.js,Unknown Column: {0},Unbekannte Spalte: {0}
DocType: Notification Recipient,Email By Role,E-Mail nach Rollen
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Nothing to update,Nichts zu aktualisieren
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Users with role {0}:,Benutzer mit Rolle {0}:
DocType: Print Format,Custom Format,Benutzerdefiniertes Format
DocType: Workflow State,random,zufällig
DocType: Newsletter Email Group,Newsletter Email Group,Rundbrief E-Mail-Gruppe
DocType: Braintree Settings,Integrations,Einbindungen
DocType: DocField,Section Break,Abschnittswechsel
DocType: Address,Warehouse,Lager
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Styles,Schriftstile
DocType: Address,Other Territory,Anderes Territorium
,Messages,Mitteilungen
apps/frappe/frappe/config/website.py,Portal,Portal
DocType: Email Account,Use Different Email Login ID,Andere E-Mail-Anmelde-ID verwenden
apps/frappe/frappe/desk/query_report.py,Must specify a Query to run,"Muss eine Abfrage angeben, die ausgeführt werden soll"
apps/frappe/frappe/integrations/doctype/braintree_settings/braintree_settings.py,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Es scheint ein Problem mit der Braintree-Konfiguration des Servers zu geben. Keine Sorge, im Falle eines Fehlers wird der Betrag Ihrem Konto gutgeschrieben."
apps/frappe/frappe/www/me.html,Manage Third Party Apps,Verwalten von Apps von Drittanbietern
DocType: Website Settings,Route Redirects,Routenumleitungen
apps/frappe/frappe/config/settings.py,"Language, Date and Time settings","Einstellungen zu Sprache, Datum und Uhrzeit"
DocType: User Email,User Email,Benutzer E-Mail
DocType: Assignment Rule Day,Saturday,Samstag
DocType: User,Represents a User in the system.,Repräsentiert einen Nutzer im System
DocType: List View Setting,Disable Auto Refresh,Deaktivieren Sie die automatische Aktualisierung
DocType: Comment,Label,Bezeichnung
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed.","Die Aufgabe {0}, die Sie {1} zugeordnet haben, wurde geschlossen."
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Please close this window,Bitte schließen Sie dieses Fenster
DocType: Print Format,Print Format Type,Druckformattyp
DocType: Newsletter,A Lead with this Email Address should exist,Ein Lead mit dieser E-Mail-Adresse sollte vorhanden sein
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Open Source Applications for the Web,Cloud Open Source Anwendungen
DocType: Event,Call,Anruf
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""","Bezeichnung eines ""Google Web Font"" hinzufügen, z. B. ""Open Sans"""
apps/frappe/frappe/public/js/frappe/request.js,Request Timed Out,Zeitüberschreitung der Anfrage
apps/frappe/frappe/config/settings.py,Enable / Disable Domains,Aktivieren / Deaktivieren von Domänen
DocType: Role Permission for Page and Report,Allow Roles,Rollen erlauben
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully imported {0} records out of {1}.,{0} Datensätze von {1} wurden erfolgreich importiert.
DocType: Assignment Rule,"Simple Python Expression, Example: Status in (""Invalid"")","Einfacher Python-Ausdruck, Beispiel: Status in (&quot;Ungültig&quot;)"
DocType: User,Last Active,Zuletzt aktiv
DocType: Email Account,SMTP Settings for outgoing emails,SMTP-Einstellungen für ausgehende E-Mails
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,choose an,wähle ein
DocType: Data Export,Filter List,Liste filtern
DocType: Data Export,Excel,Excel
DocType: Email Account,Auto Reply Message,Automatische Rückantwort
DocType: Data Migration Mapping,Condition,Zustand
apps/frappe/frappe/utils/data.py,{0} hours ago,vor {0} Stunden
apps/frappe/frappe/utils/data.py,1 month ago,vor 1 Monat
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Not Specified,Keine Angabe
DocType: Contact,User ID,Benutzer-ID
DocType: Communication,Sent,Gesendet
DocType: Address,Kerala,Kerala
apps/frappe/frappe/public/js/frappe/desk.js,Administration,Verwaltung
DocType: User,Simultaneous Sessions,Gleichzeitige Sessions
DocType: Social Login Key,Client Credentials,Kunden-Zugangsdaten
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Open a module or tool,Modul oder Werkzeug öffnen
DocType: Communication,Delivery Status,Lieferstatus
DocType: Module Def,App Name,App-Name
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Feld, das den Status des Workflows der einzelnen Transaktionen wiedergibt (wenn das Feld nicht vorhanden ist, wird ein neues verstecktes, benutzerdefiniertes Feld erstellt)"
DocType: Help Article,Knowledge Base Contributor,Wissensdatenbank Mitwirker/-in
DocType: Communication,Sent Read Receipt,Sent Lesebestätigung
DocType: Email Queue,Unsubscribe Method,Abmeldemethode
DocType: GSuite Templates,Related DocType,Ähnliche DocType
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit to add content,Bearbeiten um Inhalte hinzuzufügen
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Languages,Sprachenauswahl
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,Card Details,Kartendetails
apps/frappe/frappe/__init__.py,No permission for {0},Keine Berechtigung für {0}
DocType: DocType,Advanced,Fortgeschritten
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Seems API Key or API Secret is wrong !!!,Scheint API-Schlüssel oder API Secret ist falsch !!!
apps/frappe/frappe/templates/emails/auto_reply.html,Reference: {0} {1},Referenz: {0} {1}
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mrs,Fräulein
DocType: File,Attached To Name,Angehängt an Namen
DocType: Address,Address Type,Adresstyp
apps/frappe/frappe/email/receive.py,Invalid User Name or Support Password. Please rectify and try again.,Ungültiger Benutzername oder fehlendes Passwort. Bitte Angaben korrigieren und erneut versuchen.
DocType: Email Account,Yahoo Mail,Yahoo Mail
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification,Fehler in der Benachrichtigung
DocType: Access Log,Log Data,Logdaten
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Madam,gnädige Frau
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Criticize,Kritisieren
apps/frappe/frappe/desk/page/activity/activity_row.html,Updated {0}: {1},Aktualisiert {0}: {1}
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Master,Vorlage
DocType: DocType,User Cannot Create,Kann nicht von einem Benutzer erstellt werden
apps/frappe/frappe/social/doctype/energy_point_settings/energy_point_settings.js,Successfully Done,Erfolgreich gemacht
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Dropbox access is approved!,Dropbox Zugriff genehmigt!
DocType: Customize Form,Enter Form Type,Formulartyp eingeben
DocType: Google Drive,Authorize Google Drive Access,Autorisieren Sie Google Drive Access
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Missing parameter Kanban Board Name,Fehlender Parameter Kanban Board Name
apps/frappe/frappe/public/js/frappe/list/list_sidebar_stat.html,No records tagged.,Keine Datensätze markiert.
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Remove Field,Feld entfernen
apps/frappe/frappe/public/js/frappe/request.js,You are not connected to Internet. Retry after sometime.,Sie sind nicht mit dem Internet verbunden. Versuchen Sie es später erneut.
apps/frappe/frappe/public/js/frappe/form/form.js,"Allowing DocType, DocType. Be careful!","DocType, DocType zulassen. Achtung!"
apps/frappe/frappe/config/core.py,"Customized Formats for Printing, Email","Benutzerdefinierte Formate für Druck, E-Mail"
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Sum of {0},Summe von {0}
apps/frappe/frappe/public/js/frappe/desk.js,Updated To New Version,Aktualisiert auf neue Version
DocType: Custom Field,Depends On,Hängt ab von
DocType: Kanban Board Column,Green,Grün
DocType: Custom DocPerm,Additional Permissions,Zusätzliche Berechtigungen
DocType: Email Account,Always use Account's Email Address as Sender,E-Mail-Adresse des Email-Kontos als Absender verwenden
apps/frappe/frappe/templates/includes/comments/comments.html,Login to comment,Anmelden um Kommentieren zu können
apps/frappe/frappe/core/doctype/data_import/importer.py,Start entering data below this line,Eingabe von Daten unterhalb dieser Linie beginnen
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,changed values for {0},Werte von {0} geändert
apps/frappe/frappe/email/doctype/email_account/email_account.py,"Email ID must be unique, Email Account already exists \
				for {0}","E-Mail-ID muss eindeutig sein, E-Mail-Konto existiert bereits \ für {0}"
DocType: Workflow State,retweet,Erneut tweeten
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Customize...,Anpassen...
DocType: Print Format,Align Labels to the Right,Etiketten rechts ausrichten
DocType: Assignment Rule,Disabled,Deaktiviert
DocType: File,Uploaded To Dropbox,Auf Dropbox hochgeladen
DocType: Workflow State,eye-close,geschlossenen Auges
apps/frappe/frappe/integrations/doctype/google_settings/google_settings.js,"For more information, {0}.",Weitere Informationen erhalten Sie bei {0}.
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,Repeats {0},Wiederholt {0}
