apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,පහත සඳහන් යෙදුම් සඳහා නව {} නිකුත් කිරීම් තිබේ
DocType: Auto Email Report,No of Rows (Max 500),පේළි (උපරිම 500) අංක
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.html,Select Field...,ක්ෂේත්‍රය තෝරන්න ...
DocType: Language,Language Code,භාෂා සංග්රහයේ
DocType: Dropbox Settings,Note: By default emails for failed backups are sent.,සටහන: අසාර්ථක ලෙස බැකප් සඳහා ඊ-තැපෑලෙන් එවනු ලැබේ.
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Add Filter,පෙරහන් එකතු කරන්න
apps/frappe/frappe/core/doctype/sms_settings/sms_settings.py,SMS sent to following numbers: {0},පහත දුරකථන අංක වෙත යොමු කෙටි පණිවුඩ: {0}
apps/frappe/frappe/utils/data.py,{0} and {1},{0} සහ {1}
apps/frappe/frappe/public/js/frappe/chat.js,Start a conversation.,සංවාදය ආරම්භ කරන්න.
DocType: Print Settings,"Always add ""Draft"" Heading for printing draft documents",සෑම විටම මුද්රණය කෙටුම්පත ලේඛන සඳහා ගමන් &quot;කෙටුම්පත්&quot; එකතු
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification: {},දැනුම්දීමේ දෝෂය: {}
DocType: Data Migration Run,Current Mapping Start,වර්තමාන සිතියම් ආරම්භ කිරීම
apps/frappe/frappe/core/doctype/communication/communication.js,Email has been marked as spam,ඊ-තැපැල් ස්පෑම් ලෙස සලකුණු කර ඇත
DocType: Comment,Website Manager,වෙබ් අඩවිය කළමනාකරු
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload Disconnected. Please try again.,ගොනු පැටවීම විසන්ධි විය. කරුණාකර නැවත උත්සාහ කරන්න.
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Translations,පරිවර්තන
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,You selected Draft or Cancelled documents,ඔබ තෝරාගත් කෙටුම්පත් හෝ අවලංගු කරන ලදී ලේඛන
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Document {0} has been set to state {1} by {2},ලේඛනය {0} විසින් {1} ප්රකාශයට පත් කර ඇත්තේ {2}
apps/frappe/frappe/model/document.py,Document Queued,ලේඛන පෙළි ගැසු
DocType: GSuite Templates,Destination ID,ගමනාන්තය හැඳුනුම්පත
DocType: Desktop Icon,List,ලැයිස්තුව
DocType: Activity Log,Link Name,ලින්ක් නම
DocType: System Settings,mm/dd/yyyy,MM / DD / YYYY
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,වලංගු නොවන මුරපදය:
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,වලංගු නොවන මුරපදය:
DocType: Print Settings,Send document web view link in email,ඊ-තැපැල් ලියවිල්ල වෙබ් දැක්ම සබැඳිය යවන්න
apps/frappe/frappe/public/js/frappe/ui/slides.js,Previous,කලින්
apps/frappe/frappe/email/doctype/email_account/email_account.py,Re:,Re:
DocType: LDAP Settings,Require Trusted Certificate,විශ්වාසදායක සහතිකයක් අවශ්‍යයි
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,{0} rows for {1},{0} {1} සඳහා පේළි
DocType: Currency,"Sub-currency. For e.g. ""Cent""",උප-ව්යවහාර මුදල්. උදා: &quot;Cent&quot; සඳහා
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js,Connection Name,සම්බන්ධතා නම
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,New Kanban Board,නව Kanban මණ්ඩලය
DocType: Dashboard Chart,Half,අඩක්
DocType: Desktop Icon,Link,ලින්ක්
apps/frappe/frappe/utils/file_manager.py,No file attached,ගොනුව මේකේ කිසිම
DocType: Version,Version,පිටපත
DocType: S3 Backup Settings,Endpoint URL,අවසානයේ URL ලිපිනය
DocType: Dashboard,Charts,සටහන
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions are automatically applied to Standard Reports and searches.,අවසරය ස්වයංක්රීයව සම්මත වාර්තා සහ සෙවුම් සඳහා ස්වයංක්රීයව යොදනු ලැබේ.
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Upload Failed,උඩුගත කිරීම අසාර්ථක විය
DocType: LDAP Settings,LDAP Phone Field,LDAP දුරකථන ක්ෂේත්‍රය
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"document type..., e.g. customer","ලිපි වර්ගය ..., උදා: පාරිභෝගික"
apps/frappe/frappe/email/doctype/notification/notification.py,The Condition '{0}' is invalid,මෙම තත්වය &#39;{0}&#39; වලංගු නොවන
DocType: Workflow State,barcode,පච්චයක්
apps/frappe/frappe/model/db_query.py,Use of sub-query or function is restricted,උප-විමසුම හෝ ක්රියාකාරිත්වය භාවිතය සීමා කරනු ලැබේ
apps/frappe/frappe/config/customization.py,Add your own translations,ඔබේ ම පරිවර්තනය එකතු කරන්න
DocType: Country,Country Name,රටේ නම
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Blank Template,හිස් අච්චුව
DocType: About Us Team Member,About Us Team Member,අප ගැන කණ්ඩායම් සාමාජික
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","අවසර, කියවන්න වැනි හිමිකම් සැකසීමෙන් භූමිකාවන් හා ලේඛන වර්ග (DocTypes හැඳින්වේ) මත සකසා ඇත ලියන්න, නිර්මාණය කිරීම, මකා දමන්න, යොමු, අවලංගු කරන්න, සංශෝධනය කරමි, වාර්තාව, ආනයන, අපනයන, මුද්රණය, විද්යුත් හා Set පරිශීලක අවසර."
DocType: Assignment Rule Day,Wednesday,බදාදා
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be a valid fieldname,රූප ක්ෂේත්රයේ වලංගු fieldname විය යුතුය
DocType: Chat Token,Token,සංකේත
DocType: Property Setter,ID (name) of the entity whose property is to be set,හැඳුනුම්පත (නම) තම දේපල සකස් කළ යුතු වන්නේ ඒකකයෙහි
DocType: Website Settings,Website Theme Image Link,වෙබ් අඩවිය තේමාව රූප ලින්ක්
DocType: Web Form,Sidebar Items,වැඩේටත් අයිතම
DocType: Web Form,Show as Grid,ග්රිඩ් ලෙස පෙන්වන්න
apps/frappe/frappe/installer.py,App {0} already installed,යෙදුම {0} දැනටමත් ස්ථාපනය කර
DocType: Energy Point Rule,Users assigned to the reference document will get points.,යොමු ලේඛනයට අනුයුක්ත කර ඇති පරිශීලකයින්ට ලකුණු ලැබෙනු ඇත.
apps/frappe/frappe/printing/doctype/print_settings/print_settings.js,No Preview,පෙරදසුනක් නැත
DocType: Workflow State,exclamation-sign,විශ්මයාර්ථ-ලකුණක්
apps/frappe/frappe/public/js/frappe/form/controls/link.js,empty,හිස්
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js,Show Permissions,අවසර දෙන්න
DocType: Data Import,New data will be inserted.,නව දත්ත ඇතුලත් කරනු ලැබේ.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a Link or Dynamic Link,කාල නියමය ක්ෂේත්රය ලින්ක් හෝ ගතික ලින්ක් විය යුතුය
apps/frappe/frappe/public/js/frappe/form/multi_select_dialog.js,Date Range,දිනය රංගේ
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Gantt,Gantt
apps/frappe/frappe/public/js/frappe/views/reports/print_tree.html,Page {0} of {1},පිටුව {0} {1} හි
DocType: About Us Settings,Introduce your company to the website visitor.,මෙම වෙබ් අඩවිය කෙනෙකුට ඔබේ සමාගම හඳුන්වා.
apps/frappe/frappe/utils/password.py,"Encryption key is invalid, Please check site_config.json","ගුප්තකේතන යතුරු අවලංගු වන අතර, site_config.json පරීක්ෂා කරන්න"
DocType: SMS Settings,Receiver Parameter,ලබන්නා පරාමිති
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Toggle Public/Private,පොදු / පෞද්ගලික ටොගල් කරන්න
DocType: Data Migration Mapping Detail,Remote Fieldname,දුරස්ථ ක්ෂේත්ර නම
DocType: Communication,To,දක්වා
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log_list.js,View Ref,Ref බලන්න
apps/frappe/frappe/public/js/frappe/desk.js,Places,ස්ථාන
DocType: Kanban Board Column,darkgrey,darkgrey
apps/frappe/frappe/model/rename_doc.py,Successful: {0} to {1},සාර්ථක: {0} {1} වෙත
apps/frappe/frappe/core/doctype/user/user.py,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,demo දී පරිශීලක විස්තර වෙනස් කළ නොහැක. https://erpnext.com නව ගිණුම සඳහා ලියාපදිංචි වීමේ කරුණාකර
apps/frappe/frappe/public/js/frappe/ui/dropzone.js,Drop,අතහරින්න
apps/frappe/frappe/printing/doctype/print_format/print_format.js,Please duplicate this to make changes,වෙනස්කම් කිරීමට මෙම අනුපිටපත් කරුණාකර
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,සුරැකීමට Enter ඇතුළත් කරන්න
apps/frappe/frappe/utils/pdf.py,PDF generation failed because of broken image links,PDF පරම්පරාව නිසා කැඩී ගොනු සබැඳි අසාර්ථක
DocType: Print Settings,Font Size,අකුරු ප්රමාණය
DocType: System Settings,Disable Standard Email Footer,සම්මත විද්යුත් පාදකය අක්රීය
DocType: Workflow State,facetime-video,facetime-වීඩියෝ
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,විවරණ 1
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.","සටහන: හොඳම ප්‍රති results ල සඳහා, පින්තූර එකම ප්‍රමාණයෙන් විය යුතු අතර පළල උසට වඩා වැඩි විය යුතුය."
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,බැලුවා
DocType: Notification,Days Before,පෙර දින
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,දෛනික සිදුවීම් එකම දිනයකින් අවසන් කළ යුතුය.
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,සංස්කරණය කරන්න...
DocType: Workflow State,volume-down,පරිමාව පහළ
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,මෙම IP ලිපිනයෙන් ප්‍රවේශ වීමට අවසර නැත
apps/frappe/frappe/desk/reportview.py,No Tags,කිසිදු ඇමිණුම්
DocType: Email Account,Send Notification to,කිරීමට නිවේදනය යවන්න
DocType: DocField,Collapsible,කොටසේ
DocType: Translation,Saved,දිවි ගළවාගත්
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,තේරීම් සඳහා විකල්පයන්. නව රේඛාවක් මත එක් එක් විකල්පය.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,ස්ථිරවම {0} අවලංගු කරන්න?
DocType: Workflow State,music,සංගීත
apps/frappe/frappe/www/qrcode.html,QR Code,QR කේතය
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,වාර්තා මකා දමා නැත
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,අවසන් වෙනස් කරන ලද දිනය
DocType: Chat Profile,Settings,සැකසුම්
DocType: Print Format,Style Settings,ස්ටයිල් සැකසුම්
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,පෙරහන
apps/frappe/frappe/database/database.py,No conditions provided,කොන්දේසි සපයා නැත
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,Y Axis Fields
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,වර්ග ක්ෂේත්රය {0} වලංගු fieldname විය යුතුය
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,තව
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,නව වාර්තාවක් සාදන්න
DocType: Contact,Sales Manager,අලෙවි කළමනාකරු
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,නැවත නම් කරන්න
DocType: Print Format,Format Data,ආකෘතිය දත්ත
DocType: List Filter,Filter Name,පෙරහන් නම
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,මෙන්
DocType: Assignment Rule,Automation,ස්වයංක්‍රීයකරණය
DocType: Google Drive,Last Backup On,අවසන් උපස්ථය සක්‍රීයයි
DocType: Customize Form Field,Customize Form Field,ආකෘතිය ක්ෂේත්ර රිසිකරණය
DocType: Energy Point Rule,For Document Event,ලේඛන සිදුවීම සඳහා
DocType: Website Settings,Chat Room Name,කථා කාමරයේ නම
DocType: OAuth Client,Grant Type,ප්රදාන වර්ගය
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,කරන ලියවිලි පරිශීලකයා විසින් කියවිය හැකි වේ පරීක්ෂා කරන්න
DocType: Deleted Document,Hub Sync ID,Hub Sync ID
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,ආදේශක ලෙස% භාවිතා
DocType: Auto Repeat,Quarterly,කාර්තුමය
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","මෙම ගිණුම සඳහා විද්යුත් වසම් සකසා නැත, එක් සාදන්න?"
DocType: User,Reset Password Key,මුරපදය කී යළි පිහිටුවන්න
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},{0} සඳහා නීත්යානුකූල ලේඛන තත්ත්වය
DocType: Email Account,Enable Auto Reply,වාහන ඊ-මේල් මගින් පිලිතුරු දෙන්න සක්රිය කරන්න
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,දැක නැත
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,තනි මුද්‍රණ ආකෘතියකට බහු මුද්‍රණ සිතියම් ගත කළ නොහැක.
DocType: Workflow State,zoom-in,සූම්-තුළ
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,විමර්ශන DocType සහ විමර්ශන නම අවශ්ය වේ
apps/frappe/frappe/utils/jinja.py,Syntax error in template,සැකිල්ල කාරක රීති දෝෂයක්
DocType: DocField,Width,පළල
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,පණිවිඩය ක්ලිප් කර ඇත
DocType: Email Account,Notify if unreplied,unreplied නම් දැනුම් දෙන්න
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,QR කේතය පරිලෝකනය කර ප්රතිඵල දර්ශනය කරන්න.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,ශ්‍රේණි ක්‍රියාත්මක කරන්න
DocType: System Settings,Minimum Password Score,අවම මුරපදය ලකුණු
DocType: System Settings,Minimum Password Score,අවම මුරපදය ලකුණු
DocType: DocType,Fields,ක්ෂේත්ර
DocType: System Settings,Your organization name and address for the email footer.,ඊ-තැපැල් පාදකය සඳහා ඔබගේ සංවිධානයේ නම සහ ලිපිනය.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,මව් වගුව
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,S3 බැකප් සම්පූර්ණ!
apps/frappe/frappe/config/desktop.py,Developer,සංවර්ධක
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,නිර්මාණය
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{0} පේළියේ {1} දෙකම URL එක සහ ළමා භාණ්ඩ ලබා ගත නොහැකි
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},පහත වගු සඳහා අවම වශයෙන් එක් පේළියක් තිබිය යුතුය: {0}
DocType: Print Format,Default Print Language,පෙරනිමි මුද්‍රණ භාෂාව
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,මුතුන් මිත්තන්
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,මූල {0} ඉවත් කල නොහැක
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,තවමත් ප්රතිචාර නොමැත
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings",කරුණාකර SMS සත්යාපනය හරහා එය සත්යාපන ක්රමයක් ලෙස සැකසීම සඳහා SMS කරන්න
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,DocType හා නම අවශ්ය දෙකම
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,1 සිට 0 docstatus වෙනස් කළ නොහැකි
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,ඔබට ප්‍රමාණවත් ලකුණු නොමැත
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,දැන් බැකප් ගන්න
DocType: Contact,Open,විවෘත
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,රාජ්යයන් හා ඊළඟ පියවර හා අවසර චරිත මත ක්රියා අර්ථ දක්වයි.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,ඉහළ විචාරකයා
DocType: Data Migration Mapping,Remote Objectname,දුරස්ථ Objectname
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","හොඳ භාවිතයන් ලෙස, විවිධ භූමිකා සඳහා අවසර පාලනය ම එකම අනුයුක්ත නැහැ. ඒ වෙනුවට, එම පරිශීලක බහු භූමිකා කළේය."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,මෙම ලියවිල්ල {0} වෙත ඔබගේ ක්රියාව තහවුරු කරන්න.
DocType: Success Action,Next Actions HTML,ඊළඟ පියවර HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,තැපැල් කරන්න
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,සහභාගිවන්න එකතු කරන්න
DocType: Web Page,Main Section (Markdown),ප්‍රධාන කොටස (ලකුණු කිරීම)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,{0} ඊ-තැපැල් වාර්තා පරිශීලකයෙකුට අවසර පමණක්
DocType: Address,Address Title,ලිපිනය හිමිකම්
DocType: Website Settings,Footer Items,පාදකය අයිතම
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,මෙනු
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,දිනපතා
apps/frappe/frappe/config/users_and_permissions.py,User Roles,පරිශීලක භූමිකා
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,ඉඩකඩම් පන්දු ඔසවන්නා සම්මත DocType හෝ ක්ෂේත්ර දේපල පාගා දමයි
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,යාවත්කාලීන කරන්න නොහැක: වැරදි / කල්ඉකුත්වු ලින්ක්.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,වඩා හොඳ කිහිපයක් වැඩි ලිපි හෝ තවත් වචනය එකතු
DocType: Auto Repeat,Repeat on Last Day of the Month,මාසයේ අවසාන දිනයේ නැවත නැවත කරන්න
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},One Time Password (OTP) ලියාපදිංචි කේතය {}
DocType: DocField,Set Only Once,එක් වරක් පමණක් සකසන්න
DocType: Email Queue Recipient,Email Queue Recipient,විද්යුත් පෝලිමේ පලමු වරට පිරිනැමු
DocType: Address,Nagaland,Nagaland
DocType: Slack Webhook URL,Webhook URL,වෙබ්ක්රමය URL
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,පරිශීලක නාමය {0} දැනටමත් පවතී
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,{0}: ආනයන සිටුවම් කල නොහැක ලෙස {1} importable නොවේ
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},ඔබගේ ලිපිනය සැකිල්ල {0} දෝෂයක් වේ
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',&#39;ලබන්නන්&#39; තුළ {0} වලංගු නොවන ඊ-තැපැල් ලිපිනයකි.
DocType: Footer Item,"target = ""_blank""",target = &quot;_blank&quot;
DocType: Workflow State,hdd,hdd
DocType: Integration Request,Host,සත්කාරක රට
DocType: Data Import Beta,Import File,ගොනුව ආයාත කරන්න
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,තීරුව <b>{0}</b> දැනටමත් පවතී.
DocType: ToDo,High,අධි
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,අලුත් සිදුවීමක්
DocType: S3 Backup Settings,Secret Access Key,රහස්ය ප්රවේශ යතුර
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,පිරිමි
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,OTP රහස නැවත සැකසිනි. ඊළඟ පිවිසුම සඳහා නැවත ලියාපදිංචි කිරීම අවශ්ය වේ.
DocType: Communication,From Full Name,සම්පූර්ණ නම සිට
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},ඔබ වාර්තාව සඳහා ප්රවේශයන් නොමැත: {0}
DocType: User,Send Welcome Email,ඔබ සාදරයෙන් පිළිගනිමු විද්යුත් යවන්න
DocType: Assignment Rule User,Assignment Rule User,පැවරුම් රීති පරිශීලකයා
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,පෙරහන් ඉවත් කරන්න
DocType: Web Form Field,Show in filter,පෙරණය තුළ පෙන්වන්න
DocType: Address,Daman and Diu,Daman හා Diu
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,ව්යාපෘති
DocType: Address,Personal,පුද්ගලික
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,වැඩි විස්තර සඳහා https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region බලන්න.
apps/frappe/frappe/config/settings.py,Bulk Rename,තොග ප්රතිනම්කෙරුම්
DocType: Email Queue,Show as cc,cc ලෙස පෙන්වන්න
DocType: DocField,Heading,ධාවනය
DocType: Workflow State,resize-vertical,ප්රතිප්රමාණ-සිරස්
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,වීඩියෝ ගන්න
DocType: Contact Us Settings,Introductory information for the Contact Us Page,මෙම අප අමතන්න පිටුව සඳහා හඳුන්වාදීමේ තොරතුරු
DocType: Print Style,CSS,CSS වේ
DocType: Workflow State,thumbs-down,අත්පාවල පහළ
DocType: User,Send Notifications for Email threads,ඊමේල් නූල් සඳහා දැනුම් දීම් යවන්න
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,මහාචාර්ය
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,නෑ සංවර්ධක ප්රකාරය
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,ගොනු බැකප් සූදානම්
DocType: DocField,In Global Search,ගෝලීය සොයන්න දී
DocType: System Settings,Brute Force Security,බලවත් හමුදා ආරක්ෂාව
DocType: Workflow State,indent-left,ඉන්ඩෙන්ට් වාම
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,&gt; {0} year(s) ago,&gt; {0} වසර (න්) පෙර
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,{0}: මෙම ගොනුව මකා දමන්න කිරීම අවදානම් හගත. ඔබේ පද්ධතිය කළමනාකරු හා සම්බන්ධ වන්න.
DocType: Currency,Currency Name,ව්යවහාර මුදල් නම
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,කිසිදු විද්යුත් තැපැල් පණිවුඩ
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,Link කල් ඉකුත් විය
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.",&#39;{2}&#39; හි {1} සඳහා {0} ට දිග හැරීම; {3} ලෙස සකසාගත හැක.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,ගොනු ආකෘතිය තෝරන්න
DocType: Report,Javascript,කරුණාකර Javascript
DocType: File,Content Hash,අන්තර්ගත නිහඬයි
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,ගබඩා විවිධ ස්ථාපිත යෙදුම් අවසන්වරට අනුවාදයන් වන JSON. එය නිකුතු සටහන් පෙන්වන්න භාවිතා වේ.
DocType: Energy Point Rule,User Field,පරිශීලක ක්ෂේත්‍රය
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,Push Delete
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} {1} {2} සඳහා දැනටමත් දායකත්වයෙන් ඉවත්
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,ඉවත් කළේ නැහැ
apps/frappe/frappe/desk/like.py,Liked,කැමති
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,දැන් යවන්න
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","සම්මත DocType, පෙරනිමි මුද්රිත ආකෘතිය නොහැකි Customize ආකෘති පත්රය භාවිතා කරන්න"
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","සම්මත DocType, පෙරනිමි මුද්රිත ආකෘතිය නොහැකි Customize ආකෘති පත්රය භාවිතා කරන්න"
DocType: Report,Query,විමසුම්
DocType: Customize Form,Sort Order,වර්ග නියමය
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},&#39;ලැයිස්තුව දැක්වීම&#39; පේළිය වර්ගය {0} සඳහා අවසර නැත {1}
DocType: Letter Head,Footer HTML,පාදක HTML
DocType: Custom Field,Select the label after which you want to insert new field.,ඔබට නව ක්ෂේත්ර ඇතුළු කිරීමට අවශ්ය කළ පසු ලේබලය තෝරන්න.
,Document Share Report,ලේඛන මෙම දැන්වීම වාර්තා කරන්න
DocType: Social Login Key,Base URL,මූලික URL
DocType: User,Last Login,පසුගිය ලොගින් වන්න
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},ක්ෂේත්රයේ &quot;Translatable&quot; සැකසීමට ඔබට නොහැක \ {0}
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,තීරුව
DocType: Chat Profile,Chat Profile,චැට් පැතිකඩ
DocType: Custom Field,Adds a custom field to a DocType,එය DocType කිරීමට රිසිකළ ක්ෂේත්රය තවදුරටත්
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,ඔබගේ ඉල්ලීම සත්‍යාපනය කිරීමට පහත සබැඳිය ක්ලික් කරන්න
DocType: File,Is Home Folder,මුල් පිටුව ෆෝල්ඩරය වේ
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,නවබාර් විලාසිතාව
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} වලංගු විද්යුත් තැපැල් ලිපිනය නොවේ
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,මුද්රණය සඳහා ආයෝජිත මුදලක් 1 වාර්තා තෝරන්න
