apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Đã có bản phát hành {} mới cho các ứng dụng sau
DocType: Review Level,Review Points,Điểm đánh giá
DocType: Workflow Document State,Workflow Action is not created for optional states,Workflow Action không được tạo cho các trạng thái tùy chọn
DocType: Address,City/Town,Thành phố / thị xã
DocType: Data Migration Connector,Connector Name,Tên Trình kết nối
DocType: Address,Is Your Company Address,Là Địa chỉ công ty của bạn
DocType: Energy Point Log,Social,Xã hội
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not create Calendar for {0}, error code {1}.","Lịch Google - Không thể tạo Lịch cho {0}, mã lỗi {1}."
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Editing Row,dòng chỉnh sửa
DocType: Workflow Action Master,Workflow Action Master,CHủ hành động công việc
DocType: Custom Field,Field Type,Loại lĩnh vực
apps/frappe/frappe/utils/data.py,only.,chẵn
DocType: Route History,Route History,Lịch sử tuyến đường
apps/frappe/frappe/social/doctype/energy_point_settings/energy_point_settings.js,Give Review Points,Cho điểm đánh giá
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Lịch Google - Không thể chèn liên hệ trong Danh bạ Google {0}, mã lỗi {1}."
apps/frappe/frappe/core/doctype/user/user.py,OTP secret can only be reset by the Administrator.,OTP bí mật chỉ có thể được đặt lại bởi Administrator.
apps/frappe/frappe/utils/password_strength.py,Avoid years that are associated with you.,Tránh năm có liên quan đến bạn.
apps/frappe/frappe/config/users_and_permissions.py,Restrict user for specific document,Hạn chế người dùng đối với tài liệu cụ thể
DocType: GSuite Templates,GSuite Templates,Mẫu vật GSuite
apps/frappe/frappe/utils/goal.py,Goal,Mục tiêu
apps/frappe/frappe/email/receive.py,Invalid Mail Server. Please rectify and try again.,Server Mail không hợp lệ. Xin khắc phục và thử lại.
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Đối với Liên kết, nhập DocType như phạm vi. Đối Chọn, nhập danh sách các tùy chọn, mỗi ngày một dòng mới."
DocType: Workflow State,film,quay phim
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Sync Calendar,Lịch đồng bộ hóa
apps/frappe/frappe/model/db_query.py,No permission to read {0},Không cho phép đọc {0}
apps/frappe/frappe/config/desktop.py,Tools,Công cụ
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Include indentation,Bao gồm thụt
apps/frappe/frappe/utils/password_strength.py,Avoid recent years.,Tránh những năm gần đây.
apps/frappe/frappe/templates/includes/login/login.js,Verification,xác minh
apps/frappe/frappe/utils/nestedset.py,Multiple root nodes not allowed.,Nhiều nút gốc không được phép.
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Nếu được kích hoạt, người dùng sẽ được thông báo mỗi khi họ đăng nhập. Nếu không được kích hoạt, người dùng sẽ chỉ được thông báo một lần."
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Nếu được bật, người dùng sẽ được thông báo mỗi khi họ đăng nhập. Nếu không được kích hoạt, người dùng sẽ chỉ được thông báo một lần."
apps/frappe/frappe/core/doctype/doctype/doctype.py,Invalid {0} condition,Điều kiện không hợp lệ {0}
DocType: OAuth Client,"If checked, users will not see the Confirm Access dialog.","Nếu được kiểm tra, người dùng sẽ không thấy hộp thoại xác nhận truy cập."
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,{0} record deleted,Đã xóa bản ghi {0}
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"tag name..., e.g. #tag","tên thẻ ..., ví dụ #tag"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Keyboard Shortcuts,Các phím tắt bàn phím
DocType: Post,Comments,Thẻ chú thích
apps/frappe/frappe/public/js/frappe/dom.js,Confirm,Xác nhận
apps/frappe/frappe/public/js/frappe/desk.js,Authenticating...,Xác thực ...
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Collapse All,Thu gọn tất cả
apps/frappe/frappe/www/login.html,Forgot Password?,Quên mật khẩu?
DocType: System Settings,yyyy-mm-dd,yyyy-mm-dd
apps/frappe/frappe/desk/report/todo/todo.py,ID,ID
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,Server Error,Lỗi máy chủ
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,See all past reports.,Xem tất cả các báo cáo trong quá khứ.
apps/frappe/frappe/email/doctype/email_account/email_account.py,Login Id is required,Id đăng nhập là cần thiết
DocType: Website Slideshow,Website Slideshow,Trình diễn Website
apps/frappe/frappe/core/page/dashboard/dashboard.js,No Data,Không có dữ liệu
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Liên kết mà là trang chủ website. Các Liên kết Chuẩn (mục lục, đăng nhập, các sản phẩm, blog, về, liên lạc)"
apps/frappe/frappe/email/doctype/email_account/email_account.py,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Xác thực không thành công khi nhận được email từ tài khoản email {0}. Thông điệp từ máy chủ: {1}
DocType: User,Banner Image,Banner Image
DocType: Custom Field,Custom Field,Trường Tuỳ chỉnh
apps/frappe/frappe/email/doctype/notification/notification.py,Please specify which date field must be checked,Xin vui lòng xác định các lĩnh vực ngày phải được kiểm tra
DocType: Custom DocPerm,Set User Permissions,Thiết lập Quyền tài
DocType: Email Account,Email Account Name,Tên tài khoản email
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Something went wrong while generating dropbox access token. Please check error log for more details.,Đã xảy ra lỗi khi tạo dropbox cho thông báo truy cập
DocType: File,old_parent,old_parent
apps/frappe/frappe/config/desk.py,"Newsletters to contacts, leads.","Bản tin tới liên hệ, tiềm năng."
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","ví dụ như ""Hỗ trợ "","" bán hàng "","" Jerry Yang """
apps/frappe/frappe/twofactor.py,Incorrect Verification code,Mã xác minh không chính xác
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Google Contacts Integration is disabled.,Tích hợp danh bạ Google bị vô hiệu hóa.
DocType: Assignment Rule,Description,Mô tả
DocType: Print Settings,Repeat Header and Footer in PDF,Lặp lại Header và Footer trong PDF
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Failure,Sự thất bại
DocType: Address Template,Is Default,Mặc định là
DocType: Data Migration Connector,Connector Type,Loại trình kết nối
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column Name cannot be empty,Tên cột không thể để trống
apps/frappe/frappe/email/doctype/email_account/email_account.py,Error while connecting to email account {0},Lỗi khi kết nối với tài khoản email {0}
DocType: Workflow State,fast-forward,nhanh về phía trước
DocType: Communication,Communication,Liên lạc
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,"Check columns to select, drag to set order.","Kiểm tra các cột để lựa chọn, kéo để thiết lập trật tự."
apps/frappe/frappe/templates/emails/new_message.html,Login and view in Browser,Đăng nhập và xem trong Trình duyệt
apps/frappe/frappe/core/doctype/page/page.js,Go to {0} Page,Chuyển đến trang {0}
DocType: LDAP Settings,Password for Base DN,Mật khẩu cho cơ sở DN
apps/frappe/frappe/core/doctype/version/version_view.html,Table Field,bảng Dòng
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Columns based on,Cột dựa trên
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,"Importing {0} of {1}, {2}","Nhập {0} trong số {1}, {2}"
DocType: Workflow State,move,Di chuyển
apps/frappe/frappe/model/document.py,Action Failed,thao tác thất bại
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,For User,Đối với tài
DocType: View Log,View log,Xem nhật kí
DocType: Address,Assam,Assam
apps/frappe/frappe/public/js/frappe/file_uploader/WebLink.vue,← Back to upload files,← Quay lại để tải lên tập tin
apps/frappe/frappe/email/doctype/email_domain/email_domain.py,Outgoing email account not correct,tài khoản email ngoài không chính xác
DocType: Transaction Log,Chaining Hash,Dây xích
apps/frappe/frappe/contacts/doctype/contact/contact.py,Please set Email Address,Hãy thiết lập Địa chỉ Email
DocType: User,"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Nếu người dùng có bất kỳ vai trò nào được kiểm tra, sau đó người dùng sẽ trở thành một ""người dùng hệ thống"". ""Người dùng hệ thống"" có quyền truy cập vào các máy tính để bàn"
DocType: System Settings,Date and Number Format,định dạng ngày và số
apps/frappe/frappe/model/document.py,one of,Một trong
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; Customize Form,Cài đặt&gt; Tùy chỉnh biểu mẫu
apps/frappe/frappe/public/js/frappe/desk.js,Checking one moment,Kiểm tra một khoảnh khắc
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Show Tags,Hiện tags
DocType: DocField,HTML Editor,Trình chỉnh sửa HTML
DocType: System Settings,"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Nếu Áp dụng Quyền Người Sử Dụng Nghiêm Trọng được kiểm tra và Quyền của Người Dùng được định nghĩa cho một DocType cho Người dùng, thì tất cả các tài liệu có giá trị của liên kết trống, sẽ không được hiển thị cho Người dùng đó"
DocType: Address,Billing,thanh toán
DocType: Email Queue,Not Sent,Không gửi
DocType: Web Form,Actions,Các thao tác
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User,Cài đặt&gt; Người dùng
DocType: Workflow State,align-justify,sắp xếp biện minh cho
DocType: User,Middle Name (Optional),Tên đệm (bắt buộc)
apps/frappe/frappe/public/js/frappe/request.js,Not Permitted,Không được phép
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,No Google Calendar Event to sync.,Không có sự kiện Lịch Google để đồng bộ hóa.
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Following fields have missing values:,các lĩnh vực sau đây có giá trị còn thiếu:
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,via automatic rule {0} on {1},thông qua quy tắc tự động {0} trên {1}
apps/frappe/frappe/core/report/transaction_log_report/transaction_log_report.py,First Transaction,Giao dịch đầu tiên
apps/frappe/frappe/app.py,You do not have enough permissions to complete the action,Bạn không có đủ quyền để hoàn thành hành động
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Single DocTypes cannot be customized.,DocTypes đơn không thể được tùy chỉnh.
DocType: User,Document Follow,Tài liệu theo dõi
apps/frappe/frappe/public/js/frappe/form/link_selector.js,No Results,Không có kết quả
DocType: System Settings,Security,Bảo mật
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0} recipients,Dự kiến gửi đến {0} người nhận
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Cut,Cắt tỉa
apps/frappe/frappe/model/rename_doc.py,renamed from {0} to {1},đổi tên từ {0} đến {1}
apps/frappe/frappe/public/js/frappe/list/list_view.js,{0} of {1} ({2} rows with children),{0} trong số {1} ({2} hàng có trẻ em)
DocType: Currency,**Currency** Master,Quản trị ** Tiền tệ**
DocType: Email Account,No of emails remaining to be synced,Số các email để đồng bộ hóa
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Please save the document before assignment,Vui lòng lưu tài liệu trước khi chuyển nhượng
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Click here to post bugs and suggestions,Nhấp vào đây để đăng lỗi và đề xuất
DocType: Website Settings,Address and other legal information you may want to put in the footer.,Địa chỉ và thông tin pháp lý khác mà bạn có thể muốn đặt ở chân.
DocType: Website Sidebar Item,Website Sidebar Item,Mục thanh bên của trang web
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Click on {0} to generate Refresh Token.,Nhấp vào {0} để tạo Mã thông báo làm mới.
apps/frappe/frappe/social/doctype/energy_point_rule/energy_point_rule.py,Reference document has been cancelled,Tài liệu tham khảo đã bị hủy
DocType: PayPal Settings,PayPal Settings,Cài đặt PayPal
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Document Type,Chọn kiểu tài liệu
apps/frappe/frappe/utils/nestedset.py,Cannot delete {0} as it has child nodes,Không thể xóa {0} vì nó có các nút con
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} minutes ago,{0} phút trước
apps/frappe/frappe/automation/doctype/assignment_rule/assignment_rule.py,Assignment Day {0} has been repeated.,Ngày chuyển nhượng {0} đã được lặp lại.
DocType: Kanban Board Column,lightblue,xanh nhẹ
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,Same Field is entered more than once,Trường Tương tự được nhập hơn một lần
DocType: Print Settings,Enable Raw Printing,Cho phép in thô
DocType: Contact,Contact Numbers,Số liên lạc
DocType: Website Route Redirect,Source,Nguồn
apps/frappe/frappe/templates/includes/list/filters.html,clear,trong sáng
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Finished,Đã kết thúc
DocType: Prepared Report,Filter Values,Giá trị bộ lọc
DocType: Communication,User Tags,Các lần đánh dấu người sử dụng
DocType: Data Migration Run,Fail,Thất bại
DocType: Workflow State,download-alt,tải-alt
DocType: Data Migration Run,Pull Failed,Kéo không thành công
apps/frappe/frappe/public/js/frappe/views/components/Desktop.vue,Show / Hide Cards,Hiển thị / ẩn thẻ
DocType: Communication,Feedback Request,Phản hồi Yêu cầu
apps/frappe/frappe/config/settings.py,Import Data from CSV / Excel files.,Nhập dữ liệu từ tệp CSV / Excel.
apps/frappe/frappe/website/doctype/web_form/web_form.py,Following fields are missing:,các lĩnh vực sau bị thiếu:
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Cancelling {0},Hủy {0}
DocType: Web Page,Main Section,Mục chính
DocType: Page,Icon,Biểu tượng
apps/frappe/frappe/www/update-password.html,"Hint: Include symbols, numbers and capital letters in the password","Gợi ý: Bao gồm các ký hiệu, số và chữ hoa trong mật khẩu"
apps/frappe/frappe/www/update-password.html,"Hint: Include symbols, numbers and capital letters in the password","Gợi ý: Bao gồm các ký hiệu, số và chữ hoa trong mật khẩu"
DocType: DocField,Allow in Quick Entry,Cho phép trong mục nhập nhanh
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,PDF,PDF
DocType: System Settings,dd/mm/yyyy,ngày/tháng/năm
DocType: System Settings,Backups,Sao lưu
apps/frappe/frappe/core/doctype/communication/communication.js,Add Contact,Add Contact
DocType: Notification Recipient,Optional: Always send to these ids. Each Email Address on a new row,Tùy chọn: Luôn gửi đến các id. Mỗi địa chỉ email trên một hàng mới
apps/frappe/frappe/public/js/frappe/form/layout.js,Hide Details,Ẩn Chi tiết
apps/frappe/frappe/www/qrcode.py,Page has expired!,Trang đã hết hạn!
DocType: LDAP Settings,Path to private Key File,Đường dẫn đến tệp khóa riêng
DocType: Workflow State,Tasks,nhiệm vụ
DocType: Assignment Rule Day,Tuesday,Thứ ba
DocType: Blog Settings,Blog Settings,Thiết lập Blog
apps/frappe/frappe/templates/emails/new_user.html,You can also copy-paste this link in your browser,Bạn cũng có thể sao chép-dán liên kết này trong trình duyệt của bạn
DocType: Workflow State,bullhorn,loa pin
apps/frappe/frappe/model/workflow.py,Not a valid Workflow Action,Không phải là hành động quy trình làm việc hợp lệ
DocType: Footer Item,Target,Mục tiêu
DocType: System Settings,Number of Backups,Số sao lưu
DocType: Dashboard Chart,Last Year,Năm ngoái
DocType: Website Settings,Copyright,Bản quyền
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Go,Đi
DocType: OAuth Authorization Code,Invalid,không hợp lệ
DocType: ToDo,Due Date,Ngày đáo hạn
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Quarter Day,ba tháng một lần
DocType: Website Settings,Hide Footer Signup,Ẩn đăng ký dưới cùng
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,cancelled this document,hủy tài liệu này
apps/frappe/frappe/core/doctype/report/report.js,Write a Python file in the same folder where this is saved and return column and result.,Viết một tập tin Python trong cùng thư mục này vào chỗ được lưu lại và quay trở lại cột và xem kết quả.
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,Add to table,Thêm vào bảng
DocType: Website Theme,Theme URL,URL chủ đề
DocType: Customize Form,Sort Field,Trường sắp xếp
DocType: Razorpay Settings,Razorpay Settings,Cài đặt Razorpay
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Edit Filter,Sửa bộ lọc
apps/frappe/frappe/public/js/frappe/ui/slides.js,Add More,Bổ sung thêm
DocType: System Settings,Session Expiry Mobile,Hạn sử dụng phiên Mobile
apps/frappe/frappe/utils/password.py,Incorrect User or Password,Người dùng hoặc mật khẩu không chính xác
apps/frappe/frappe/templates/includes/search_box.html,Search results for,tìm kiếm kết quả cho
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Access Token URL,Vui lòng nhập URL Truy cập Truy cập
DocType: Notification,Slack,Slack
DocType: Custom DocPerm,If user is the owner,Nếu người dùng là chủ sở hữu
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Follow,Theo
,Activity,Hoạt động
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")","Giúp đỡ: Để liên kết đến bản ghi khác trong hệ thống, sử dụng ""# Mẫu / Lưu ý / [Chú ý Tên]"" như URL liên kết. (Không sử dụng ""http://"")"
DocType: User Permission,Allow,Cho phép
DocType: Data Import Beta,Update Existing Records,Cập nhật hồ sơ hiện có
apps/frappe/frappe/utils/password_strength.py,Let's avoid repeated words and characters,Hãy tránh những từ và ký tự lặp đi lặp lại
DocType: Energy Point Rule,Energy Point Rule,Quy tắc điểm năng lượng
DocType: Communication,Delayed,Bị hoãn
apps/frappe/frappe/config/settings.py,List of backups available for download,Danh sách các bản sao lưu có sẵn để tải về
apps/frappe/frappe/www/login.html,Sign up,Đăng ký
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Row {0}: Not allowed to disable Mandatory for standard fields,Hàng {0}: Không được phép bắt buộc Bắt buộc đối với trường tiêu chuẩn
apps/frappe/frappe/config/customization.py,Dashboards,Bảng điều khiển
DocType: Test Runner,Output,Đầu ra
DocType: Milestone,Track Field,Linh vực theo doi
DocType: Notification,Set Property After Alert,Đặt thuộc tính Sau khi Thông báo
apps/frappe/frappe/config/customization.py,Add fields to forms.,Thêm các lĩnh vực với các hình thức.
apps/frappe/frappe/integrations/doctype/paypal_settings/paypal_settings.py,Looks like something is wrong with this site's Paypal configuration.,Có vẻ như có gì đó không ổn với cấu hình Paypal của trang web này.
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Add Review,Thêm nhận xét
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Size (px),Cỡ chữ (px)
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Only standard DocTypes are allowed to be customized from Customize Form.,Chỉ các DocTypes tiêu chuẩn mới được phép tùy chỉnh từ Biểu mẫu tùy chỉnh.
DocType: Email Account,Sendgrid,Sendgrid
DocType: Access Log,File Type,Loại tệp
DocType: S3 Backup Settings,cn-north-1,cn-bắc-1
apps/frappe/frappe/templates/includes/login/login.js,Verification Code,Mã xác nhận
DocType: Workflow State,leaf,lá
DocType: Portal Menu Item,Portal Menu Item,Portal Menu Item
apps/frappe/frappe/desk/doctype/dashboard_chart/dashboard_chart.js,Set Filters,Đặt bộ lọc
DocType: Contact Us Settings,Email ID,Tài khoản Email
DocType: Energy Point Rule,Multiplier Field,Lĩnh vực đa nhân
DocType: Dashboard Chart,Time Interval,Khoảng thời gian
DocType: Activity Log,Keep track of all update feeds,Theo dõi tất cả nguồn cấp dữ liệu cập nhật
DocType: OAuth Client,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Một danh sách các nguồn App Khách hàng sẽ có quyền truy cập đến sau khi người dùng cho phép nó. <br> ví dụ như dự án
DocType: Translation,Translated Text,văn bản đã được dịch
DocType: Contact Us Settings,Query Options,Tùy chọn truy vấn
apps/frappe/frappe/public/js/frappe/social/components/PostLoader.vue,Fetching posts...,Đang tải bài viết ...
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Contact Synced with Google Contacts.,Liên hệ được đồng bộ hóa với Danh bạ Google.
DocType: Access Log,Timestamp,Dấu thời gian
DocType: Patch Log,Patch Log,Vá Đăng nhập
DocType: Data Migration Mapping,Local Primary Key,Khóa chính cục bộ
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Options required for Link or Table type field {1} in row {2},{0}: Tùy chọn cần thiết cho trường Loại liên kết hoặc Bảng {1} trong hàng {2}
apps/frappe/frappe/utils/bot.py,Hello {0},Xin chào {0}
apps/frappe/frappe/core/doctype/user/user.py,Welcome to {0},Chào mừng bạn đến {0}
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Add,Thêm
DocType: Communication,Sent or Received,Gửi hoặc nhận
DocType: Auto Repeat,Reference Document,Tài liệu tham khảo
DocType: DefaultValue,Key,Chính
DocType: Address,Contacts,Danh bạ
DocType: System Settings,Setup Complete,thiết lập hoàn thành
apps/frappe/frappe/config/users_and_permissions.py,Report of all document shares,Báo cáo của tất cả các cổ phiếu tài liệu
apps/frappe/frappe/www/update-password.html,New Password,Mật khẩu mới
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Filter {0} missing,Lọc {0} mất tích
apps/frappe/frappe/core/doctype/activity_log/activity_log.py,Sorry! You cannot delete auto-generated comments,Xin lỗi! Bạn không thể xóa nhận xét tự động tạo ra
DocType: Google Settings,Used For Google Maps Integration.,Được sử dụng để tích hợp Google Maps.
apps/frappe/frappe/core/doctype/communication/communication.js,Reference DocType,Tài liệu tham khảo DocType
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,No records will be exported,Không có hồ sơ sẽ được xuất khẩu
DocType: User,System User,Hệ thống tài
DocType: Report,Is Standard,Là tiêu chuẩn
DocType: Desktop Icon,_report,_bài báo cáo
DocType: Desktop Icon,_report,_report
DocType: Dashboard Chart,Full,Đầy
DocType: DocField,"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Không thẻ HTML Mã hóa HTML như &lt;script&gt; hay chỉ là nhân vật như &lt;hoặc&gt;, vì chúng có thể được cố ý sử dụng trong lĩnh vực này"
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} criticized on {1},{0} bị chỉ trích vào {1}
DocType: Website Settings,FavIcon,Favicon
apps/frappe/frappe/data_migration/doctype/data_migration_plan/data_migration_plan.js,Run,Chạy
DocType: Blog Post,Content (HTML),Nội dung (HTML)
DocType: Personal Data Download Request,User Name,Tên người dùng
DocType: Workflow State,minus-sign,dấu trừ
apps/frappe/frappe/public/js/frappe/request.js,Not Found,Không tìm thấy
apps/frappe/frappe/www/printview.py,No {0} permission,Không {0} quyền hạn
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Export Custom Permissions,Xuất Quyền Tuỳ chỉnh
apps/frappe/frappe/desk/page/leaderboard/leaderboard.js,No items found.,Không tìm thấy vật nào.
DocType: Data Export,Fields Multicheck,Trường Multicheck
DocType: Activity Log,Login,Đăng nhập
DocType: Web Form,Payments,Thanh toán
apps/frappe/frappe/www/qrcode.html,Hi {0},Xin chào {0}
apps/frappe/frappe/config/integrations.py,Google Drive Integration.,Tích hợp Google Drive.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,{0} reverted your points on {1} {2},{0} hoàn nguyên điểm của bạn trên {1} {2}
DocType: System Settings,Enable Scheduled Jobs,Việc cho phép theo lịch trình
apps/frappe/frappe/core/doctype/data_export/exporter.py,Notes:,Ghi chú:
apps/frappe/frappe/core/page/background_jobs/background_jobs.py,Inactive,Không hoạt động
apps/frappe/frappe/www/message.html,Status: {0},Tình trạng: {0}
DocType: Blog Post,Markdown,Markdown
DocType: DocShare,Document Name,Document Name
apps/frappe/frappe/core/doctype/communication/communication.js,Mark as Spam,Đánh dấu spam
DocType: ToDo,Medium,Trung bình
DocType: Comment,Comment By,Bình luận bởi
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.js,Customize Form,Tùy chỉnh mẫu
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js,Entity Type,Loại thực thể
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Mandatory field: set role for,lĩnh vực bắt buộc: thiết lập vai trò cho
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} criticized {1},{0} bị chỉ trích {1}
DocType: Data Migration Mapping,Mapping Name,Tên lập bản đồ
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Field '{1}' cannot be set as Unique as it has non-unique values,{0}: Không thể đặt trường &#39;{1}&#39; là Duy nhất vì nó có các giá trị không duy nhất
apps/frappe/frappe/public/js/frappe/list/list_view.js,Navigate list down,Điều hướng danh sách xuống
DocType: Currency,A symbol for this currency. For e.g. $,Biểu tượng đồng tiền này. Ví dụ như $
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Successfully updated translations,Đã cập nhật thành công bản dịch
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Frappe Framework,Khung Frappe
DocType: S3 Backup Settings,Enable Automatic Backup,Bật Tự động sao lưu
apps/frappe/frappe/config/settings.py,Email Templates for common queries.,Mẫu email cho các truy vấn phổ biến.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Permission Error,Lỗi quyền
apps/frappe/frappe/model/naming.py,Name of {0} cannot be {1},Tên của {0} không thể là {1}
DocType: User Permission,Applicable For,Đối với áp dụng
apps/frappe/frappe/core/doctype/version/version_view.html,Success,Thành công
apps/frappe/frappe/public/js/frappe/desk.js,Session Expired,Phiên hết hạn
apps/frappe/frappe/public/js/frappe/desk.js,Session Expired,Phiên hết hạn
DocType: Kanban Board Column,Kanban Board Column,Cột Kanban
apps/frappe/frappe/utils/password_strength.py,Straight rows of keys are easy to guess,hàng thẳng của các phím rất dễ đoán
DocType: Communication,Phone No.,Số điện thoại
DocType: Personal Data Deletion Request,Pending Approval,Chờ phê duyệt
DocType: Workflow State,fire,lửa
apps/frappe/frappe/www/update-password.html,Success! You are good to go 👍,Sự thành công! Bạn tốt để đi
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,; not allowed in condition,; không được cho phép trong điều kiện
DocType: Async Task,Async Task,Async Nhiệm vụ
DocType: Workflow State,picture,tranh
apps/frappe/frappe/www/complete_signup.html,Complete,Hoàn chỉnh
DocType: DocType,Image Field,hình ảnh Dòng
DocType: Print Format,Custom HTML Help,Tuỳ chỉnh HTML Help
DocType: LDAP Settings,Default Role on Creation,Vai trò mặc định đối với việc tạo
apps/frappe/frappe/website/doctype/contact_us_settings/contact_us_settings.js,See on Website,Xem trên Website
DocType: Workflow Transition,Next State,TÌnh trạng kế tiếp
DocType: User,Block Modules,Khối mô đun
DocType: Print Format,Custom CSS,CSS Tuỳ chỉnh
apps/frappe/frappe/public/js/frappe/form/controls/comment.js,Add a comment,Thêm một lời nhận xét
DocType: Webhook,on_update,on_update
apps/frappe/frappe/model/rename_doc.py,Ignored: {0} to {1},Bỏ qua: {0} đến {1}
DocType: Address,Gujarat,Gujarat
apps/frappe/frappe/config/settings.py,Log of error on automated events (scheduler).,Lỗi đăng nhập của các sự kiện tự động (người lập trình)
apps/frappe/frappe/utils/csvutils.py,Not a valid Comma Separated Value (CSV File),Không phải là một giá trị định giới bằng dấu phẩy (CSV file)
DocType: Address,Postal,Bưu chính
DocType: Email Account,Default Incoming,Mặc định Incoming
DocType: Workflow State,repeat,lặp lại
DocType: Website Settings,Banner,Biểu ngữ
