apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Rilis {} baru untuk aplikasi berikut tersedia
apps/frappe/frappe/config/core.py,"Customized Formats for Printing, Email","Format disesuaikan untuk Pencetakan, Surel"
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Sum of {0},Jumlah dari {0}
apps/frappe/frappe/public/js/frappe/desk.js,Updated To New Version,Diperbarui Ke Versi Baru
DocType: Custom Field,Depends On,Tergantung Pada
DocType: Kanban Board Column,Green,Hijau
DocType: Custom DocPerm,Additional Permissions,Izin Tambahan
DocType: Email Account,Always use Account's Email Address as Sender,Selalu gunakan Alamat surel Akun sebagai Pengirim
apps/frappe/frappe/templates/includes/comments/comments.html,Login to comment,Masuk untuk berkomentar
apps/frappe/frappe/core/doctype/data_import/importer.py,Start entering data below this line,Mulai memasukkan data di bawah garis ini
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,changed values for {0},nilai-nilai berubah untuk {0}
apps/frappe/frappe/email/doctype/email_account/email_account.py,"Email ID must be unique, Email Account already exists \
				for {0}","ID email harus unik, Akun Email sudah ada \ untuk {0}"
DocType: Workflow State,retweet,-retweet
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Customize...,Sesuaikan ...
DocType: Print Format,Align Labels to the Right,Meratakan Labels ke kanan
DocType: Assignment Rule,Disabled,Dinonaktifkan
DocType: File,Uploaded To Dropbox,Diunggah Ke Dropbox
DocType: Workflow State,eye-close,eye-close
apps/frappe/frappe/integrations/doctype/google_settings/google_settings.js,"For more information, {0}.","Untuk informasi lebih lanjut, {0}."
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,Repeats {0},Ulangi {0}
DocType: OAuth Provider Settings,OAuth Provider Settings,Pengaturan OAuth Provider
DocType: Review Level,Review Points,Poin Ulasan
DocType: Workflow Document State,Workflow Action is not created for optional states,Tindakan Alur Kerja tidak dibuat untuk status opsional
DocType: Address,City/Town,Kota / Kota
DocType: Data Migration Connector,Connector Name,Nama konektor
DocType: Address,Is Your Company Address,Apakah Alamat Perusahaan Anda
DocType: Energy Point Log,Social,Sosial
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not create Calendar for {0}, error code {1}.","Google Kalender - Tidak dapat membuat Kalender untuk {0}, kode kesalahan {1}."
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Editing Row,Editing Row
DocType: Workflow Action Master,Workflow Action Master,Induk Tindakan Alur Kerja
DocType: Custom Field,Field Type,Field Type
apps/frappe/frappe/utils/data.py,only.,saja.
DocType: Route History,Route History,Riwayat Rute
apps/frappe/frappe/social/doctype/energy_point_settings/energy_point_settings.js,Give Review Points,Berikan Poin Ulasan
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Kalender Google - Tidak dapat memasukkan kontak ke dalam Kontak Google {0}, kode kesalahan {1}."
apps/frappe/frappe/core/doctype/user/user.py,OTP secret can only be reset by the Administrator.,Rahasia OTP hanya bisa diatur ulang oleh Administrator.
apps/frappe/frappe/utils/password_strength.py,Avoid years that are associated with you.,Hindari tahun yang berkaitan dengan Anda.
apps/frappe/frappe/config/users_and_permissions.py,Restrict user for specific document,Batasi pengguna untuk dokumen tertentu
DocType: GSuite Templates,GSuite Templates,Template GSuite
apps/frappe/frappe/utils/goal.py,Goal,Sasaran
apps/frappe/frappe/email/receive.py,Invalid Mail Server. Please rectify and try again.,Mail Server tidak valid. Harap memperbaiki dan coba lagi.
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","Untuk Link, masukkan DOCTYPE sebagai kisaran. Untuk Pilih, masukkan daftar Options, masing-masing pada baris baru."
DocType: Workflow State,film,film
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Sync Calendar,Sinkronkan Kalender
apps/frappe/frappe/model/db_query.py,No permission to read {0},Tidak ada izin untuk membaca {0}
apps/frappe/frappe/config/desktop.py,Tools,Alat-alat
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Include indentation,Termasuk lekukan
apps/frappe/frappe/utils/password_strength.py,Avoid recent years.,Hindari beberapa tahun terakhir.
apps/frappe/frappe/templates/includes/login/login.js,Verification,Verifikasi
apps/frappe/frappe/utils/nestedset.py,Multiple root nodes not allowed.,Beberapa node akar tidak diperbolehkan.
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Jika diaktifkan, pengguna akan diberitahu setiap kali mereka login. Jika tidak diaktifkan, pengguna hanya akan diberitahu satu kali."
apps/frappe/frappe/core/doctype/doctype/doctype.py,Invalid {0} condition,Kondisi {0} tidak valid
DocType: OAuth Client,"If checked, users will not see the Confirm Access dialog.","Jika dicentang, pengguna tidak akan melihat dialog Confirm Access."
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,{0} record deleted,{0} catatan dihapus
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"tag name..., e.g. #tag","nama tag ..., misalnya #tag"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Keyboard Shortcuts,Pintasan keyboard
DocType: Post,Comments,Komentar
apps/frappe/frappe/public/js/frappe/dom.js,Confirm,Menegaskan
apps/frappe/frappe/public/js/frappe/desk.js,Authenticating...,Mengautentikasi ...
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Collapse All,Perkecil Semua
apps/frappe/frappe/www/login.html,Forgot Password?,Lupa kata sandi?
DocType: System Settings,yyyy-mm-dd,yyyy-mm-dd
apps/frappe/frappe/desk/report/todo/todo.py,ID,ID
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,Server Error,server error
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,See all past reports.,Lihat semua laporan sebelumnya.
apps/frappe/frappe/email/doctype/email_account/email_account.py,Login Id is required,Id Login diperlukan
DocType: Website Slideshow,Website Slideshow,Situs Slideshow
apps/frappe/frappe/core/page/dashboard/dashboard.js,No Data,Tidak ada data
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Menghubungkan bahwa situs web halaman rumah. Links Standard (index, login, produk, blog, tentang, kontak)"
apps/frappe/frappe/email/doctype/email_account/email_account.py,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Otentikasi gagal saat menerima surel dari Akun surel {0}. Pesan dari server: {1}
DocType: User,Banner Image,Spanduk Gambar
DocType: Custom Field,Custom Field,Bidang Kustom
apps/frappe/frappe/email/doctype/notification/notification.py,Please specify which date field must be checked,Silakan tentukan tanggal yang lapangan harus diperiksa
DocType: Custom DocPerm,Set User Permissions,Set User Permissions
DocType: Email Account,Email Account Name,Nama akun surel
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Something went wrong while generating dropbox access token. Please check error log for more details.,Ada yang tidak beres saat menghasilkan token akses token dropbox. Silakan periksa log kesalahan untuk lebih jelasnya.
DocType: File,old_parent,old_parent
apps/frappe/frappe/config/desk.py,"Newsletters to contacts, leads.","Newsletter ke kontak, prospek."
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","misalnya ""Support "","" Penjualan "","" Jerry Yang """
apps/frappe/frappe/twofactor.py,Incorrect Verification code,Kode Verifikasi salah
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Google Contacts Integration is disabled.,Integrasi Kontak Google dinonaktifkan.
DocType: Assignment Rule,Description,Deskripsi
DocType: Print Settings,Repeat Header and Footer in PDF,Ulangi Header dan Footer di PDF
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Failure,Kegagalan
DocType: Address Template,Is Default,Apakah default
DocType: Data Migration Connector,Connector Type,Jenis Konektor
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column Name cannot be empty,Nama kolom tidak boleh kosong
apps/frappe/frappe/email/doctype/email_account/email_account.py,Error while connecting to email account {0},Kesalahan saat menyambung ke akun email {0}
DocType: Workflow State,fast-forward,fast-forward
DocType: Communication,Communication,Komunikasi
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,"Check columns to select, drag to set order.","Periksa kolom untuk memilih, drag untuk mengatur ketertiban."
apps/frappe/frappe/templates/emails/new_message.html,Login and view in Browser,Login dan lihat di Browser
apps/frappe/frappe/core/doctype/page/page.js,Go to {0} Page,Buka Halaman {0}
DocType: LDAP Settings,Password for Base DN,Sandi untuk Base DN
apps/frappe/frappe/core/doctype/version/version_view.html,Table Field,tabel Lapangan
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Columns based on,Kolom berdasarkan
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,"Importing {0} of {1}, {2}","Mengimpor {0} dari {1}, {2}"
DocType: Workflow State,move,Bergerak
apps/frappe/frappe/model/document.py,Action Failed,aksi Gagal
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,For User,untuk Pengguna
DocType: View Log,View log,Melihat log
DocType: Address,Assam,Assam
apps/frappe/frappe/public/js/frappe/file_uploader/WebLink.vue,← Back to upload files,← Kembali untuk mengunggah file
apps/frappe/frappe/email/doctype/email_domain/email_domain.py,Outgoing email account not correct,Akun email keluar tidak benar
DocType: Transaction Log,Chaining Hash,Chaining Hash
apps/frappe/frappe/contacts/doctype/contact/contact.py,Please set Email Address,Silahkan tetapkan Alamat Email
DocType: User,"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Jika pengguna memiliki peran apapun diperiksa, maka pengguna menjadi &quot;Sistem Pengguna&quot;. &quot;Sistem Pengguna&quot; memiliki akses ke desktop"
DocType: System Settings,Date and Number Format,Tanggal dan Nomor Format
apps/frappe/frappe/model/document.py,one of,Salah satu
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; Customize Form,Pengaturan&gt; Kustomisasi Formulir
apps/frappe/frappe/public/js/frappe/desk.js,Checking one moment,Memeriksa satu saat
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Show Tags,Tampilkan tag
DocType: DocField,HTML Editor,Editor HTML
DocType: System Settings,"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Jika Menerapkan Izin Pengguna yang Ketik dicentang dan Izin Pengguna ditetapkan untuk DocType untuk Pengguna, maka semua dokumen yang nilai linknya kosong, tidak akan ditampilkan ke User tersebut."
DocType: Address,Billing,Penagihan
DocType: Email Queue,Not Sent,Tidak Terkirim
DocType: Web Form,Actions,Tindakan
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User,Pengaturan&gt; Pengguna
DocType: Workflow State,align-justify,rata-kanan-kiri
DocType: User,Middle Name (Optional),Nama Tengah (Opsional)
apps/frappe/frappe/public/js/frappe/request.js,Not Permitted,Tidak Diijinkan
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,No Google Calendar Event to sync.,Tidak ada Acara Kalender Google untuk disinkronkan.
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Following fields have missing values:,bidang berikut memiliki nilai yang hilang:
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,via automatic rule {0} on {1},via aturan otomatis {0} pada {1}
apps/frappe/frappe/core/report/transaction_log_report/transaction_log_report.py,First Transaction,Transaksi Pertama
apps/frappe/frappe/app.py,You do not have enough permissions to complete the action,Anda tidak memiliki izin yang cukup untuk menyelesaikan tindakan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Single DocTypes cannot be customized.,Single DocTypes tidak dapat dikustomisasi.
DocType: User,Document Follow,Ikuti Dokumen
apps/frappe/frappe/public/js/frappe/form/link_selector.js,No Results,No Results
DocType: System Settings,Security,Keamanan
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0} recipients,Dijadwalkan untuk mengirim ke {0} penerima
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Cut,Memotong
apps/frappe/frappe/model/rename_doc.py,renamed from {0} to {1},berganti nama dari {0} ke {1}
apps/frappe/frappe/public/js/frappe/list/list_view.js,{0} of {1} ({2} rows with children),{0} dari {1} ({2} baris dengan anak-anak)
DocType: Currency,**Currency** Master,**Mata Uang** Utama
DocType: Email Account,No of emails remaining to be synced,Jumlah surel yang masih harus disinkronkan
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Please save the document before assignment,Silakan menyimpan dokumen sebelum penugasan
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Click here to post bugs and suggestions,Klik di sini untuk mengirim bug dan saran
DocType: Website Settings,Address and other legal information you may want to put in the footer.,Alamat dan informasi legal lainnya yang mungkin Anda ingin masukkan ke footer.
DocType: Website Sidebar Item,Website Sidebar Item,Website Barang Sidebar
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Click on {0} to generate Refresh Token.,Klik pada {0} untuk menghasilkan Refresh Token.
apps/frappe/frappe/social/doctype/energy_point_rule/energy_point_rule.py,Reference document has been cancelled,Dokumen referensi telah dibatalkan
DocType: PayPal Settings,PayPal Settings,Pengaturan PayPal
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Document Type,Pilih Jenis Dokumen
apps/frappe/frappe/utils/nestedset.py,Cannot delete {0} as it has child nodes,Tidak dapat menghapus {0} karena memiliki node anak
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} minutes ago,{0} menit yang lalu
apps/frappe/frappe/automation/doctype/assignment_rule/assignment_rule.py,Assignment Day {0} has been repeated.,Hari Penugasan {0} telah diulang.
DocType: Kanban Board Column,lightblue,biru muda
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,Same Field is entered more than once,Bidang yang sama sudah masuk lebih dari satu kali
DocType: Print Settings,Enable Raw Printing,Aktifkan Pencetakan Mentah
DocType: Contact,Contact Numbers,Nomor kontak
DocType: Website Route Redirect,Source,Sumber
apps/frappe/frappe/templates/includes/list/filters.html,clear,jelas
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Finished,Jadi
DocType: Prepared Report,Filter Values,Filter Nilai
DocType: Communication,User Tags,Pengguna Tags
DocType: Data Migration Run,Fail,Gagal
DocType: Workflow State,download-alt,mengunduh-alt
DocType: Data Migration Run,Pull Failed,Tarik Gagal
apps/frappe/frappe/public/js/frappe/views/components/Desktop.vue,Show / Hide Cards,Tampilkan / Sembunyikan Kartu
DocType: Communication,Feedback Request,Masukan Permintaan
apps/frappe/frappe/config/settings.py,Import Data from CSV / Excel files.,Impor Data dari file CSV / Excel.
apps/frappe/frappe/website/doctype/web_form/web_form.py,Following fields are missing:,bidang berikut yang hilang:
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Cancelling {0},Membatalkan {0}
DocType: Web Page,Main Section,Bagian Utama
DocType: Page,Icon,icon
apps/frappe/frappe/www/update-password.html,"Hint: Include symbols, numbers and capital letters in the password","Petunjuk: Sertakan simbol, angka dan huruf kapital di dalam kata sandi"
DocType: DocField,Allow in Quick Entry,Izinkan dalam Entri Cepat
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,PDF,PDF
DocType: System Settings,dd/mm/yyyy,hh / bb / tttt
DocType: System Settings,Backups,Cadangan
apps/frappe/frappe/core/doctype/communication/communication.js,Add Contact,Tambah kontak
DocType: Notification Recipient,Optional: Always send to these ids. Each Email Address on a new row,Opsi: Selalu kirim ke ID ini. Setiap Alamat Email pada baris baru
apps/frappe/frappe/public/js/frappe/form/layout.js,Hide Details,Sembunyikan Detail
apps/frappe/frappe/www/qrcode.py,Page has expired!,Halaman telah kedaluwarsa!
DocType: LDAP Settings,Path to private Key File,Path ke File Kunci pribadi
DocType: Workflow State,Tasks,tugas
DocType: Assignment Rule Day,Tuesday,Selasa
DocType: Blog Settings,Blog Settings,Pengaturan Blog
apps/frappe/frappe/templates/emails/new_user.html,You can also copy-paste this link in your browser,Anda juga dapat copy-paste link ini di browser Anda
DocType: Workflow State,bullhorn,pengeras suara
apps/frappe/frappe/model/workflow.py,Not a valid Workflow Action,Bukan Aksi Alur Kerja yang valid
DocType: Footer Item,Target,Sasaran
DocType: System Settings,Number of Backups,Jumlah Cadangan
DocType: Dashboard Chart,Last Year,Tahun lalu
DocType: Website Settings,Copyright,Hak cipta
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Go,Pergi
DocType: OAuth Authorization Code,Invalid,cacat
DocType: ToDo,Due Date,Tanggal Jatuh Tempo
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Quarter Day,hari pembayaran tiap tiga bulan
DocType: Website Settings,Hide Footer Signup,Sembunyikan Footer Daftar
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,cancelled this document,dibatalkan dokumen ini
apps/frappe/frappe/core/doctype/report/report.js,Write a Python file in the same folder where this is saved and return column and result.,Menulis file Python dalam folder yang sama di mana file ini disimpan dan menampilkan kolom dan hasilnya.
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,Add to table,Tambahkan ke tabel
DocType: Website Theme,Theme URL,URL tema
DocType: Customize Form,Sort Field,Urutkan Lapangan
DocType: Razorpay Settings,Razorpay Settings,Pengaturan Razorpay
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Edit Filter,Mengedit Filter
apps/frappe/frappe/public/js/frappe/ui/slides.js,Add More,Tambah Lagi
DocType: System Settings,Session Expiry Mobile,Sesi kadaluarsa Ponsel
apps/frappe/frappe/utils/password.py,Incorrect User or Password,Pengguna atau Kata Sandi salah
apps/frappe/frappe/templates/includes/search_box.html,Search results for,Hasil pencarian
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Access Token URL,Harap masukkan URL Akses Token
DocType: Notification,Slack,Kendur
DocType: Custom DocPerm,If user is the owner,Jika pengguna adalah pemilik
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Follow,Mengikuti
,Activity,Aktivitas
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")","Bantuan: Untuk link ke catatan lain dalam sistem, gunakan ""# Form / Note / [Catatan Nama]"" sebagai link URL. (Tidak menggunakan ""http://"")"
DocType: User Permission,Allow,Mengizinkan
DocType: Data Import Beta,Update Existing Records,Perbarui Catatan yang Ada
apps/frappe/frappe/utils/password_strength.py,Let's avoid repeated words and characters,Mari kita hindari kata-kata berulang dan karakter
DocType: Energy Point Rule,Energy Point Rule,Aturan Titik Energi
DocType: Communication,Delayed,Terlambat
apps/frappe/frappe/config/settings.py,List of backups available for download,Daftar cadangan yang tersedia untuk diunduh
apps/frappe/frappe/www/login.html,Sign up,Daftar
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Row {0}: Not allowed to disable Mandatory for standard fields,Baris {0}: Tidak diizinkan untuk menonaktifkan Wajib untuk bidang standar
apps/frappe/frappe/config/customization.py,Dashboards,Dasbor
DocType: Test Runner,Output,Keluaran
DocType: Milestone,Track Field,Lacak Bidang
DocType: Notification,Set Property After Alert,Tetapkan Properti Setelah Pemberitahuan
apps/frappe/frappe/config/customization.py,Add fields to forms.,Menambahkan kolom ke form.
apps/frappe/frappe/integrations/doctype/paypal_settings/paypal_settings.py,Looks like something is wrong with this site's Paypal configuration.,Sepertinya ada yang salah dengan konfigurasi Paypal situs ini.
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Add Review,Tambahkan Ulasan
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Size (px),Ukuran Fon (px)
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Only standard DocTypes are allowed to be customized from Customize Form.,Hanya DocTypes standar yang boleh disesuaikan dari Formulir Kustomisasi.
DocType: Email Account,Sendgrid,Sendgrid
DocType: Access Log,File Type,Tipe file
DocType: S3 Backup Settings,cn-north-1,cn-north-1
apps/frappe/frappe/templates/includes/login/login.js,Verification Code,Kode verifikasi
DocType: Workflow State,leaf,cuti
DocType: Portal Menu Item,Portal Menu Item,Portal Menu Item
apps/frappe/frappe/desk/doctype/dashboard_chart/dashboard_chart.js,Set Filters,Tetapkan Filter
DocType: Contact Us Settings,Email ID,ID Email
DocType: Energy Point Rule,Multiplier Field,Bidang Pengganda
DocType: Dashboard Chart,Time Interval,Jarak waktu
DocType: Activity Log,Keep track of all update feeds,Lacak semua perbaruan masukan
DocType: OAuth Client,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Sebuah daftar sumber daya yang App Klien akan memiliki akses ke setelah pengguna memungkinkan. <br> misalnya proyek
DocType: Translation,Translated Text,diterjemahkan Teks
DocType: Contact Us Settings,Query Options,Opsi Query
apps/frappe/frappe/public/js/frappe/social/components/PostLoader.vue,Fetching posts...,Mengambil pos ...
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Contact Synced with Google Contacts.,Kontak Disinkronkan dengan Kontak Google.
DocType: Access Log,Timestamp,Timestamp
DocType: Patch Log,Patch Log,Patch Log
DocType: Data Migration Mapping,Local Primary Key,Kunci primer lokal
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Options required for Link or Table type field {1} in row {2},{0}: Opsi yang diperlukan untuk bidang jenis Tautan atau jenis tabel {1} di baris {2}
apps/frappe/frappe/utils/bot.py,Hello {0},Hello {0}
apps/frappe/frappe/core/doctype/user/user.py,Welcome to {0},Selamat Datang di {0}
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Add,Tambahkan
DocType: Communication,Sent or Received,Dikirim atau diterima
DocType: Auto Repeat,Reference Document,Dokumen referensi
DocType: DefaultValue,Key,kunci
DocType: Address,Contacts,Kontak
DocType: System Settings,Setup Complete,Pengaturan Selesai
apps/frappe/frappe/config/users_and_permissions.py,Report of all document shares,Laporan dari seluruh saham dokumen
apps/frappe/frappe/www/update-password.html,New Password,Kata sandi Baru
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Filter {0} missing,Filter {0} hilang
apps/frappe/frappe/core/doctype/activity_log/activity_log.py,Sorry! You cannot delete auto-generated comments,Maaf! Anda tidak dapat menghapus komentar yang dihasilkan secara otomatis
DocType: Google Settings,Used For Google Maps Integration.,Digunakan Untuk Integrasi Google Maps.
apps/frappe/frappe/core/doctype/communication/communication.js,Reference DocType,Referensi DocType
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,No records will be exported,Tidak ada catatan yang akan diekspor
DocType: User,System User,Sistem Pengguna
DocType: Report,Is Standard,Adalah Standard
DocType: Desktop Icon,_report,_laporan
DocType: Dashboard Chart,Full,Penuh
DocType: DocField,"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Jangan tag HTML Encode HTML seperti &lt;script&gt; atau hanya karakter seperti &lt;atau&gt;, karena mereka dapat sengaja digunakan dalam bidang ini"
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} criticized on {1},{0} dikritik pada {1}
DocType: Website Settings,FavIcon,FavIcon
apps/frappe/frappe/data_migration/doctype/data_migration_plan/data_migration_plan.js,Run,Menjalankan
DocType: Blog Post,Content (HTML),Konten (HTML)
DocType: Personal Data Download Request,User Name,Nama pengguna
DocType: Workflow State,minus-sign,minus tanda
apps/frappe/frappe/public/js/frappe/request.js,Not Found,Tidak ditemukan
apps/frappe/frappe/www/printview.py,No {0} permission,Tidak ada {0} izin
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Export Custom Permissions,Izin khusus ekspor
apps/frappe/frappe/desk/page/leaderboard/leaderboard.js,No items found.,Tidak ada item yang ditemukan.
DocType: Data Export,Fields Multicheck,Bidang Multicheck
DocType: Activity Log,Login,Masuk
DocType: Web Form,Payments,2. Payment (Pembayaran)
apps/frappe/frappe/www/qrcode.html,Hi {0},Hai {0}
apps/frappe/frappe/config/integrations.py,Google Drive Integration.,Integrasi Google Drive.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,{0} reverted your points on {1} {2},{0} mengembalikan poin Anda pada {1} {2}
DocType: System Settings,Enable Scheduled Jobs,Aktifkan Jobs Terjadwal
apps/frappe/frappe/core/doctype/data_export/exporter.py,Notes:,Catatan:
apps/frappe/frappe/core/page/background_jobs/background_jobs.py,Inactive,Tidak aktif
apps/frappe/frappe/www/message.html,Status: {0},Status: {0}
DocType: Blog Post,Markdown,Penurunan harga
DocType: DocShare,Document Name,Dokumen Nama
apps/frappe/frappe/core/doctype/communication/communication.js,Mark as Spam,Tandai sebagai Spam
DocType: ToDo,Medium,Sedang
DocType: Comment,Comment By,Komentar By
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.js,Customize Form,Sesuaikan Form
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js,Entity Type,Jenis Entitas
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Mandatory field: set role for,bidang wajib: menetapkan peran untuk
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} criticized {1},{0} dikritik {1}
DocType: Data Migration Mapping,Mapping Name,Nama pemetaan
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Field '{1}' cannot be set as Unique as it has non-unique values,{0}: Field &#39;{1}&#39; tidak dapat ditetapkan sebagai Unik karena memiliki nilai-nilai non-unik
apps/frappe/frappe/public/js/frappe/list/list_view.js,Navigate list down,Navigasikan daftar ke bawah
DocType: Currency,A symbol for this currency. For e.g. $,Simbol untuk mata uang ini. Contoh $
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Successfully updated translations,Berhasil memperbarui terjemahan
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Frappe Framework,Frappe Kerangka
DocType: S3 Backup Settings,Enable Automatic Backup,Aktifkan Backup Otomatis
apps/frappe/frappe/config/settings.py,Email Templates for common queries.,Template Email untuk pertanyaan umum.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Permission Error,Kesalahan izin
apps/frappe/frappe/model/naming.py,Name of {0} cannot be {1},Nama {0} tidak dapat {1}
DocType: User Permission,Applicable For,Berlaku Untuk
apps/frappe/frappe/core/doctype/version/version_view.html,Success,Sukses
apps/frappe/frappe/public/js/frappe/desk.js,Session Expired,Sesi berakhir
DocType: Kanban Board Column,Kanban Board Column,Kolom papan Kanban
apps/frappe/frappe/utils/password_strength.py,Straight rows of keys are easy to guess,baris lurus kunci yang mudah ditebak
DocType: Communication,Phone No.,Nomor Telepon
DocType: Personal Data Deletion Request,Pending Approval,Menunggu persetujuan
DocType: Workflow State,fire,api
apps/frappe/frappe/www/update-password.html,Success! You are good to go 👍,Keberhasilan! Anda baik untuk pergi 👍
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,; not allowed in condition,; tidak diijinkan dalam kondisi
DocType: Async Task,Async Task,Async Tugas
DocType: Workflow State,picture,gambar
apps/frappe/frappe/www/complete_signup.html,Complete,Lengkap
DocType: DocType,Image Field,Bidang gambar
DocType: Print Format,Custom HTML Help,Custom HTML Bantuan
DocType: LDAP Settings,Default Role on Creation,Peran Default pada Pembuatan
apps/frappe/frappe/website/doctype/contact_us_settings/contact_us_settings.js,See on Website,Lihat di Website
DocType: Workflow Transition,Next State,Negara berikutnya
DocType: User,Block Modules,Blok Modul
DocType: Print Format,Custom CSS,Kustom CSS
apps/frappe/frappe/public/js/frappe/form/controls/comment.js,Add a comment,Tambah komentar
DocType: Webhook,on_update,on_update
apps/frappe/frappe/model/rename_doc.py,Ignored: {0} to {1},Diabaikan: {0} ke {1}
DocType: Address,Gujarat,Gujarat
apps/frappe/frappe/config/settings.py,Log of error on automated events (scheduler).,Log kesalahan pada peristiwa otomatis (scheduler).
apps/frappe/frappe/utils/csvutils.py,Not a valid Comma Separated Value (CSV File),Bukan Nilai Comma Separated valid (CSV file)
DocType: Address,Postal,Pos
