apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,نوی {} رالیفونه د لاندې ایپسونو لپاره شتون لري
apps/frappe/frappe/public/js/frappe/views/components/ModuleLinkItem.vue,You need to create these first: ,تاسو اړتیا لرئ دا لومړی رامینځته کړئ:
DocType: Google Maps Settings,Google Maps Settings,د ګوګل نقشه ترتیبات
apps/frappe/frappe/core/page/dashboard/dashboard.js,Loading...,Loading ...
DocType: DocField,Password,رمز
apps/frappe/frappe/utils/response.py,Your system is being updated. Please refresh again after a few moments,ستاسو د سیستم کیږي تازه. لطفا د څو شيبو وروسته يو ځل بيا تازه
DocType: Blogger,Will be used in url (usually first name).,به په url (معمولا د لومړي نوم) وکارول شي.
DocType: Comment,Comment Email,نظر تبصره
DocType: Auto Email Report,Day of Week,د اونۍ ورځې
DocType: Note,Expire Notification On,د خبر ته ورسیږي
apps/frappe/frappe/public/js/frappe/form/controls/comment.js,Ctrl+Enter to add comment,Ctrl + له نظر اضافه وليکئ
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Set as Default Theme,د ډیفالټ موضوع په توګه ټاکل
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload in Progress. Please try again in a few moments.,په پرمختګ کې دوتنه پورته کول مهرباني وکړئ په څو دقیقو کې بیا بیا هڅه وکړئ.
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_layout.html,Edit Heading,سمول Heading
DocType: File,File URL,دوتنه URL
DocType: Version,Table HTML,جدول د HTML
apps/frappe/frappe/email/doctype/email_group/email_group.js,Add Subscribers,پېرودونکي ورزیات کړئ
apps/frappe/frappe/desk/doctype/event/event.py,Upcoming Events for Today,نن د راتلونکې پېښې
DocType: Google Calendar,Push to Google Calendar,ګوګل کیلنڈر ته فشار ورکړئ
DocType: Notification Recipient,Email By Document Field,ليک د سند د ساحوي
DocType: Domain Settings,Domain Settings,Domain امستنې
apps/frappe/frappe/email/receive.py,Cannot connect: {0},پیوستېدلی نشي: {0}
apps/frappe/frappe/utils/password_strength.py,A word by itself is easy to guess.,A لخوا په خپله کلمه ده اسانه فکر.
apps/frappe/frappe/automation/doctype/assignment_rule/assignment_rule.py,Auto assignment failed: {0},د ګاډي سپړنه ناکامه شوه: {0}
apps/frappe/frappe/templates/includes/search_box.html,Search...,د لټون ...
apps/frappe/frappe/desk/page/leaderboard/leaderboard.js,Please select Company,مهرباني وکړئ د شرکت وټاکئ
apps/frappe/frappe/utils/nestedset.py,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,آژانسونو تر منځ یوازې هله ممکن دئ ګروپ-to-ګروپ یا د پاڼی غوټه-to-د پاڼی غوټه
apps/frappe/frappe/utils/file_manager.py,Added {0},د ورزیاتولو {0}
apps/frappe/frappe/templates/includes/search_template.html,No matching records. Search something new,سمون نه خوړونکې ثبتوي. پلټنه څه نوي
DocType: Chat Profile,Away,تل
DocType: Currency,Fraction Units,کسر واحدونه
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,{0} from {1} to {2},{0} د {1} د {2}
apps/frappe/frappe/public/js/frappe/ui/toolbar/user_progress_dialog.js,Mark as Done,د ډون په توګه نښه
DocType: Chat Message,Type,ډول
DocType: Google Settings,OAuth Client ID,د OAuth مؤکل ID
DocType: Auto Repeat,Subject,مضمون
apps/frappe/frappe/templates/pages/integrations/gcalendar-success.html,Back to Desk,بېرته میز ته
DocType: Web Form,Amount Based On Field,اندازه په ساحوي
apps/frappe/frappe/core/doctype/docshare/docshare.py,User is mandatory for Share,کارن لپاره د Share الزامی دی
DocType: DocField,Hidden,پټ
DocType: Web Form,Allow Incomplete Forms,نابشپړ فورمې اجازه
apps/frappe/frappe/utils/print_format.py,PDF generation failed,د PDF نسل ناکام شو
apps/frappe/frappe/model/base_document.py,{0} must be set first,{0} باید لومړی شي
apps/frappe/frappe/utils/password_strength.py,"Use a few words, avoid common phrases.",يو څو ټکي وکاروئ، عام عبارتونه څخه ډډه وکړي.
DocType: Workflow State,plane,الوتکه
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Rounded Corners,غونډ کونجونه
apps/frappe/frappe/core/doctype/data_export/exporter.py,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",که تاسو د نوي ریکارډونه د پورته، &quot;نوم لړۍ&quot; جبري شي، که حاضر.
apps/frappe/frappe/email/doctype/notification/notification.js,Get Alerts for Today,نن د خبرتیا ترلاسه کول
DocType: Contact,Google Contacts Id,د ګوګل اړیکو ID
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can only be renamed by Administrator,DocType هغه يوازې د مدیر په نامه ونومول شي
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,6 months,6 مياشتې
apps/frappe/frappe/printing/doctype/letter_head/letter_head.py,Please attach an image file to set HTML,مهرباني وکړئ د HTML فایل تنظیمولو لپاره د عکس فایل ضمیمه کړئ
DocType: Chat Message,Chat Message,چلي پيغام
apps/frappe/frappe/utils/oauth.py,Email not verified with {0},د {0} سره بریښنالیک تایید شوی
DocType: Dashboard Chart,Time Series Based On,د وخت لړۍ پر بنسټ
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,changed value of {0},د بدلون ارزښت {0}
DocType: Report,JSON,JSON
apps/frappe/frappe/core/doctype/user/user.py,Please check your email for verification,لورينه وکړئ د تصدیق خپل ایمیل وګورئ
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fold can not be at the end of the form,زياتيدو لپاره نه شي کولای چې د په بڼه پای وي
DocType: Communication,Bounced,وغوړېد
DocType: Deleted Document,Deleted Name,ړنګ نوم
apps/frappe/frappe/config/users_and_permissions.py,System and Website Users,سيستم او د وېب پاڼه کارنان
DocType: Workflow Document State,Doc Status,doc حالت
DocType: Data Migration Run,Pull Update,اوسمهال کړئ
DocType: Auto Email Report,No of Rows (Max 500),نه د کتارونو (Max 500)
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.html,Select Field...,ساحه وټاکئ ...
DocType: Language,Language Code,ژبه کوډ
DocType: Dropbox Settings,Note: By default emails for failed backups are sent.,یادونه: د ناکامۍ شاتړ لپاره د ډیورنډ ای میلونو لخوا لېږل کیږي.
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Add Filter,Add Filter
apps/frappe/frappe/core/doctype/sms_settings/sms_settings.py,SMS sent to following numbers: {0},پیغامونه د دې لاندې شمېرې ته استول: {0}
apps/frappe/frappe/utils/data.py,{0} and {1},{0} او {1}
apps/frappe/frappe/public/js/frappe/chat.js,Start a conversation.,خبرې اترې پیل کړئ.
DocType: Print Settings,"Always add ""Draft"" Heading for printing draft documents",&quot;مسوده&quot; تل د چاپ اسناد مسوده مدعي دی اضافه
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification: {},په خبرتیا کې تېروتنه: {}
DocType: Data Migration Run,Current Mapping Start,اوسنۍ نقشه ایزه شروع
apps/frappe/frappe/core/doctype/communication/communication.js,Email has been marked as spam,برېښناليک په نښه شوی سپم
DocType: Comment,Website Manager,وېب پاڼه مدير
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload Disconnected. Please try again.,د دوتنې اپارتمان ونشو. مهرباني وکړئ بیا هڅه وکړئ.
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Translations,ژباړونکي
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,You selected Draft or Cancelled documents,تاسو غوره مسوده یا لغوه اسناد
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Document {0} has been set to state {1} by {2},لاسوند {0} د {1} لخوا د {2}
apps/frappe/frappe/model/document.py,Document Queued,سند له پيله
DocType: GSuite Templates,Destination ID,موخه تذکرې
DocType: Desktop Icon,List,بشپړفهرست
DocType: Activity Log,Link Name,لینک نوم
DocType: System Settings,mm/dd/yyyy,mm / DD / yyyy
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,بې اعتباره پټنوم:
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,بې اعتباره پټنوم:
DocType: Print Settings,Send document web view link in email,وليږئ بريښناليک په سند وېب محتویات مخونه
apps/frappe/frappe/public/js/frappe/ui/slides.js,Previous,مخکینی
apps/frappe/frappe/email/doctype/email_account/email_account.py,Re:,Re:
DocType: LDAP Settings,Require Trusted Certificate,باوري سند غواړي
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,{0} rows for {1},{0} لپاره قطارونه {1}
DocType: Currency,"Sub-currency. For e.g. ""Cent""",فرعي اسعارو. د بيلګې په توګه: &quot;په سلو کې&quot;
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js,Connection Name,د پیوستون نوم
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,New Kanban Board,نوي Kanban بورډ
DocType: Dashboard Chart,Half,نیم
DocType: Desktop Icon,Link,لینک
apps/frappe/frappe/utils/file_manager.py,No file attached,نه د دوتنې سره ضميمه
DocType: Version,Version,نسخه
DocType: S3 Backup Settings,Endpoint URL,د پای ټکی URL
DocType: Dashboard,Charts,چارټونه
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions are automatically applied to Standard Reports and searches.,اجازه لیکونه په اتوماتيک ډول د معیاري راپورونو او لټونونو لپاره کارول کیږي.
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Upload Failed,اپارتمان ناکام شو
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,Stats based on last week's performance (from {0} to {1}),ارقام د تیرې اونۍ د کړنو پراساس (له {0} څخه تر {1} پورې)
DocType: LDAP Settings,LDAP Phone Field,د LDAP تلیفون ساحه
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"document type..., e.g. customer",لاسوند ډول ...، د بيلګې په توګه د پېرېدونکو
apps/frappe/frappe/email/doctype/notification/notification.py,The Condition '{0}' is invalid,د حالت &#39;{0}&#39; ناسم دی
DocType: Workflow State,barcode,barcode
apps/frappe/frappe/model/db_query.py,Use of sub-query or function is restricted,د فرعي سوال یا کارونې کار محدود دی
apps/frappe/frappe/config/customization.py,Add your own translations,خپل ژباړې ورزیات کړئ
DocType: Country,Country Name,د هېواد نوم
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Blank Template,خالي ټیمپلیټ
DocType: About Us Team Member,About Us Team Member,زمونږ په اړه د ټيم غړې
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",حلال پر نقش او د اسنادو ډولونه (DocTypes نومیږی) له خوا د حقونو د ټاکلو کتابونه ولولئ شان جوړ شوي دي، ولیکی، جوړول، ړنګول، سپارل، لغوه، تعدیل، راپور، د وارداتو، صادراتو، چاپ، ليک او ټولګې کارن حلال.
DocType: Assignment Rule Day,Wednesday,چهارشنبه
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be a valid fieldname,د انځور ډګر باید یو قانوني fieldname وي
DocType: Chat Token,Token,د نښې
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fieldname {0} is restricted,د ساحې نوم {0} محدود دی
DocType: Property Setter,ID (name) of the entity whose property is to be set,ID (نوم) د نهاد د چا ملکیت دی چې جوړ شي
DocType: Website Settings,Website Theme Image Link,وېب پاڼه موضوع د انځور لینک
DocType: Web Form,Sidebar Items,د پټې سامان
DocType: Web Form,Show as Grid,د گرډ په څیر ښکاره کړئ
apps/frappe/frappe/installer.py,App {0} already installed,ددفتروسایل {0} د مخه لګول شوي
DocType: Energy Point Rule,Users assigned to the reference document will get points.,د حوالې سند ته ټاکل شوي کارونکي به ټکي ترلاسه کړي.
apps/frappe/frappe/printing/doctype/print_settings/print_settings.js,No Preview,نه لیدل
DocType: Workflow State,exclamation-sign,د کارونکي-نښه
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Unzipped {0} files,بې ځایه {0} فایلونه
apps/frappe/frappe/public/js/frappe/form/controls/link.js,empty,خالي
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js,Show Permissions,انکړپټه ښودل حلال
DocType: Data Import,New data will be inserted.,نوې ډاټا به داخل شي.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a Link or Dynamic Link,مهال ویش په برخه باید یو لینک یا د ډېنامېک لینک وي
apps/frappe/frappe/public/js/frappe/form/multi_select_dialog.js,Date Range,نېټه Range
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Gantt,Gantt
apps/frappe/frappe/public/js/frappe/views/reports/print_tree.html,Page {0} of {1},Page {0} د {1}
DocType: About Us Settings,Introduce your company to the website visitor.,د ویب پاڼه د راغلو خلکو له خپل شرکت معرفي کړي.
apps/frappe/frappe/utils/password.py,"Encryption key is invalid, Please check site_config.json",د پټونې کیلي ناباوره ده، مهرباني وکړئ وګورئ site_config.json
DocType: SMS Settings,Receiver Parameter,د اخيستونکي د پاراميټر
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Toggle Public/Private,عامه / شخصي ٹوگل کړئ
DocType: Data Migration Mapping Detail,Remote Fieldname,رمز فیلډ نوم
DocType: Communication,To,ته
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log_list.js,View Ref,ریفورم وګورئ
apps/frappe/frappe/public/js/frappe/desk.js,Places,ځایونه
DocType: Kanban Board Column,darkgrey,darkgrey
apps/frappe/frappe/model/rename_doc.py,Successful: {0} to {1},بریالی: {0} د {1}
apps/frappe/frappe/core/doctype/user/user.py,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,په قالب نه شي کولای د کارونکي عکس تفصيلات بدلون. په https://erpnext.com لطفا لپاره يو نوی ګڼون لپارهخپل
apps/frappe/frappe/public/js/frappe/ui/dropzone.js,Drop,غورځول
apps/frappe/frappe/printing/doctype/print_format/print_format.js,Please duplicate this to make changes,لطفا دوه دا بدلونونه راولي
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,د خوندي کولو لپاره داخله کړه
apps/frappe/frappe/utils/pdf.py,PDF generation failed because of broken image links,د PDF نسل د مات انځور تړنې له امله پاتې راغلي
DocType: Print Settings,Font Size,font size
DocType: System Settings,Disable Standard Email Footer,معياري ليک Footer نافعال
DocType: Workflow State,facetime-video,هښه-ویډیو
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,1 تبصره
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.",یادونه: د غوره پایلو لپاره ، عکسونه باید ورته اندازه او عرض یې باید له قد څخه لوړ وي.
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,لیدل شوی
DocType: Notification,Days Before,ورځې مخکې
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,ورځنۍ پیښې باید په ورته ورځ پای ته ورسي.
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,سمول ...
DocType: Workflow State,volume-down,حجم څخه ښکته
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,د دې IP پتې څخه د لاسرسي اجازه نشته
apps/frappe/frappe/desk/reportview.py,No Tags,نه نښانونه
DocType: Email Account,Send Notification to,ته خبردارې ورکول وليږئ
DocType: DocField,Collapsible,پرېوتونکې
DocType: Translation,Saved,وژغورل
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,لپاره غوره غوراوي. په یوه نوي لين هر انتخاب.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,د تل لپاره لغوه {0}؟
DocType: Workflow State,music,موسيقي
apps/frappe/frappe/www/qrcode.html,QR Code,QR Code
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,هیڅ ریکارډ حذف نه شو
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,وروستی بدلیدونکی نیټه
DocType: Chat Profile,Settings,امستنې
DocType: Print Format,Style Settings,Style امستنې
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,فلټر
apps/frappe/frappe/database/database.py,No conditions provided,شرایط نه دي ورکړل شوي
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,د ایکس اکس ډګرونه
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,ننداره ډګر {0} باید یو قانوني fieldname وي
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,نور
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,نوی ریکارډ جوړ کړئ
DocType: Contact,Sales Manager,خرڅلاو مدير
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,نوم بدلول
DocType: Print Format,Format Data,شکل د معلوماتو د
DocType: List Filter,Filter Name,د فلټر نوم
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,په څېر
DocType: Assignment Rule,Automation,اتومات
DocType: Google Drive,Last Backup On,وروستی شاتړ
DocType: Customize Form Field,Customize Form Field,دتنظيمولو فورمه ساحوي
DocType: Energy Point Rule,For Document Event,د لاسوند پیښې لپاره
DocType: Website Settings,Chat Room Name,د چیٹ کوډ نوم
DocType: OAuth Client,Grant Type,وړیا ډول
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,د وګورئ چې اسناد يو کارن لخوا د لوستلو وړ دي
DocType: Deleted Document,Hub Sync ID,د کور همکاري ID
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,په توګه پځای٪ کاروي
DocType: Auto Repeat,Quarterly,درې میاشتنی
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?",برېښناليک ډومېن لپاره دې حساب نه بندي شوې، یو جوړول؟
DocType: User,Reset Password Key,د بیرته شفر کلیدي
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},د {0} لپاره د غلط سند حالت
DocType: Email Account,Enable Auto Reply,فعال د موټرونو ته ځواب ورکړئ
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,نه دي ليدلي
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,نشئ کولی ډیری چاپګرونه په یوه چاپ ب formatه کې نقشه شوي.
DocType: Workflow State,zoom-in,زیږنده-په
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,ماخذ DocType او ماخذ نوم ته اړتیا ده
apps/frappe/frappe/utils/jinja.py,Syntax error in template,په کېنډۍ العروض تېروتنه
DocType: DocField,Width,د سور
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,د پیغام کلپ شوی
DocType: Email Account,Notify if unreplied,خبر که unreplied
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,د QR Code سکین وکړئ او د پایله شوي کوډ کوډ داخل کړئ.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,درجه بندي وړ کړئ
DocType: System Settings,Minimum Password Score,لږ تر لږه پاسورډ نمره
DocType: System Settings,Minimum Password Score,لږ تر لږه پاسورډ نمره
DocType: DocType,Fields,فیلډز
DocType: System Settings,Your organization name and address for the email footer.,ستاسو د سازمان نوم او پتې لپاره د ایمیل پښۍ.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,Parent جدول
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,S3 بیک اپ بشپړ شوی!
apps/frappe/frappe/config/desktop.py,Developer,د پراختیا
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,ايجاد
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{0} په قطار {1} کولای د هغوی دواړه په حافظی او ماشوم توکي لري
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},د لاندې جدولونو لپاره باید لږترلږه یو قطار شتون ولري: {0}
DocType: Print Format,Default Print Language,د چاپ اصلي ژبه
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,د پلارانو
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,د ريښي د {0} نه ړنګ شي
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,نظر نشته تر اوسه
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings",مهرباني وکړئ د ایس ایم ایل سایټونو له لارې د تایید کولو د طریقې په توګه یې د ترتیب کولو څخه دمخه ایس ایم ایس جوړه کړئ
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,DocType دواړه او نوم ته اړتيا
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,نه د 1 تر 0 docstatus بدلون
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,تاسو کافي ټکي نلرئ
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,د شاتړ اوس واخلئ
DocType: Contact,Open,د پرانیستې
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,پر دولتونو او کړنو په بل ګام او اجازه رول تعریفوي.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,غوره بیاکتنه
DocType: Data Migration Mapping,Remote Objectname,د رمز څیز نوم
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",په ښه عمل کې، د د مختلفو رولونه د اجازې د واکمنۍ ورته ټاکل شوی وګماری. پر ځای، څو رولونه د څو ورته کارن ټاکل.
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,مهرباني وکړئ د دې سند {0} سند ته تایید کړئ.
DocType: Success Action,Next Actions HTML,بل فعالیتونه HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,پوسټ جوړ کړئ
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,ګډون کونکي شامل کړئ
DocType: Web Page,Main Section (Markdown),اصلي برخه (مارکډون)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,يوازې د {0} راولي راپورونه سلنه د کارونکي اجازه لري
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldtype {1} for {2} cannot be unique,{0}: د {2} لپاره فیلډ ډول {1} ځانګړی نشي
DocType: Address,Address Title,پته عنوان
DocType: Website Settings,Footer Items,پښۍ سامان
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,غورنۍ
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,هره ورځ
apps/frappe/frappe/config/users_and_permissions.py,User Roles,کارن ونډې
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,ملکیت Setter يو معياري DocType يا ساحوي ملکیت overrides
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,اوسمهال نشي: ناسمې / ختم شوي لینک.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,ښه مطلب د يو څو لیکونه یا بل کلمه اضافه
DocType: Auto Repeat,Repeat on Last Day of the Month,د میاشتې په وروستۍ ورځ تکرار کړئ
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},د وخت وخت پاسورډ (OTP) د راجستر کوډ {{}
DocType: DocField,Set Only Once,د ټاکلو په یوازې کله
DocType: Email Queue Recipient,Email Queue Recipient,ليک د کتار تسلیمونکی
DocType: Address,Nagaland,Nagaland
DocType: Slack Webhook URL,Webhook URL,د ویبوک یو آر ایل
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,نوم {0} د مخکې نه شتون
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,{0}: نه د وارداتو جوړ آیا په توګه {1} importable نه دی
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},ستاسو په پته کينډۍ یوه تېروتنه شته {0}
DocType: Footer Item,"target = ""_blank""",هدف = &quot;_blank&quot;
DocType: Workflow State,hdd,hdd
DocType: Integration Request,Host,کوربه
DocType: Data Import Beta,Import File,دوتنه واردول
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,کالم <b>{0}</b> لا شتون لري.
DocType: ToDo,High,د عالي
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,نوې پېښه
DocType: S3 Backup Settings,Secret Access Key,د پټ لاس رسی
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,نارينه
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,د OTP پټلۍ بیا پرانیستل شوی. په راتلونکی ننوتلو کې به د نوم لیکنې لپاره راجستر شي.
DocType: Communication,From Full Name,له بشپړ نوم
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},تاسو ته راپور ته لاسرسی نه لري: {0}
DocType: User,Send Welcome Email,وليږئ بريښناليک ښه راغلاست
DocType: Assignment Rule User,Assignment Rule User,د ګمارنې مقرراتو کارن
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,Filter لرې کړئ
DocType: Web Form Field,Show in filter,په فلټر کې ښودل
DocType: Address,Daman and Diu,دامان او يعنې
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,د پروژې د
DocType: Address,Personal,د شخصي
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,د نورو معلوماتو لپاره https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region وګورئ.
apps/frappe/frappe/config/settings.py,Bulk Rename,د حجم د رښتو
DocType: Email Queue,Show as cc,په توګه cc خپرونه
DocType: DocField,Heading,مدعي دی
DocType: Workflow State,resize-vertical,ورواړوو-عمودي
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,ویډیو واخلئ
DocType: Contact Us Settings,Introductory information for the Contact Us Page,د Contact Us Page د پیژندنی معلومات
DocType: Print Style,CSS,CSS
DocType: Workflow State,thumbs-down,په ګوتو کی ښکته
DocType: User,Send Notifications for Email threads,د بریښنالیک موضوعاتو لپاره خبرتیاوې واستوئ
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,پروفيسور
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,نه په پراختیا د اکر
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,د دوتنې شاتړ چمتو دی
DocType: DocField,In Global Search,په نړیوال لټون
DocType: System Settings,Brute Force Security,د ځواک ځواک امنیت
DocType: Workflow State,indent-left,indent-کيڼ
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,&gt; {0} year(s) ago,&gt; {0} کاله دمخه
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,دا خطرناکه چې د دغې دوتنې د ړنګولو: {0}. لطفا د خپل سیستم د مدیر سره اړیکه.
DocType: Currency,Currency Name,د اسعارو نوم
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,نه برېښناليک
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,لنک ختم شوی
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.",په &#39;{2}&#39; کې د &#39;{1}&#39; لپاره اوږدوالي {0} ته اړول؛ اوږدوالي د {3} په توګه ټاکل به د معلوماتو راکمولو لامل شي.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,د دوتنې بڼه غوره کړه
DocType: Report,Javascript,Javascript
DocType: File,Content Hash,منځپانګه مخلوط
