apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Na voljo so nova izdaja {{} za naslednje programe
DocType: Print Settings,"Always add ""Draft"" Heading for printing draft documents","Vedno dodati &quot;osnutek&quot;, razdelek za tiskanje osnutkov dokumentov"
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification: {},Napaka v obvestilu: {}
DocType: Data Migration Run,Current Mapping Start,Začni načrtovanje zemljevidov
apps/frappe/frappe/core/doctype/communication/communication.js,Email has been marked as spam,E-pošta je bila označena kot spam
DocType: Comment,Website Manager,Spletna stran Manager
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload Disconnected. Please try again.,Prenos datoteke je bil prekinjen. Prosim poskusite ponovno.
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Translations,Prevodi
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,You selected Draft or Cancelled documents,Izbrali ste Osnutek ali Preklicane dokumente
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Document {0} has been set to state {1} by {2},Dokument {0} je nastavljen na {1} za {2}
apps/frappe/frappe/model/document.py,Document Queued,dokument v vrsti
DocType: GSuite Templates,Destination ID,destinacija ID
DocType: Desktop Icon,List,Seznam
DocType: Activity Log,Link Name,Link Name
DocType: System Settings,mm/dd/yyyy,mm / dd / llll
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,Neveljavno geslo:
apps/frappe/frappe/core/doctype/user/user.py,Invalid Password: ,Neveljavno geslo:
DocType: Print Settings,Send document web view link in email,Pošlji dokument web pogled povezavo v e-pošti
apps/frappe/frappe/public/js/frappe/ui/slides.js,Previous,Prejšnja
apps/frappe/frappe/email/doctype/email_account/email_account.py,Re:,Re:
DocType: LDAP Settings,Require Trusted Certificate,Zahtevajte zaupanja vredno potrdilo
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,{0} rows for {1},{0} vrstic za {1}
DocType: Currency,"Sub-currency. For e.g. ""Cent""",Sub-valuta. Za primer &quot;Cent&quot;
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.js,Connection Name,Ime povezave
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,New Kanban Board,Nova Kanban svet
DocType: Dashboard Chart,Half,Polovica
DocType: Desktop Icon,Link,Povezava
apps/frappe/frappe/utils/file_manager.py,No file attached,Nobena datoteka ni priložena
DocType: Version,Version,Različica
DocType: S3 Backup Settings,Endpoint URL,URL končne točke
DocType: Dashboard,Charts,Grafikoni
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions are automatically applied to Standard Reports and searches.,Dovoljenja se samodejno uporabijo za standardna poročila in iskanja.
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Upload Failed,Prenos ni uspel
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,Stats based on last week's performance (from {0} to {1}),"Statistika, ki temelji na uspešnosti prejšnjega tedna (od {0} do {1})"
DocType: LDAP Settings,LDAP Phone Field,Telefonsko polje LDAP
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"document type..., e.g. customer","Vrsta dokumenta ..., na primer stranke"
apps/frappe/frappe/email/doctype/notification/notification.py,The Condition '{0}' is invalid,Pogojem &#39;{0}&#39; je neveljavna
DocType: Workflow State,barcode,črtna koda
apps/frappe/frappe/model/db_query.py,Use of sub-query or function is restricted,Uporaba podizvajalske funkcije ali funkcije je omejena
apps/frappe/frappe/config/customization.py,Add your own translations,Dodajte svoje prevode
DocType: Country,Country Name,Ime Države
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,Blank Template,Prazna predloga
DocType: About Us Team Member,About Us Team Member,O podjetju Team Član
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","Dovoljenja so določene na Vloge in vrst dokumentov (imenovani DocTypes) z določitvijo pravic, kot so branje, pisanje, ustvarjanje, brisanje, Submit Cancel, se spremeni, poročilo, uvoz, izvoz, Print, Email in Set dovoljenja uporabnika."
DocType: Assignment Rule Day,Wednesday,Sreda
apps/frappe/frappe/core/doctype/doctype/doctype.py,Image field must be a valid fieldname,Polje Slika mora biti veljavno polje
DocType: Chat Token,Token,token
apps/frappe/frappe/core/doctype/doctype/doctype.py,Fieldname {0} is restricted,Ime polja {0} je omejeno
DocType: Property Setter,ID (name) of the entity whose property is to be set,"ID (ime) subjekta, katerega lastnost je, da se določi"
DocType: Website Settings,Website Theme Image Link,Spletna stran Tema Povezava slike
DocType: Web Form,Sidebar Items,Sidebar Items
DocType: Web Form,Show as Grid,Prikaži kot Mreža
apps/frappe/frappe/installer.py,App {0} already installed,Aplikacija {0} že nameščen
DocType: Energy Point Rule,Users assigned to the reference document will get points.,"Uporabniki, dodeljeni referenčnemu dokumentu, bodo dobili točke."
apps/frappe/frappe/printing/doctype/print_settings/print_settings.js,No Preview,Ni predogleda
DocType: Workflow State,exclamation-sign,vzklik-znak
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Unzipped {0} files,Neporabljene datoteke {0}
apps/frappe/frappe/public/js/frappe/form/controls/link.js,empty,prazno
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.js,Show Permissions,prikaži Dovoljenja
DocType: Data Import,New data will be inserted.,Vstavili se bodo novi podatki.
apps/frappe/frappe/core/doctype/doctype/doctype.py,Timeline field must be a Link or Dynamic Link,Časovnica polje mora biti Link ali Dynamic Link
apps/frappe/frappe/public/js/frappe/form/multi_select_dialog.js,Date Range,Časovno obdobje
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Gantt,Ganttov
apps/frappe/frappe/public/js/frappe/views/reports/print_tree.html,Page {0} of {1},Stran {0} od {1}
DocType: About Us Settings,Introduce your company to the website visitor.,Predstavite vaše podjetje v spletni obiskovalec.
apps/frappe/frappe/utils/password.py,"Encryption key is invalid, Please check site_config.json","šifrirni ključ ni veljaven, preverite site_config.json"
DocType: SMS Settings,Receiver Parameter,Sprejemnik Parameter
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Toggle Public/Private,Preklopi na javno / zasebno
DocType: Data Migration Mapping Detail,Remote Fieldname,Daljinsko ime polja
DocType: Communication,To,Če želite
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log_list.js,View Ref,Prikaži Ref
apps/frappe/frappe/public/js/frappe/desk.js,Places,Kraji
DocType: Kanban Board Column,darkgrey,temno siva
apps/frappe/frappe/model/rename_doc.py,Successful: {0} to {1},Uspešna: {0} do {1}
apps/frappe/frappe/core/doctype/user/user.py,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,"ne more spremeniti podatke o uporabniku na demo. Prosimo, da se prijavite za nov račun na https://erpnext.com"
apps/frappe/frappe/public/js/frappe/ui/dropzone.js,Drop,Spusti
apps/frappe/frappe/printing/doctype/print_format/print_format.js,Please duplicate this to make changes,Prosimo podvojite dokument da ustvarite spremembe
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Press Enter to save,Pritisnite Enter za shranjevanje
apps/frappe/frappe/utils/pdf.py,PDF generation failed because of broken image links,Generacija PDF propadla zaradi napačno sliko povezave
DocType: Print Settings,Font Size,Velikost pisave
DocType: System Settings,Disable Standard Email Footer,Onemogoči Standardni Email Noga
DocType: Workflow State,facetime-video,FaceTime-video
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,1 komentar
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.","Opomba: Za najboljše rezultate morajo biti slike enake velikosti, širina pa mora biti večja od višine."
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,gledano
DocType: Notification,Days Before,Dni pred
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,Dnevni dogodki naj bi se končali na isti dan.
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,Uredi...
DocType: Workflow State,volume-down,Obseg navzdol
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,Dostop ni dovoljen s tega naslova IP
apps/frappe/frappe/desk/reportview.py,No Tags,Ni oznak
DocType: Email Account,Send Notification to,Pošlji obvestilo na
DocType: DocField,Collapsible,Zložljiva
DocType: Translation,Saved,Shranjena
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,Možnosti za izberite. Vsaka možnost v novo vrstico.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,Trajno Cancel {0}?
DocType: Workflow State,music,glasba
apps/frappe/frappe/www/qrcode.html,QR Code,QR Code
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,Zapisi niso izbrisani
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,Zadnji datum spremembe
DocType: Chat Profile,Settings,Nastavitve
DocType: Print Format,Style Settings,Style Settings
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,Filter z
apps/frappe/frappe/database/database.py,No conditions provided,Ni pogojev
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,Polja Y osi
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,Polje razvrstitve {0} mora biti veljaven fieldname
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,Več
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,Ustvari nov zapis
DocType: Contact,Sales Manager,Vodja prodaje
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,Preimenovanje
DocType: Print Format,Format Data,Oblika podatkov
DocType: List Filter,Filter Name,Ime filtra
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,Like
DocType: Assignment Rule,Automation,Avtomatizacija
DocType: Google Drive,Last Backup On,Zadnja varnostna kopija vklopljena
DocType: Customize Form Field,Customize Form Field,Prilagodite Form Field
DocType: Energy Point Rule,For Document Event,Za Document Dogodek
DocType: Website Settings,Chat Room Name,Ime sobe
DocType: OAuth Client,Grant Type,Vrsta Grant
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,"Preverite, kateri dokumenti so berljive uporabnik"
DocType: Deleted Document,Hub Sync ID,Sync ID vozlišča
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,uporabite% kot nadomestni znak
DocType: Auto Repeat,Quarterly,Četrtletno
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","E-pošta domene ni nastavljen za ta račun, ustvariti enega?"
DocType: User,Reset Password Key,Ponastavi geslo Key
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},Status nezakonite dokumentacije za {0}
DocType: Email Account,Enable Auto Reply,Omogoči Auto Odgovori
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,Ni videl
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,Več tiskalnikov ni mogoče preslikati v eno obliko tiskanja.
DocType: Workflow State,zoom-in,Povečaj
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,Reference DOCTYPE in referenčna Name so obvezna
apps/frappe/frappe/utils/jinja.py,Syntax error in template,Skladenjska napaka v predlogo
DocType: DocField,Width,Širina
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,Sporočilo je izrezano
DocType: Email Account,Notify if unreplied,Obvesti če Neodgovorjeni
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,Preglejte kodo QR in vnesite prikazano kodo.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,Omogoči Gradiente
DocType: System Settings,Minimum Password Score,Najnižja ocena Geslo
DocType: DocType,Fields,Polja
DocType: System Settings,Your organization name and address for the email footer.,Vaše ime in naslov organizacije za email nogi.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,Parent Tabela
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,S3 varnostno kopiranje končano!
apps/frappe/frappe/config/desktop.py,Developer,Razvijalec
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,Ustvarjeno
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{0} v vrstici {1} ne more imeti URL in podrejene elemente
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},Za naslednje tabele mora biti vsaj ena vrstica: {0}
DocType: Print Format,Default Print Language,Privzeti jezik tiskanja
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,Predniki Of
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,Root {0} ni mogoče izbrisati
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,Ni komentarjev
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings","Prosimo, da nastavite SMS, preden ga nastavite kot način overjanja, prek nastavitev SMS"
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,Oba DOCTYPE in Ime potrebna
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,Ne more spremeniti docstatus od 1 do 0
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,Nimate dovolj točk
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,Bodite Backup Now
DocType: Contact,Open,Odprto
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,Določa ukrepe za države in naslednji korak in domače naloge.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,Vrhunski recenzent
DocType: Data Migration Mapping,Remote Objectname,Daljinsko ime objekta
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Kot najboljše prakse, ne dodeli iste niz dovoljenja pravila v različnih vlogah. Namesto, nastavite več vlog na isti uporabnik."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,Potrdite svoje dejanje na {0} dokument.
DocType: Success Action,Next Actions HTML,Naslednja dejanja HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,Ustvari objave
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,Dodaj udeležence
DocType: Web Page,Main Section (Markdown),Glavni odsek (Markdown)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,Le {0} poslano poročila so dovoljene na uporabnika
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldtype {1} for {2} cannot be unique,{0}: Vrsta polja {1} za {2} ne more biti edinstvena
DocType: Address,Address Title,Naslov Naslov
DocType: Website Settings,Footer Items,Noga Items
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,Meni
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,Dnevno
apps/frappe/frappe/config/users_and_permissions.py,User Roles,Uporabniške Vloge
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Nepremičnine Setter preglasi standardni DOCTYPE ali Field nepremičnine
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,Ne more posodobitev: Napačen / potekel link.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,Bolje dodati še nekaj črk ali drugo besedo
DocType: Auto Repeat,Repeat on Last Day of the Month,Ponovite zadnji dan v mesecu
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},Enkratna gesla (OTP) registracijska koda iz {}
DocType: DocField,Set Only Once,Nastavite samo enkrat
DocType: Email Queue Recipient,Email Queue Recipient,Email Queue Prejemnik
DocType: Address,Nagaland,Nagaland
DocType: Slack Webhook URL,Webhook URL,Spletni naslov URL-ja
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,Uporabniško ime {0} že obstaja
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,"{0}: Ne morem uvoziti kot {1}, ker ni uvozljiv"
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},Prišlo je do napake v vašem Naslov predlogo {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',{0} je neveljaven e-poštni naslov med »Prejemniki«
DocType: Footer Item,"target = ""_blank""",target = &quot;_blank&quot;
DocType: Workflow State,hdd,trdi disk
DocType: Integration Request,Host,Gostitelj
DocType: Data Import Beta,Import File,Uvozi datoteko
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,Stolpec <b>{0}</b> že obstaja.
DocType: ToDo,High,Visoka
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,Nov dogodek
DocType: S3 Backup Settings,Secret Access Key,Tajni dostopni ključ
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,Moški
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret je bil ponastavljen. Pri naslednji prijavi se zahteva ponovna registracija.
DocType: Communication,From Full Name,Od Polno ime
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},Nimate dostopa do Poročilo: {0}
DocType: User,Send Welcome Email,Pošlji Welcome Email
DocType: Assignment Rule User,Assignment Rule User,Uporabnik pravilo dodelitve
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,Odstrani filter
DocType: Web Form Field,Show in filter,Prikaži v filtru
DocType: Address,Daman and Diu,Daman in Diu
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,Projekt
DocType: Address,Personal,Osebni
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,Za podrobnosti glejte https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region.
apps/frappe/frappe/config/settings.py,Bulk Rename,Bulk Rename
DocType: Email Queue,Show as cc,Prikaži kot cc
DocType: DocField,Heading,Naslov
DocType: Workflow State,resize-vertical,resize-vertikalni
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,Vzemi video
DocType: Contact Us Settings,Introductory information for the Contact Us Page,Uvodne informacije za Kontakt Stran
DocType: Print Style,CSS,CSS
DocType: Workflow State,thumbs-down,thumbs-down
DocType: User,Send Notifications for Email threads,Pošlji obvestila za teme e-pošte
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,prof
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,Ni v načinu za razvijalce
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,Varnostno kopiranje datotek je pripravljeno
DocType: DocField,In Global Search,Globalno iskanje
DocType: System Settings,Brute Force Security,Brute Force Security
DocType: Workflow State,indent-left,alinea-levo
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,&gt; {0} year(s) ago,&gt; {0} leto nazaj
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,To je tvegano izbrisati to datoteko: {0}. Obrnite se na upravitelja sistema.
DocType: Currency,Currency Name,Valuta Ime
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,ni e-poštna sporočila
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,Povezava je potekla
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.","Povlecite dolžino na {0} za &#39;{1}&#39; v &#39;{2}&#39;; Nastavitev dolžine, kot je {3}, bo povzročilo ukinitev podatkov."
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,Izberite File Format
DocType: Report,Javascript,Javascript
DocType: File,Content Hash,Vsebina Hash
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Shrani JSON od zadnjih znanih različic različnih nameščenih aplikacij. Uporablja se za prikaz bankovce sproščanje.
DocType: Energy Point Rule,User Field,Uporabniško polje
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,Push Delete
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} že odjavljen za {1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,Niso odpravili
apps/frappe/frappe/desk/like.py,Liked,Všeč
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,Pošlji Zdaj
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","Standardna DOCTYPE ne more imeti privzeti format tiskanja, uporabite Prilagodi obrazec"
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","Standardna DOCTYPE ne more imeti privzeti format tiskanja, uporabite Prilagodi obrazec"
DocType: Report,Query,Poizvedba
DocType: Customize Form,Sort Order,Sort Order
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},&quot;V pogledu seznama&quot; ni dovoljen za tip {0} v vrstici {1}
DocType: Letter Head,Footer HTML,Footer HTML
DocType: Custom Field,Select the label after which you want to insert new field.,"Izberite oznako, po kateri želite vstaviti novo polje."
,Document Share Report,Dokument Share Report
DocType: Social Login Key,Base URL,Osnovni URL
DocType: User,Last Login,Zadnja prijava
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},Za polje {0} ni mogoče nastaviti &#39;Translatable&#39;
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,Stolpec
DocType: Chat Profile,Chat Profile,Profil klepeta
DocType: Custom Field,Adds a custom field to a DocType,Doda polje po meri za parameter DocType
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,Za potrditev zahteve kliknite spodnjo povezavo
DocType: File,Is Home Folder,Je Home Folder
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,Navbar slog
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} ni veljaven elektronski naslov
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,Izberite atleast 1 zapis za tiskanje
apps/frappe/frappe/core/doctype/has_role/has_role.py,User '{0}' already has the role '{1}',Uporabnik &quot;{0}&quot; že ima vlogo &quot;{1}&quot;
DocType: System Settings,Two Factor Authentication method,Dve metodi za avtentifikacijo faktorjev
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,First set the name and save the record.,Najprej nastavite ime in shranite zapis.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,5 Records,5 Zapisi
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Shared with {0},Delijo z {0}
apps/frappe/frappe/email/queue.py,Unsubscribe,Odjava
DocType: View Log,Reference Name,Referenca Ime
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,Spremeni uporabnika
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,Posodobi prevode
DocType: Error Snapshot,Exception,Izjema
DocType: Email Account,Use IMAP,Uporaba IMAP
DocType: Activity Log,Activity Log,Dnevnik aktivnosti
DocType: View Log,Viewed By,Gledano z
DocType: Integration Request,Authorized,pooblaščeni
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,Enotni Vrste imajo samo eno rekordno nobenih tabel povezane. Vrednosti so shranjeni v tabSingles
DocType: System Settings,Enable Password Policy,Omogoči politike geslo
DocType: System Settings,Enable Password Policy,Omogoči politike geslo
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Seznam kot [{ &quot;label&quot;: _ ( &quot;delovna mesta&quot;), &quot;pot&quot;: &quot;delovna mesta&quot;}]"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},Vrsta polja ni mogoče spremeniti za {0}
DocType: Workflow,Rules defining transition of state in the workflow.,"Pravila, ki določajo prehod države v delovni proces."
DocType: File,Folder,Mapa
DocType: Website Route Meta,Website Route Meta,Spletna stran Route Meta
DocType: DocField,Index,Index
DocType: Email Group,Newsletter Manager,Upravljalec glasil
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,Možnost 1
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} do {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,Prijava napake med prošenj.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} je bil uspešno dodan v skupino elektronskih naslovov.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,"Ne urejate glave, ki so v predlogi prednastavljene"
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Prijava kode za preverjanje iz {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,Zbrali ste {0} točk
DocType: Address,Uttar Pradesh,Uttar Pradesh
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,Opomba:
DocType: Address,Pondicherry,Pondicherry
DocType: Data Import,Import Status,Uvozni status
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},Načrtovano poslati {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,Bližnjice na strani
DocType: Kanban Board Column,Indicator,kazalnik
DocType: DocShare,Everyone,Vsakdo
DocType: Workflow State,backward,nazaj
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Samo eno pravilo dovoljeno z isto vlogo, ravnjo in {1}"
DocType: Email Queue,Add Unsubscribe Link,Dodaj povezavo za odjavo
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,Ni komentarjev. Začnite novo razpravo.
DocType: Workflow State,share,Delež
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,Nastavite številčenje zaporedij za transakcije.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,Konfigurirajte grafikone
DocType: User,Last IP,Zadnji IP
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,"Prosimo, dodajte predmet vašega e-poštnega naslova"
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,Nov dokument {0} je bil v skupni rabi z vami {1}.
DocType: Data Migration Connector,Data Migration Connector,Konektor za prenos podatkov
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} vrnjeno {1}
DocType: Email Account,Track Email Status,Sledi stanju e-pošte
DocType: Note,Notify Users On Every Login,Obvesti uporabnike na vsaki Prijava
DocType: Note,Notify Users On Every Login,Obvesti uporabnike na vsaki Prijava
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Cannot match column {0} with any field,Stolpec {0} se ne more ujemati z nobenim poljem
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,{0} zapisov je uspešno posodobljen.
DocType: PayPal Settings,API Password,API geslo
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,Vnesite modul python ali izberite vrsto konektorja
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,Fieldname ni nastavljen za meri Field
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,Zadnjič posodobil
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,Poglej Naročniki
