apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Mpya {} iliyotolewa kwa programu zifuatazo zinapatikana
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,Mhakiki wa juu
DocType: Data Migration Mapping,Remote Objectname,Jina la Kijijini
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Kama mazoezi bora, usiweke safu sawa ya sheria ya ruhusa kwa Wajibu tofauti. Badala yake, weka Roles nyingi kwa Mtumiaji sawa."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,Tafadhali thibitisha hatua yako kwa hati hii {0}.
DocType: Success Action,Next Actions HTML,Hatua Zifuatayo HTML
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,Unda Chapisho
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,Ongeza Washiriki
DocType: Web Page,Main Section (Markdown),Sehemu kuu (alama ya chini)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,Ripoti za barua pepe {0} tu zinaruhusiwa kwa mtumiaji
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Fieldtype {1} for {2} cannot be unique,{0}: Fieldtype {1} kwa {2} haiwezi kuwa ya kipekee
DocType: Address,Address Title,Kichwa cha Anwani
DocType: Website Settings,Footer Items,Vipindi vya vidogo
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,Menyu
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,Kila siku
apps/frappe/frappe/config/users_and_permissions.py,User Roles,Wajibu wa Mtumiaji
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,Setter ya Mali inakabiliwa na hati ya kawaida ya DocType au Field
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,Haiwezi Kurekebisha: Kiungo cha Haki / Muda.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,Bora kuongeza barua chache zaidi au neno lingine
DocType: Auto Repeat,Repeat on Last Day of the Month,Kurudia Siku ya Mwisho wa Mwezi
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},Msimbo wa Nambari ya Usalama wa Muda (OTP) kutoka kwa {}
DocType: DocField,Set Only Once,Weka mara moja tu
DocType: Email Queue Recipient,Email Queue Recipient,Mpokeaji wa Queue ya barua pepe
DocType: Address,Nagaland,Nagaland
DocType: Slack Webhook URL,Webhook URL,URL ya wavuti
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,Jina la mtumiaji {0} tayari lipo
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,{0}: Haiwezi kuweka kuagiza kama {1} haiwezi kuingizwa
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},Kuna hitilafu katika Kiolezo chako cha Anwani {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',{0} ni anwani ya barua pepe batili katika &#39;Wapokeaji&#39;
DocType: Footer Item,"target = ""_blank""",lengo = &quot;_blank&quot;
DocType: Workflow State,hdd,hdd
DocType: Integration Request,Host,Jeshi
DocType: Data Import Beta,Import File,Ingiza Picha
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,Safu <b>{0}</b> tayari iko.
DocType: ToDo,High,Juu
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,Tukio Jipya
DocType: S3 Backup Settings,Secret Access Key,Ufikiaji wa siri
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,Kiume
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,Siri ya OTP imewekwa tena. Usajili wa usajili utahitajika kwenye kuingia kwa pili.
DocType: Communication,From Full Name,Kutoka Jina Kamili
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},Huna upatikanaji wa Ripoti: {0}
DocType: User,Send Welcome Email,Tuma Barua pepe Karibu
DocType: Assignment Rule User,Assignment Rule User,Mtumiaji wa Utawala wa Ahadi
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,Ondoa Filter
DocType: Web Form Field,Show in filter,Onyesha kwenye kichujio
DocType: Address,Daman and Diu,Daman na Diu
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,Mradi
DocType: Address,Personal,Binafsi
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,Tazama.
apps/frappe/frappe/config/settings.py,Bulk Rename,Wingi Bunda
DocType: Email Queue,Show as cc,Onyesha kama cc
DocType: DocField,Heading,Kichwa
DocType: Workflow State,resize-vertical,resize-wima
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,Chukua Video
DocType: Contact Us Settings,Introductory information for the Contact Us Page,Maelezo ya utangulizi kwa Ukurasa wa Wasiliana Nasi
DocType: Print Style,CSS,CSS
DocType: Workflow State,thumbs-down,thumbs-down
DocType: User,Send Notifications for Email threads,Tuma Arifa za nyuzi za barua pepe
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,Prof
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,Sio katika Mfumo wa Msanidi Programu
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,Faili ya kuhifadhi ni tayari
DocType: DocField,In Global Search,Katika Utafutaji wa Global
DocType: System Settings,Brute Force Security,Usalama wa Kibiti cha Nguvu
DocType: Workflow State,indent-left,indent-kushoto
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,Ni hatari kufuta faili hii: {0}. Tafadhali wasiliana na Meneja wa Mfumo wako.
DocType: Currency,Currency Name,Jina la Fedha
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,Hakuna Barua pepe
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,Kiungo Umemalizika
apps/frappe/frappe/database/schema.py,"Reverting length to {0} for '{1}' in '{2}';
							Setting the length as {3} will cause truncation of data.",Inarudi urefu kwa {0} kwa &#39;{1}&#39; katika &#39;{2}&#39;; Kuweka urefu kama {3} kutasababisha truncation ya data.
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,Chagua Faili ya Picha
DocType: Report,Javascript,Javascript
DocType: File,Content Hash,Hash ya Maudhui
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Inahifadhi JSON ya matoleo ya mwisho ya programu mbalimbali zilizowekwa. Inatumika kuonyesha maelezo ya kutolewa.
DocType: Energy Point Rule,User Field,Sehemu ya Watumiaji
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,Push Futa
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} tayari hakujiandikisha kwa {1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,Haikuondoa
apps/frappe/frappe/desk/like.py,Liked,Imependekezwa
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,Tuma Sasa
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","DocType ya kawaida haiwezi kuwa na muundo wa kuchapisha chaguo-msingi, tumia Customize Form"
DocType: Report,Query,Swala
DocType: Customize Form,Sort Order,Panga Utaratibu
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},&#39;Katika Orodha ya Orodha&#39; hairuhusiwi kwa aina {0} mfululizo {1}
DocType: Letter Head,Footer HTML,HTML ya HTML
DocType: Custom Field,Select the label after which you want to insert new field.,Chagua lebo baada ya ambayo unataka kuingiza shamba jipya.
,Document Share Report,Ripoti ya Shiriki ya Hati
DocType: Social Login Key,Base URL,URL ya Msingi
DocType: User,Last Login,Mwisho Ingia
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},Huwezi kuweka &#39;Translatable&#39; kwa shamba {0}
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,Safu
DocType: Chat Profile,Chat Profile,Ongea Profaili
DocType: Custom Field,Adds a custom field to a DocType,Inaongeza shamba la desturi kwa DocType
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,Bonyeza kwenye kiunga kilicho chini ili kuthibitisha ombi lako
DocType: File,Is Home Folder,Ni Folda ya Nyumbani
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,Mtindo wa Navbar
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} sio anwani ya barua pepe halali
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,Chagua rekodi 1 ya uchapishaji
apps/frappe/frappe/core/doctype/has_role/has_role.py,User '{0}' already has the role '{1}',Mtumiaji &#39;{0}&#39; tayari ana jukumu &#39;{1}&#39;
DocType: System Settings,Two Factor Authentication method,Njia mbili za uthibitishaji
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,First set the name and save the record.,Kwanza kuweka jina na uhifadhi rekodi.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,5 Records,Rekodi 5
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Shared with {0},Imeshirikiwa na {0}
apps/frappe/frappe/email/queue.py,Unsubscribe,Jiondoe
DocType: View Log,Reference Name,Jina la Kumbukumbu
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,Badilisha Mtumiaji
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,Sasisha Tafsiri
DocType: Error Snapshot,Exception,Uzoefu
DocType: Email Account,Use IMAP,Tumia IMAP
DocType: Activity Log,Activity Log,Ingia ya Shughuli
DocType: View Log,Viewed By,Imeonekana
DocType: Integration Request,Authorized,Imeidhinishwa
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,Aina za Pekee zina rekodi moja tu hakuna meza inayohusishwa. Maadili huhifadhiwa kwenye vidokezo vya kichupo
DocType: System Settings,Enable Password Policy,Wezesha Sera ya Nywila
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Weka kama [{&quot;label&quot;: _ (&quot;Kazi&quot;), &quot;njia&quot;: &quot;kazi&quot;}]"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},Aina ya shamba haiwezi kubadilishwa kwa {0}
DocType: Workflow,Rules defining transition of state in the workflow.,Kanuni zinazoelezea mpito wa hali katika kazi ya kazi.
DocType: File,Folder,Folda
DocType: Website Route Meta,Website Route Meta,Njia ya Wavuti
DocType: DocField,Index,Nambari
DocType: Email Group,Newsletter Manager,Meneja wa jarida
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,Chaguo 1
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} kwa {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,Ingia kosa wakati wa maombi.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} imeongezwa kwa ufanisi kwa Kikundi cha Barua pepe.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,Usihariri kichwa ambacho kinawekwa katika template
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Kanuni ya uthibitisho wa kuingia kutoka {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,Umepata alama {0}
DocType: Address,Uttar Pradesh,Uttar Pradesh
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,Kumbuka:
DocType: Address,Pondicherry,Pondicherry
DocType: Data Import,Import Status,Hali ya Kuingiza
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},Imepangwa kutuma kwa {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,Njia za mkato
DocType: Kanban Board Column,Indicator,Kiashiria
DocType: DocShare,Everyone,Kila mtu
DocType: Workflow State,backward,nyuma
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Utawala mmoja tu unaruhusiwa kwa Wajibu sawa, Kiwango na {1}"
DocType: Email Queue,Add Unsubscribe Link,Ongeza Kiungo cha Kuondoa
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,Hakuna maoni bado. Anza majadiliano mapya.
DocType: Workflow State,share,kushiriki
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,Weka mfululizo wa hesabu kwa shughuli.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,Sanidi chati
DocType: User,Last IP,IP ya mwisho
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,Tafadhali ongeza suala la barua pepe yako
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,Hati mpya {0} imeshirikiwa nawe {1}.
DocType: Data Migration Connector,Data Migration Connector,Connector Connection Connector
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} ilibadilishwa {1}
DocType: Email Account,Track Email Status,Fuatilia Hali ya barua pepe
DocType: Note,Notify Users On Every Login,Wajulishe Watumiaji Kila Kila Ingia
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Cannot match column {0} with any field,Haiwezi kulinganisha safu wima {0} na uwanja wowote
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,Imesasisha kwa mafanikio rekodi za {0}.
DocType: PayPal Settings,API Password,Nenosiri la API
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,Ingiza moduli ya python au chagua aina ya kontakt
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,Jina la majina haliwekwa kwa Shamba la Desturi
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,Iliyotakiwa ya mwisho
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,Angalia Wajili
apps/frappe/frappe/public/js/frappe/form/print.js,"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",Uchapishaji wa PDF kupitia &quot;Printa Mbichi&quot; bado haujatekelezwa. Tafadhali ondoa ramani ya printa katika Mipangilio ya Printa na ujaribu tena.
DocType: Webhook,after_insert,baada ya_kufungua
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,Haiwezi kufuta faili kama ni ya {0} {1} ambayo huna ruhusa
DocType: Website Theme,Custom JS,JS ya kawaida
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,Bi
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,Rangi ya asili
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,Kulikuwa na makosa wakati wa kutuma barua pepe. Tafadhali jaribu tena.
DocType: Portal Settings,Portal Settings,Mipangilio ya Portal
DocType: Review Level,Level Name,Jina la kiwango
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},Haiwezi kurejesha {0}
DocType: Data Migration Mapping,Mapping,Ramani
DocType: Web Page,0 is highest,0 ni ya juu
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,Tafadhali wezesha programu za matangazo kwenye kivinjari chako
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,Una uhakika unataka kuzungumza mawasiliano hii na {0}?
DocType: Print Settings,Server IP,IP Server
DocType: Email Queue,Attachments,Viambatisho
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,Huna ruhusa ya kufikia hati hii
DocType: Language,Language Name,Jina la Lugha
DocType: Email Group Member,Email Group Member,Mjumbe wa Kikundi cha barua pepe
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,Akaunti yako imefungwa na itaanza baada ya {0} sekunde
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,Vidokezo vya mtumiaji hutumiwa kupunguza watumiaji kwa rekodi maalum.
DocType: Notification,Value Changed,Thamani imebadilishwa
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},Jina la Duplicate {0} {1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,Jaribu tena
DocType: Contact Phone,Number,Nambari
DocType: Web Form Field,Web Form Field,Fomu ya Fomu ya Mtandao
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,Una ujumbe mpya kutoka:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,Badilisha HTML
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,Tafadhali ingiza URL ya Kurekebisha
apps/frappe/frappe/core/doctype/language/language.py,"{0} must begin and end with a letter and can only contain letters,
				hyphen or underscore.","{0} lazima ianze na kuishia na herufi na inaweza tu kuwa na herufi, hyphen au chini."
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,Rejesha Ruhusa za awali
DocType: Address,Shop,Duka
DocType: DocField,Button,Button
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,{0} sasa ni muundo wa kuchapisha wa msingi wa {1} doctype
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,Nguzo zilizohifadhiwa
DocType: Email Account,Default Outgoing,Default Inatoka
DocType: Workflow State,play,kucheza
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,Bofya kwenye kiungo hapa chini ili kukamilisha usajili wako na kuweka nenosiri mpya
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not add,Haikuongeza
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Accounts Assigned,Hakuna Hesabu za Barua pepe zilizowekwa
DocType: S3 Backup Settings,eu-west-2,eu-magharibi-2
DocType: Contact Us Settings,Contact Us Settings,Wasiliana Nasi Mipangilio
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Inatafuta ...
DocType: Workflow State,text-width,upana wa maandishi
apps/frappe/frappe/public/js/frappe/form/form.js,Maximum Attachment Limit for this record reached.,Kiambatisho cha Maximum Limit kwa rekodi hii imefikia.
apps/frappe/frappe/public/js/frappe/file_uploader/FileBrowser.vue,Search by filename or extension,Tafuta kwa jina la faili au kiendelezi
DocType: Notification,View Properties (via Customize Form),Tazama Mali (kupitia Fomu ya Customize)
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Click on a file to select it.,Bonyeza kwenye faili ili uchague.
DocType: Note Seen By,Note Seen By,Angalia Kuonekana Kwa
apps/frappe/frappe/utils/password_strength.py,Try to use a longer keyboard pattern with more turns,Jaribu kutumia ruwaza ya kibodi ya muda mrefu na zamu zaidi
,LeaderBoard,Kiongozi wa Viongozi
DocType: DocType,Default Sort Order,Mpangilio wa Chaguo Mbadala
DocType: Address,Rajasthan,Rajasthan
DocType: Email Template,Email Reply Help,Barua pepe Msaada Msaada
apps/frappe/frappe/core/doctype/report/report.js,Report Builder reports are managed directly by the report builder. Nothing to do.,Ripoti za wajenzi wa Ripoti zinasimamiwa moja kwa moja na wajenzi wa ripoti. Kitu cha kufanya.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please verify your Email Address,Tafadhali thibitisha Anwani yako ya barua pepe
apps/frappe/frappe/model/document.py,none of,hakuna
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Add Fields,Ongeza Mashamba
apps/frappe/frappe/public/js/frappe/views/communication.js,Send Me A Copy,Nitumie Nakala
DocType: Dropbox Settings,App Secret Key,Siri ya Programu ya Programu
DocType: Webhook,on_submit,juu ya_kutuma
apps/frappe/frappe/config/website.py,Web Site,Tovuti ya wavuti
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0} cannot be set for Single types,{0} haiwezi kuweka kwa aina za Single
DocType: Data Import,Data Import,Kuingiza Data
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Configure Chart,Sanidi Chati
apps/frappe/frappe/public/js/frappe/form/sidebar/form_viewers.js,{0} are currently viewing this document,{0} kwa sasa wanaangalia hati hii
DocType: ToDo,Assigned By Full Name,Imewekwa na Jina Kamili
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,{0} updated,{0} updated
apps/frappe/frappe/core/doctype/doctype/doctype.py,Report cannot be set for Single types,Ripoti haiwezi kuweka kwa aina za Single
apps/frappe/frappe/public/js/frappe/list/list_view.js,Share URL,Shiriki URL
DocType: System Settings,Allow Consecutive Login Attempts ,Ruhusu Majaribio ya Ingia ya Kuzingatia
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,An error occured during the payment process. Please contact us.,Hitilafu imetokea wakati wa mchakato wa malipo. Tafadhali wasiliana nasi.
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} days ago,{0} siku zilizopita
DocType: Email Account,Awaiting Password,Inasubiri nenosiri
DocType: Address,Address Line 1,Anwani ya Anwani 1
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Descendants Of,Si Wazazi
DocType: Contact,Company Name,jina la kampuni
DocType: Custom DocPerm,Role,Wajibu
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Settings...,Mipangilio ...
apps/frappe/frappe/templates/emails/delete_data_confirmation.html, to your browser,kwa kivinjari chako
apps/frappe/frappe/utils/data.py,Cent,Cent
,Recorder,Rekodi
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Compose Email,Kuandika barua pepe
apps/frappe/frappe/config/settings.py,"States for workflow (e.g. Draft, Approved, Cancelled).","Mataifa kwa ajili ya kazi ya kazi (kwa mfano Rasimu, Imeidhinishwa, Imepigwa)."
DocType: Print Settings,Allow Print for Draft,Ruhusu Chapisha kwa Rasimu
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Set Quantity,Weka Wingi
apps/frappe/frappe/public/js/frappe/form/form.js,Submit this document to confirm,Tuma hati hii ili kuthibitisha
DocType: Contact,Unsubscribed,Haijaondolewa
apps/frappe/frappe/config/users_and_permissions.py,Set custom roles for page and report,Weka majukumu ya desturi ya ukurasa na ripoti
DocType: Braintree Settings,Merchant ID,Kitambulisho cha Wafanyabiashara
apps/frappe/frappe/public/js/frappe/utils/rating_icons.html,Rating: ,Upimaji:
DocType: Address,Dadra and Nagar Haveli,Dadra na Nagar Haveli
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Attach Your Picture,Weka picha yako
apps/frappe/frappe/core/doctype/version/version_view.html,Row Values Changed,Vipimo vya Row vilibadilishwa
DocType: Workflow State,Stop,Kukomesha
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,Unganisha kwenye ukurasa unataka kufungua. Acha tupu ikiwa unataka kuwa mzazi wa kikundi.
DocType: DocType,Is Single,Ni Mmoja
apps/frappe/frappe/core/doctype/user/user.py,Sign Up is disabled,Ishara imezimwa
apps/frappe/frappe/email/queue.py,{0} has left the conversation in {1} {2},{0} imesalia mazungumzo katika {1} {2}
DocType: Access Log,Show Document,Onyesha Hati
DocType: Blogger,User ID of a Blogger,Kitambulisho cha Mtumiaji wa Blogger
apps/frappe/frappe/core/doctype/user/user.py,There should remain at least one System Manager,Kuna lazima kubaki angalau Meneja wa Mfumo mmoja
DocType: GCalendar Account,Authorization Code,Kanuni ya Uidhinishaji
DocType: PayPal Settings,Mention transaction completion page URL,Taja URL ya kukamilisha ukurasa wa shughuli
DocType: Help Article,Expert,Mtaalam
DocType: Workflow State,circle-arrow-right,mduara-arrow-kulia
DocType: Role Profile,Role Profile,Profaili ya Wajibu
apps/frappe/frappe/permissions.py,Document Type is not importable,Aina ya Hati haiingiliwi
DocType: LDAP Settings,LDAP Server Url,Url ya Server LDAP
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open instance when its {0} is open,Haiwezi kufungua mfano wakati {0} yake imefunguliwa
apps/frappe/frappe/printing/doctype/letter_head/letter_head.py,Header HTML set from attachment {0},HTML iliyowekwa kichwa kutoka kwa kiambatisho {0}
apps/frappe/frappe/config/desktop.py,Customization,Ubinafsishaji
DocType: LDAP Settings,Organizational Unit for Users,Sehemu ya Asasi kwa Watumiaji
,Transaction Log Report,Ripoti ya Ripoti ya Shughuli
DocType: Custom DocPerm,Custom DocPerm,Nyaraka ya DocPerm
DocType: Newsletter,Send Unsubscribe Link,Tuma kiungo cha kujiondoa
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,There are some linked records which needs to be created before we can import your file. Do you want to create the following missing records automatically?,Kuna rekodi kadhaa zilizounganishwa ambazo zinahitaji kuunda kabla hatujaingiza faili yako. Je! Unataka kuunda rekodi zifuatazo za kukosa moja kwa moja?
DocType: Access Log,Method,Njia
DocType: Report,Script Report,Ripoti ya Hati
DocType: OAuth Authorization Code,Scopes,Vipimo
DocType: About Us Settings,Company Introduction,Utangulizi wa Kampuni
DocType: User,Last Password Reset Date,Tarehe ya Mwisho ya Siri
DocType: DocField,Length,Urefu
apps/frappe/frappe/config/settings.py,Restore or permanently delete a document.,Kurudia au kufuta hati kabisa.
apps/frappe/frappe/chat/doctype/chat_profile/chat_profile.py,Chat Profile for User {0} exists.,Profaili ya Ongea kwa Mtumiaji {0} ipo.
apps/frappe/frappe/public/js/frappe/social/components/PostSidebar.vue,Frequently Visited Links,Viungo vya Kutembelewa Mara kwa mara
DocType: Notification,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Ili kuongeza somo la nguvu, tumia tags za jinja kama <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/frappe/frappe/desk/search.py,Invalid Search Field {0},Siri ya Utafutaji batili {0}
DocType: User,Modules HTML,Modules HTML
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Allow Google Calendar Access,Ruhusu Ufikiaji wa Kalenda ya Google
DocType: Assignment Rule,Higher priority rule will be applied first,Utawala wa kipaumbele cha juu utatumika kwanza
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Fuatilia ikiwa barua pepe yako imefunguliwa na mpokeaji. <br> Kumbuka: Ikiwa unatuma kwa wapokeaji wengi, hata kama mpokeaji 1 anaisoma barua pepe, itachukuliwa kuwa &quot;Ilifunguliwa&quot;"
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Missing Values Required,Maadili Yanayopoteza Inahitajika
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Allow Google Contacts Access,Ruhusu Ufikiaji wa Anwani za Google
DocType: Data Migration Connector,Frappe,Frappe
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Unread,Andika kama haijasomwa
DocType: Activity Log,Operation,Uendeshaji
DocType: Customize Form,Change Label (via Custom Translation),Badilisha Lebo (kupitia Tafsiri ya Desturi)
apps/frappe/frappe/share.py,No permission to {0} {1} {2},Hakuna kibali cha {0} {1} {2}
DocType: Address,Permanent,Kudumu
apps/frappe/frappe/public/js/frappe/form/workflow.js,Note: Other permission rules may also apply,Kumbuka: Sheria nyingine za ruhusa zinaweza pia kutumika
DocType: Assignment Rule,Unassign Condition,Hali isiyojali
apps/frappe/frappe/templates/emails/print_link.html,View this in your browser,Tazama hili katika kivinjari chako
DocType: DocType,Parent Field (Tree),Shamba la Mzazi (Mti)
DocType: DocType,Search Fields,Mashamba ya Utafutaji
