apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,নিম্নলিখিত অ্যাপ্লিকেশনের জন্য নতুন {} রিলিজ পাওয়া যায়
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,1 comment,1 টি মন্তব্য
DocType: Website Slideshow,"Note: For best results,  images must be of the same size and width must be greater than height.","দ্রষ্টব্য: সেরা ফলাফলের জন্য, চিত্রগুলি একই আকারের এবং প্রস্থের দৈর্ঘ্যের চেয়ে বেশি হওয়া উচিত।"
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,viewed,দেখা
DocType: Notification,Days Before,দিন আগে
apps/frappe/frappe/desk/doctype/event/event.py,Daily Events should finish on the Same Day.,প্রতিদিনের ইভেন্টগুলি একই দিনে সমাপ্ত হওয়া উচিত।
apps/frappe/frappe/core/page/dashboard/dashboard.js,Edit...,সম্পাদনা করুন ...
DocType: Workflow State,volume-down,শব্দ কম
apps/frappe/frappe/auth.py,Access not allowed from this IP Address,এই আইপি ঠিকানা থেকে অ্যাক্সেসের অনুমতি নেই
apps/frappe/frappe/desk/reportview.py,No Tags,কোন ট্যাগ
DocType: Email Account,Send Notification to,বিজ্ঞপ্তি পাঠাতে
DocType: DocField,Collapsible,বন্ধ হইতে সক্ষম
DocType: Translation,Saved,সংরক্ষিত
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Options for select. Each option on a new line.,নির্বাচন করার জন্য বিকল্প. একটি নতুন লাইন প্রতিটি বিকল্প.
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Cancel {0}?,স্থায়ীভাবে বাতিল {0}?
DocType: Workflow State,music,সঙ্গীত
apps/frappe/frappe/www/qrcode.html,QR Code,QR কোড
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,No records deleted,কোনও রেকর্ড মোছা হয়নি
apps/frappe/frappe/email/doctype/notification/notification.js,Last Modified Date,সর্বশেষ সংশোধিত তারিখ
DocType: Chat Profile,Settings,সেটিংস
DocType: Print Format,Style Settings,স্টাইল সেটিংস
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Filter By,দ্বারা ফিল্টার
apps/frappe/frappe/database/database.py,No conditions provided,কোনও শর্ত সরবরাহ করা হয়নি
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Y Axis Fields,Y অক্ষ ক্ষেত্র
apps/frappe/frappe/core/doctype/doctype/doctype.py,Sort field {0} must be a valid fieldname,বাছাই ক্ষেত্র {0} একটি বৈধ FIELDNAME হবে
apps/frappe/frappe/public/js/frappe/list/base_list.js,More,অধিক
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Create a new record,একটি নতুন রেকর্ড তৈরি করুন
DocType: Contact,Sales Manager,বিক্রয় ব্যবস্থাপক
apps/frappe/frappe/public/js/frappe/model/model.js,Rename,পুনঃনামকরণ
DocType: Print Format,Format Data,বিন্যাসে তথ্য
DocType: List Filter,Filter Name,ফিল্টার নাম
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Like,মত
DocType: Assignment Rule,Automation,স্বয়ংক্রিয়তা
DocType: Google Drive,Last Backup On,সর্বশেষ ব্যাকআপ চালু
DocType: Customize Form Field,Customize Form Field,ফরম ক্ষেত্র কাস্টমাইজ
DocType: Energy Point Rule,For Document Event,নথি ইভেন্টের জন্য
DocType: Website Settings,Chat Room Name,রুম নাম চ্যাট করুন
DocType: OAuth Client,Grant Type,গ্রান্ট প্রকার
apps/frappe/frappe/config/users_and_permissions.py,Check which Documents are readable by a User,কোনো ব্যবহারকারীর দ্বারা পাঠযোগ্য যা দস্তাবেজ চেক
DocType: Deleted Document,Hub Sync ID,হাব সিঙ্ক আইডি
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,use % as wildcard,ওয়াইল্ডকার্ড হিসেবে% ব্যবহার
DocType: Auto Repeat,Quarterly,ত্রৈমাসিক
apps/frappe/frappe/email/doctype/email_account/email_account.js,"Email Domain not configured for this account, Create one?","ইমেল ডোমেন এই অ্যাকাউন্টের জন্য কনফিগার করা না থাকে, এক তৈরি করতে চান?"
DocType: User,Reset Password Key,পাসওয়ার্ড রিসেট করুন কী
apps/frappe/frappe/model/workflow.py,Illegal Document Status for {0},{0} জন্য অবৈধ দস্তাবেজ স্থিতি
DocType: Email Account,Enable Auto Reply,অটো উত্তর সক্রিয়
apps/frappe/frappe/core/doctype/error_log/error_log_list.js,Not Seen,দেখা যায় না
apps/frappe/frappe/public/js/frappe/form/print.js,Cannot have multiple printers mapped to a single print format.,একক মুদ্রণ ফর্ম্যাটে একাধিক প্রিন্টার ম্যাপ করা যায় না।
DocType: Workflow State,zoom-in,প্রসারিত করো
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,Reference DocType and Reference Name are required,রেফারেন্স DOCTYPE ও রেফারেন্স প্রয়োজন নাম
apps/frappe/frappe/utils/jinja.py,Syntax error in template,টেম্পলেটের বাক্যগঠন ত্রুটি
DocType: DocField,Width,প্রস্থ
apps/frappe/frappe/public/js/frappe/views/communication.js,Message clipped,বার্তা ক্লিপড
DocType: Email Account,Notify if unreplied,Unreplied যদি অবহিত
apps/frappe/frappe/www/qrcode.html,Scan the QR Code and enter the resulting code displayed.,QR কোড স্ক্যান করুন এবং প্রদর্শিত কোডটি প্রদর্শিত হবে।
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Enable Gradients,গ্রেডিয়েন্টগুলি সক্ষম করুন
DocType: System Settings,Minimum Password Score,নূন্যতম পাসওয়ার্ড স্কোর
DocType: DocType,Fields,ক্ষেত্রসমূহ
DocType: System Settings,Your organization name and address for the email footer.,ইমেল পাদচরণ জন্য আপনার প্রতিষ্ঠানের নাম ও ঠিকানা.
apps/frappe/frappe/core/doctype/data_import/importer.py,Parent Table,মূল ছক
apps/frappe/frappe/integrations/doctype/s3_backup_settings/s3_backup_settings.js,S3 Backup complete!,S3 ব্যাকআপ সম্পূর্ণ!
apps/frappe/frappe/config/desktop.py,Developer,ডেভেলপার
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,Created,নির্মিত
apps/frappe/frappe/website/doctype/website_settings/website_settings.py,{0} in row {1} cannot have both URL and child items,{0} সারিতে {1} উভয় URL এবং সন্তানের আইটেম থাকতে পারে না
apps/frappe/frappe/core/doctype/data_import/importer_new.py,There should be atleast one row for the following tables: {0},নিম্নলিখিত টেবিলগুলির জন্য কমপক্ষে একটি সারি থাকা উচিত: {0}
DocType: Print Format,Default Print Language,ডিফল্ট মুদ্রণ ভাষা
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Ancestors Of,পূর্বপুরুষদের
apps/frappe/frappe/utils/nestedset.py,Root {0} cannot be deleted,{0} রুট মোছা যাবে না
apps/frappe/frappe/website/doctype/blog_post/blog_post.py,No comments yet,এখনো কোন মন্তব্য নেই
apps/frappe/frappe/core/doctype/system_settings/system_settings.py,"Please setup SMS before setting it as an authentication method, via SMS Settings",এসএমএস সেটিংস এর মাধ্যমে এটি একটি প্রমাণীকরণ পদ্ধতি হিসাবে সেট করার আগে এসএমএস সেট আপ করুন
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Both DocType and Name required,প্রয়োজন উভয় DOCTYPE এবং নাম
apps/frappe/frappe/model/document.py,Cannot change docstatus from 1 to 0,1 থেকে 0 থেকে docstatus পরিবর্তন করা যাবে না
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,You do not have enough points,আপনার পর্যাপ্ত পয়েন্ট নেই
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.js,Take Backup Now,এখন ব্যাকআপ নিন
DocType: Contact,Open,খোলা
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,যুক্তরাষ্ট্র উপর ক্রিয়া এবং পরবর্তী পদক্ষেপ এবং অনুমোদিত ভূমিকা নির্ধারণ করে.
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top Reviewer,শীর্ষ পর্যালোচক
DocType: Data Migration Mapping,Remote Objectname,দূরবর্তী বস্তু নাম
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","একটি ভাল অভ্যাস হিসেবে, বিভিন্ন ভূমিকা অনুমতি নিয়ম একই সেট ধার্য না. পরিবর্তে, একই ব্যবহারকারী যাও একাধিক ভূমিকা পালন করে."
apps/frappe/frappe/www/confirm_workflow_action.html,Please confirm your action to {0} this document.,দয়া করে এই ডকুমেন্টটি {0} -এ আপনার ক্রিয়াটি নিশ্চিত করুন।
DocType: Success Action,Next Actions HTML,পরবর্তী পদক্ষেপ এইচটিএমএল
apps/frappe/frappe/public/js/frappe/social/social_home.js,Create Post,পোস্ট তৈরি করুন
apps/frappe/frappe/desk/doctype/event/event.js,Add Participants,অংশগ্রহণকারীদের যোগ করুন
DocType: Web Page,Main Section (Markdown),প্রধান বিভাগ (মার্কডাউন)
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.py,Only {0} emailed reports are allowed per user,শুধু {0} ইমেল রিপোর্ট ব্যবহারকারী প্রতি অনুমতি দেওয়া হয়
DocType: Address,Address Title,ঠিকানা শিরোনাম
DocType: Website Settings,Footer Items,পাদলেখ চলছে
apps/frappe/frappe/public/js/frappe/ui/page.html,Menu,মেনু
DocType: DefaultValue,DefaultValue,DefaultValue
DocType: Auto Repeat,Daily,দৈনিক
apps/frappe/frappe/config/users_and_permissions.py,User Roles,ব্যবহারকারী ভূমিকা
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,প্রপার্টি সেটার একটি স্ট্যান্ডার্ড DOCTYPE বা ক্ষেত্র সম্পত্তি অগ্রাহ্য করা
apps/frappe/frappe/core/doctype/user/user.py,Cannot Update: Incorrect / Expired Link.,আপডেট করতে পারবেন না: ভুল / মেয়াদউত্তীর্ণ লিংক.
apps/frappe/frappe/utils/password_strength.py,Better add a few more letters or another word,ভালো আরো কয়েকটি অক্ষর বা অন্য শব্দ যোগ
DocType: Auto Repeat,Repeat on Last Day of the Month,মাসের শেষ দিনে পুনরাবৃত্তি করুন
apps/frappe/frappe/twofactor.py,One Time Password (OTP) Registration Code from {},এক সময় পাসওয়ার্ড (OTP) থেকে নিবন্ধন কোড {}
DocType: DocField,Set Only Once,শুধু একবার সেট
DocType: Email Queue Recipient,Email Queue Recipient,ইমেল সারি প্রাপক
DocType: Address,Nagaland,নাগাল্যান্ডের
DocType: Slack Webhook URL,Webhook URL,ওয়েবহুক URL
apps/frappe/frappe/core/doctype/user/user.py,Username {0} already exists,ইউজারনেম {0} আগে থেকেই আছে
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set import as {1} is not importable,{0}: {1} আমদানিযোগ্য নয় হিসাবে আমদানি সেট করা যায় না
apps/frappe/frappe/contacts/doctype/address/address.py,There is an error in your Address Template {0},আপনার ঠিকানা টেমপ্লেট মধ্যে একটি ত্রুটি আছে {0}
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} is an invalid email address in 'Recipients',{0} &#39;প্রাপকদের&#39; একটি অবৈধ ইমেল ঠিকানা
DocType: Footer Item,"target = ""_blank""",টার্গেট = &quot;_blank&quot;
DocType: Workflow State,hdd,HDD
DocType: Integration Request,Host,নিমন্ত্রণকর্তা
DocType: Data Import Beta,Import File,ফাইল আমদানি
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column <b>{0}</b> already exist.,কলাম <b>{0}</b> ইতিমধ্যে বিদ্যমান.
DocType: ToDo,High,উচ্চ
apps/frappe/frappe/public/js/frappe/form/templates/timeline.html,New Event,নতুন ঘটনা
DocType: S3 Backup Settings,Secret Access Key,গোপন অ্যাক্সেস কী
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Male,পুরুষ
apps/frappe/frappe/core/doctype/user/user.py,OTP Secret has been reset. Re-registration will be required on next login.,OTP সিক্রেট রিসেট করা হয়েছে। পরবর্তী লগইনতে পুনরায় নিবন্ধীকরণের প্রয়োজন হবে।
DocType: Communication,From Full Name,পূর্ণ নাম থেকে
apps/frappe/frappe/desk/query_report.py,You don't have access to Report: {0},আপনি রিপোর্ট করতে এক্সেস আছে না: {0}
DocType: User,Send Welcome Email,স্বাগতম ইমেইল পাঠান
DocType: Assignment Rule User,Assignment Rule User,নিয়োগের বিধি ব্যবহারকারী
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Remove Filter,ফিল্টার অপসারণ
DocType: Web Form Field,Show in filter,ফিল্টার দেখান
DocType: Address,Daman and Diu,দমন ও দিউ
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Project,প্রকল্প
DocType: Address,Personal,ব্যক্তিগত
DocType: S3 Backup Settings,See https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region for details.,বিশদের জন্য https://docs.aws.amazon.com/de_de/general/latest/gr/rande.html#s3_region দেখুন।
apps/frappe/frappe/config/settings.py,Bulk Rename,বাল্ক পুনঃনামকরণ
DocType: Email Queue,Show as cc,সিসি হিসেবে দেখান
DocType: DocField,Heading,শীর্ষক
DocType: Workflow State,resize-vertical,পুনরায় আকার-উল্লম্ব
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Video,ভিডিওটি নিন
DocType: Contact Us Settings,Introductory information for the Contact Us Page,আমাদের সাথে যোগাযোগ করুন পৃষ্ঠা জন্য পরিচায়ক তথ্য
DocType: Print Style,CSS,সিএসএস
DocType: Workflow State,thumbs-down,হতাশা
DocType: User,Send Notifications for Email threads,ইমেল থ্রেডের জন্য বিজ্ঞপ্তি প্রেরণ করুন
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Prof,অধ্যাপক
apps/frappe/frappe/core/doctype/page/page.py,Not in Developer Mode,না বিকাশকারী মোডে
apps/frappe/frappe/desk/page/backups/backups.py,File backup is ready,ফাইল ব্যাকআপ প্রস্তুত
DocType: DocField,In Global Search,বৈশ্বিক অনুসন্ধান
DocType: System Settings,Brute Force Security,ব্রাউন ফোর্স নিরাপত্তা
DocType: Workflow State,indent-left,ইন্ডেন্ট-বাম
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,&gt; {0} year(s) ago,&gt; {0} বছর আগে
apps/frappe/frappe/utils/file_manager.py,It is risky to delete this file: {0}. Please contact your System Manager.,এটা এই ফাইলটি মোছার জন্য ঝুঁকিপূর্ণ: {0}. আপনার সিস্টেম ম্যানেজার সাথে যোগাযোগ করুন.
DocType: Currency,Currency Name,মুদ্রার নাম
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Emails,কোন ইমেল
apps/frappe/frappe/workflow/doctype/workflow_action/workflow_action.py,Link Expired,লিংক মেয়াদ শেষ
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Select File Format,ফাইল বিন্যাস নির্বাচন করুন
DocType: Report,Javascript,জাভাস্ক্রিপ্ট
DocType: File,Content Hash,বিষয়বস্তু হ্যাশ
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,দোকান বিভিন্ন ইনস্টল Apps এর সর্বশেষ সংস্করণ JSON. এটা রিলিজ নোট দেখানোর জন্য ব্যবহৃত হয়.
DocType: Energy Point Rule,User Field,ব্যবহারকারী ক্ষেত্র
DocType: DocType,MyISAM,MyISAM
DocType: Data Migration Run,Push Delete,মুছুন মুছুন
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py,{0} already unsubscribed for {1} {2},{0} জন্য ইতিমধ্যে আন-সাবস্ক্রাইব {1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not remove,অপসারণ করা হয়নি
apps/frappe/frappe/desk/like.py,Liked,পছন্দ
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Send Now,এখন পাঠান
apps/frappe/frappe/core/doctype/doctype/doctype.py,"Standard DocType cannot have default print format, use Customize Form","স্ট্যান্ডার্ড DOCTYPE ডিফল্ট মুদ্রণ বিন্যাসে থাকতে পারে না, কাস্টমাইজ ফর্মটি ব্যবহার"
DocType: Report,Query,প্রশ্ন
DocType: Customize Form,Sort Order,সজ্জাক্রম
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,'In List View' not allowed for type {0} in row {1},সারি {1} এর টাইপ {0} জন্য 'তালিকা দেখুন' অনুমোদিত নয়
DocType: Letter Head,Footer HTML,পাদদেশ HTML
DocType: Custom Field,Select the label after which you want to insert new field.,"আপনি নতুন ক্ষেত্র সন্নিবেশ করতে চান, যা পরে ট্যাগ নির্বাচন করুন."
,Document Share Report,ডকুমেন্ট শেয়ার প্রতিবেদন
DocType: Social Login Key,Base URL,বেস URL
DocType: User,Last Login,সর্বশেষ লগইন
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,You can't set 'Translatable' for field {0},আপনি ক্ষেত্রের জন্য &#39;অনুবাদযোগ্য&#39; সেট করতে পারবেন না {0}
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Column,স্তম্ভ
DocType: Chat Profile,Chat Profile,প্রোফাইল প্রোফাইল
DocType: Custom Field,Adds a custom field to a DocType,একটি DOCTYPE একটি কাস্টম ক্ষেত্র যোগ
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Click on the link below to verify your request,আপনার অনুরোধ যাচাই করতে নীচের লিঙ্কে ক্লিক করুন
DocType: File,Is Home Folder,হোম ফোল্ডার
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Navbar Style,নববার স্টাইল
apps/frappe/frappe/utils/__init__.py,{0} is not a valid Email Address,{0} একটি বৈধ ইমেইল ঠিকানা নয়
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Select atleast 1 record for printing,মুদ্রণের জন্য অন্তত 1 রেকর্ড নির্বাচন করুন
apps/frappe/frappe/core/doctype/has_role/has_role.py,User '{0}' already has the role '{1}',ব্যবহারকারী &#39;{0}&#39; ইতিমধ্যে ভূমিকা রয়েছে &#39;{1}&#39;
DocType: System Settings,Two Factor Authentication method,দুটি ফ্যাক্টর প্রমাণীকরণ পদ্ধতি
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,First set the name and save the record.,প্রথমে নাম সেট করুন এবং রেকর্ডটি সংরক্ষণ করুন।
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,5 Records,5 রেকর্ড
apps/frappe/frappe/public/js/frappe/form/sidebar/share.js,Shared with {0},এদের সাথে শেয়ার {0}
apps/frappe/frappe/email/queue.py,Unsubscribe,সদস্যতা ত্যাগ করুন
DocType: View Log,Reference Name,রেফারেন্স নাম
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Change User,ব্যবহারকারী পরিবর্তন
apps/frappe/frappe/public/js/frappe/views/translation_manager.js,Update Translations,আপডেট অনুবাদ
DocType: Error Snapshot,Exception,ব্যতিক্রম
DocType: Email Account,Use IMAP,ব্যবহার আইম্যাপ
DocType: Activity Log,Activity Log,কার্য বিবরণ
DocType: View Log,Viewed By,দ্বারা দেখেছি
DocType: Integration Request,Authorized,অনুমোদিত
DocType: DocType,Single Types have only one record no tables associated. Values are stored in tabSingles,একা ধরন যুক্ত শুধুমাত্র একটি রেকর্ড কোন টেবিল আছে. মূল্যবোধ tabSingles মধ্যে সংরক্ষণ করা হয়
DocType: System Settings,Enable Password Policy,পাসওয়ার্ড নীতি সক্ষম
DocType: Web Form,"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","[{: _ ( &quot;জবস&quot;), &quot;রুট&quot;: &quot;কাজ&quot; &quot;লেবেল&quot;}] যেমন তালিকা"
apps/frappe/frappe/custom/doctype/property_setter/property_setter.py,Field type cannot be changed for {0},ফিল্ড টাইপ জন্য পরিবর্তন করা যাবে না {0}
DocType: Workflow,Rules defining transition of state in the workflow.,কর্মপ্রবাহ মধ্যে রাষ্ট্র রূপান্তর সংজ্ঞা বিধি.
DocType: File,Folder,ফোল্ডার
DocType: Website Route Meta,Website Route Meta,ওয়েবসাইট রুট মেটা
DocType: DocField,Index,সূচক
DocType: Email Group,Newsletter Manager,নিউজলেটার ম্যানেজার
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,বিকল্প 1
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} এ {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,অনুরোধ সময় ত্রুটির লগ ইন করুন.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} সফলভাবে ইমেইল গ্রুপে যোগ করা হয়েছে.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,টেমপ্লেটের মধ্যে পূর্বনির্ধারিত যা হেডার সম্পাদনা করবেন না
apps/frappe/frappe/twofactor.py,Login Verification Code from {},লগইন যাচাই কোড {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,আপনি {0} পয়েন্ট অর্জন করেছেন
DocType: Address,Uttar Pradesh,উত্তর প্রদেশ
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,বিঃদ্রঃ:
DocType: Address,Pondicherry,পুদুচেরি
DocType: Data Import,Import Status,আমদানি স্থিতি
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},পাঠাতে তফসিলি {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,পৃষ্ঠা শর্টকাটস
DocType: Kanban Board Column,Indicator,ইনডিকেটর
DocType: DocShare,Everyone,সবাই
DocType: Workflow State,backward,অনুন্নত
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: একই ভূমিকা, শ্রেনী এবং ক্রেডিট সঙ্গে অনুমতি দেওয়া শুধু একটা রুল {1}"
DocType: Email Queue,Add Unsubscribe Link,যোগ আনসাবস্ক্রাইব লিঙ্ক
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,এখনো কোন মন্তব্য নেই. একটি নতুন আলোচনা শুরু করুন.
DocType: Workflow State,share,ভাগ
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,লেনদেনের জন্য সিরিজ সংখ্যায়ন সেট.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,চার্ট কনফিগার করুন
DocType: User,Last IP,সর্বশেষ আইপি
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,আপনার ইমেইল একটি বিষয় যোগ করুন
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,একটি নতুন ডকুমেন্ট {0} আপনার সাথে ভাগ করা হয়েছে {1}।
DocType: Data Migration Connector,Data Migration Connector,ডেটা মাইগ্রেশন সংযোগকারী
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} উল্টানো {1}
DocType: Email Account,Track Email Status,ট্র্যাক ইমেইল স্থিতি
DocType: Note,Notify Users On Every Login,প্রতিটি লগইনে অনুপ্রেরিত আমাকে অবহিত ব্যবহারকারীরা
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,সাফল্যের সাথে {0} রেকর্ড আপডেট হয়েছে।
DocType: PayPal Settings,API Password,এপিআই পাসওয়ার্ড
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,পাইথন মডিউল লিখুন বা সংযোজক প্রকার নির্বাচন করুন
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,FIELDNAME কাস্টম ক্ষেত্র জন্য নির্ধারণ করে না
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,সর্বশেষ আপডেট করা হয়েছে
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,দেখুন সদস্যবৃন্দ
apps/frappe/frappe/public/js/frappe/form/print.js,"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",&quot;কাঁচা মুদ্রণ&quot; এর মাধ্যমে পিডিএফ মুদ্রণ এখনও সমর্থিত নয়। দয়া করে মুদ্রক সেটিংসে মুদ্রক ম্যাপিং সরান এবং আবার চেষ্টা করুন।
DocType: Webhook,after_insert,after_insert
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,ফাইলটিকে {0} {1} এর জন্য মুছে ফেলা যাবে না যার জন্য আপনার অনুমতি নেই
DocType: Website Theme,Custom JS,কাস্টম জব
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,শ্রীমতি
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,পিছনের রঙ
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,ইমেইল পাঠানোর সময় কিছু সমস্যা হয়েছে. অনুগ্রহ করে আবার চেষ্টা করুন.
DocType: Portal Settings,Portal Settings,পোর্টাল সেটিংস
DocType: Review Level,Level Name,স্তরের নাম
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},আপডেট করতে পারবেন না {0}
DocType: Data Migration Mapping,Mapping,ম্যাপিং
DocType: Web Page,0 is highest,0 সর্বোচ্চ
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,দয়া করে আপনার ব্রাউজারে পপ-আপ সক্ষম করুন
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,আপনি কি নিশ্চিত যে আপনি {0} এই যোগাযোগের পুনঃলিঙ্ক ইচ্ছুক?
DocType: Print Settings,Server IP,সার্ভার আইপি
DocType: Email Queue,Attachments,সংযুক্তি
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,আপনি এই দস্তাবেজটি অ্যাক্সেস করতে অনুমতি নেই
DocType: Language,Language Name,ভাষার নাম
DocType: Email Group Member,Email Group Member,ইমেল গ্রুপের সদস্য
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,আপনার অ্যাকাউন্ট লক করা হয়েছে এবং {0} সেকেন্ড পরে পুনরায় চালু হবে
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,ব্যবহারকারীর অনুমতি নির্দিষ্ট ব্যবহারকারীদের রেকর্ড নির্দিষ্ট করার জন্য ব্যবহার করা হয়।
DocType: Notification,Value Changed,মান পরিবর্তন
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},সদৃশ নাম {0} {1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,পুনরায় চেষ্টা করা
DocType: Contact Phone,Number,সংখ্যা
DocType: Web Form Field,Web Form Field,ওয়েব ফরম ক্ষেত্র
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,আপনার কাছ থেকে একটি নতুন বার্তা আছে:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,HTML সম্পাদনা করুন
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,দয়া করে পুনঃনির্দেশ URL লিখুন
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,মৌলিক অনুমতি পুনরুদ্ধার
DocType: Address,Shop,দোকান
DocType: DocField,Button,বোতাম
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,{0} এখন {1} DOCTYPE জন্য ডিফল্ট মুদ্রণ ফরম্যাট
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,আর্কাইভ কলাম
DocType: Email Account,Default Outgoing,ডিফল্ট আউটগোয়িং
DocType: Workflow State,play,খেলা
