apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Ir pieejamas jaunas {} izlaidumi šādām lietotnēm
DocType: Workflow,Rules defining transition of state in the workflow.,"Noteikumus, kas nosaka pāreju no valsts darbplūsmā."
DocType: File,Folder,Mape
DocType: Website Route Meta,Website Route Meta,Vietnes maršruta Meta
DocType: DocField,Index,Indekss
DocType: Email Group,Newsletter Manager,Biļetens vadītājs
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js,Option 1,1. variants
apps/frappe/frappe/public/js/frappe/form/formatters.js,{0} to {1},{0} līdz {1}
apps/frappe/frappe/config/settings.py,Log of error during requests.,Pieteikties kļūdas pieprasījumu laikā.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,{0} has been successfully added to the Email Group.,{0} ir veiksmīgi pievienota e-pasta grupu.
apps/frappe/frappe/public/js/frappe/form/grid.js,Do not edit headers which are preset in the template,"Nerakstiet galvenes, kas iepriekš ir iestatītas veidnē, rediģēt"
apps/frappe/frappe/twofactor.py,Login Verification Code from {},Ieiet verifikācijas kodu no {}
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained {0} points,Jūs ieguvāt {0} punktus
DocType: Address,Uttar Pradesh,Uttar Pradesh
apps/frappe/frappe/www/confirm_workflow_action.html,Note:,Piezīme:
DocType: Address,Pondicherry,Pondicherry
DocType: Data Import,Import Status,Importēšanas statuss
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0},Plānots sūtīt uz {0}
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Page Shortcuts,Lapu saīsnes
DocType: Kanban Board Column,Indicator,indikators
DocType: DocShare,Everyone,Visi
DocType: Workflow State,backward,atpakaļ
apps/frappe/frappe/core/doctype/doctype/doctype.py,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Tikai viens noteikums ļāva ar tādu pašu lomu, līmeni un {1}"
DocType: Email Queue,Add Unsubscribe Link,Pievienot Atrakstīties saiti
apps/frappe/frappe/templates/includes/comments/comments.html,No comments yet. Start a new discussion.,Nav komentāru vēl nav. Sākt jaunu diskusiju.
DocType: Workflow State,share,akcija
apps/frappe/frappe/config/settings.py,Set numbering series for transactions.,Uzstādīt numerācijas sērijas darījumiem.
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Configure Charts,Konfigurēt diagrammas
DocType: User,Last IP,Pēdējais IP
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Please add a subject to your email,"Lūdzu, pievienojiet tēmu savam e-pastam"
apps/frappe/frappe/share.py,A new document {0} has been shared by with you {1}.,Jauns dokuments {0} ir kopīgots ar jums {1}.
DocType: Data Migration Connector,Data Migration Connector,Datu migrācijas savienotājs
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,{0} reverted {1},{0} atsaukts {1}
DocType: Email Account,Track Email Status,Izsekot e-pasta statusu
DocType: Note,Notify Users On Every Login,Informēt lietotāju par katru pieslēgšanās
DocType: Note,Notify Users On Every Login,Informēt lietotāju par katru pieslēgšanās
apps/frappe/frappe/core/doctype/data_import/importer_new.py,Cannot match column {0} with any field,Kolonnu {0} nevar sakrīt ar nevienu lauku
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully updated {0} records.,Veiksmīgi atjaunināti {0} ieraksti.
DocType: PayPal Settings,API Password,API Paroles
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Enter python module or select connector type,Ievadiet Python moduli vai izvēlieties savienojuma tipu
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py,Fieldname not set for Custom Field,"Fieldname nav noteikts, Custom Field"
apps/frappe/frappe/public/js/frappe/model/model.js,Last Updated By,Pēdējo reizi atjaunoja
apps/frappe/frappe/email/doctype/email_group/email_group.js,View Subscribers,Skatīt ES PVN reģistrā
apps/frappe/frappe/public/js/frappe/form/print.js,"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.","PDF drukāšana, izmantojot neapstrādātu drukāšanu, vēl netiek atbalstīta. Lūdzu, noņemiet printera kartēšanu printera iestatījumos un mēģiniet vēlreiz."
DocType: Webhook,after_insert,after_insert
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,"Nevar izdzēst failu, jo tas pieder {0} {1}, kam jums nav atļaujas"
DocType: Website Theme,Custom JS,Pielāgots JS
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Ms,Ms
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Background Color,Fona krāsa
apps/frappe/frappe/public/js/frappe/views/communication.js,There were errors while sending email. Please try again.,"Bija kļūdas, nosūtot e-pastu. Lūdzu, mēģiniet vēlreiz."
DocType: Portal Settings,Portal Settings,portāla iestatījumi
DocType: Review Level,Level Name,Līmeņa nosaukums
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.js,Cannot update {0},Nevar atjaunināt {0}
DocType: Data Migration Mapping,Mapping,Kartēšana
DocType: Web Page,0 is highest,0 ir augstākais
apps/frappe/frappe/public/js/frappe/microtemplate.js,Please enable pop-ups in your browser,"Lūdzu, pārlūkā iespējojiet uznirstošos logus"
apps/frappe/frappe/core/doctype/communication/communication.js,Are you sure you want to relink this communication to {0}?,"Vai jūs tiešām vēlaties, lai atkārtoti saistīt šo paziņojumu {0}?"
DocType: Print Settings,Server IP,Servera IP
DocType: Email Queue,Attachments,Pielikumi
apps/frappe/frappe/website/doctype/web_form/web_form.py,You don't have the permissions to access this document,Jums nav atļaujas piekļūt šo dokumentu
DocType: Language,Language Name,Language Name
DocType: Email Group Member,Email Group Member,E-pasts grupas dalībnieks
apps/frappe/frappe/auth.py,Your account has been locked and will resume after {0} seconds,Jūsu konts ir bloķēts un atsāksies pēc {0} sekundēm
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,User Permissions are used to limit users to specific records.,"Lietotāju atļaujas tiek izmantotas, lai ierobežotu lietotājus konkrētiem ierakstiem."
DocType: Notification,Value Changed,Vērtība Mainīts
apps/frappe/frappe/model/base_document.py,Duplicate name {0} {1},Dublēt nosaukums {0}{1}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Retry,Mēģiniet vēlreiz
DocType: Contact Phone,Number,Numurs
DocType: Web Form Field,Web Form Field,Web Form Field
apps/frappe/frappe/templates/emails/new_message.html,You have a new message from: ,Jums ir jauns ziņojums no:
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_field.html,Edit HTML,Rediģēt HTML
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Redirect URL,"Lūdzu, ievadiet novirzīšanas URL"
apps/frappe/frappe/core/doctype/language/language.py,"{0} must begin and end with a letter and can only contain letters,
				hyphen or underscore.","{0} jāsāk un jābeidz ar burtu, un tajā var būt tikai burti, defise vai pasvītrojums."
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Restore Original Permissions,Atjaunot Original Atļaujas
DocType: Address,Shop,Veikals
DocType: DocField,Button,Poga
apps/frappe/frappe/printing/doctype/print_format/print_format.py,{0} is now default print format for {1} doctype,"{0}, tagad ir noklusējuma drukas formāts {1} DOCTYPE"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_board.js,Archived Columns,arhivētas kolonnas
DocType: Email Account,Default Outgoing,Default Izejošais
DocType: Workflow State,play,spēlēt
apps/frappe/frappe/templates/emails/new_user.html,Click on the link below to complete your registration and set a new password,"Noklikšķiniet uz saites zemāk, lai pabeigtu savu reģistrāciju un noteikt jaunu paroli"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Did not add,Nav pievienot
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,No Email Accounts Assigned,Nav e-pasta konti Piešķirtie
DocType: S3 Backup Settings,eu-west-2,eu-rietumi-2
DocType: Contact Us Settings,Contact Us Settings,Sazinieties ar mums Settings
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Meklēšana ...
apps/frappe/frappe/public/js/frappe/ui/toolbar/search.js,Searching ...,Meklēšana ...
DocType: Workflow State,text-width,teksta platums
apps/frappe/frappe/public/js/frappe/form/form.js,Maximum Attachment Limit for this record reached.,Maksimālā Pielikums Limit šā ieraksta sasniegts.
apps/frappe/frappe/public/js/frappe/file_uploader/FileBrowser.vue,Search by filename or extension,Meklēšana pēc faila nosaukuma vai paplašinājuma
DocType: Notification,View Properties (via Customize Form),View Properties (caur Pielāgot forma)
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Click on a file to select it.,"Noklikšķiniet uz faila, lai to atlasītu."
DocType: Note Seen By,Note Seen By,Piezīme redzams
apps/frappe/frappe/utils/password_strength.py,Try to use a longer keyboard pattern with more turns,Mēģiniet izmantot ilgāku tastatūras modelis ar vairākiem pagriezieniem
,LeaderBoard,Līderu saraksts
DocType: DocType,Default Sort Order,Noklusējuma kārtošanas kārtība
DocType: Address,Rajasthan,Rajasthan
DocType: Email Template,Email Reply Help,E-pasts Atbildēt Palīdzība
apps/frappe/frappe/core/doctype/report/report.js,Report Builder reports are managed directly by the report builder. Nothing to do.,Report Builder ziņojumus tieši pārvalda pārskata celtnieks. Neko darīt.
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Please verify your Email Address,"Lūdzu, apstipriniet savu e-pasta adresi"
apps/frappe/frappe/model/document.py,none of,neviens no
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Add Fields,Pievienot laukus
apps/frappe/frappe/public/js/frappe/views/communication.js,Send Me A Copy,Nosūtīt man kopiju
DocType: Dropbox Settings,App Secret Key,App Secret Key
DocType: Webhook,on_submit,on_submit
apps/frappe/frappe/config/website.py,Web Site,Web Site
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0} cannot be set for Single types,{0} nevar iestatīt par vientuļajām tipiem
DocType: Data Import,Data Import,Datu importēšana
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Configure Chart,Konfigurēt diagrammu
apps/frappe/frappe/public/js/frappe/form/sidebar/form_viewers.js,{0} are currently viewing this document,{0} šobrīd apskatei šo dokumentu
DocType: ToDo,Assigned By Full Name,Piešķirtie Ar Pilns nosaukums
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,{0} updated,{0} atjaunināta
apps/frappe/frappe/core/doctype/doctype/doctype.py,Report cannot be set for Single types,Ziņojums nevar iestatīt par vientuļajām tipiem
apps/frappe/frappe/public/js/frappe/list/list_view.js,Share URL,Koplietot URL
DocType: System Settings,Allow Consecutive Login Attempts ,Ļaujiet secīgus pieteikšanās mēģinājumus
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,An error occured during the payment process. Please contact us.,"Maksājumu procesa laikā radās kļūda. Lūdzu, sazinieties ar mums."
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} days ago,Pirms {0} dienas
DocType: Email Account,Awaiting Password,Gaida Paroles
DocType: Address,Address Line 1,Adrese Line 1
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Descendants Of,Ne pēcnācēji no
DocType: Contact,Company Name,Uzņēmuma nosaukums
DocType: Custom DocPerm,Role,Loma
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Settings...,Iestatījumi...
apps/frappe/frappe/templates/emails/delete_data_confirmation.html, to your browser,uz jūsu pārlūkprogrammu
apps/frappe/frappe/utils/data.py,Cent,Cents
,Recorder,Ierakstītājs
apps/frappe/frappe/public/js/frappe/views/inbox/inbox_view.js,Compose Email,Rakstīt e-pasta
apps/frappe/frappe/config/settings.py,"States for workflow (e.g. Draft, Approved, Cancelled).","Valstīm par darbplūsmas (piemēram projekts, Apstiprināts, anulēts)."
DocType: Print Settings,Allow Print for Draft,Ļauj Print projektu
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Set Quantity,Komplektu skaits
apps/frappe/frappe/public/js/frappe/form/form.js,Submit this document to confirm,"Iesniegt šo dokumentu, lai apstiprinātu"
DocType: Contact,Unsubscribed,Atrakstīts
apps/frappe/frappe/config/users_and_permissions.py,Set custom roles for page and report,Uzstādīt pasūtījuma lomas lapu un ziņojumu
DocType: Braintree Settings,Merchant ID,Tirgotāja ID
apps/frappe/frappe/public/js/frappe/utils/rating_icons.html,Rating: ,reitings:
DocType: Address,Dadra and Nagar Haveli,Dādra un Nagarhaveli
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Attach Your Picture,Pievienojiet savu attēlu
apps/frappe/frappe/core/doctype/version/version_view.html,Row Values Changed,Rindu Vērtības Mainīts
DocType: Workflow State,Stop,Apstāties
DocType: Footer Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,"Saite uz lapu, kuru vēlaties atvērt. Atstājiet tukšu, ja jūs vēlaties, lai padarītu to grupa vecākiem."
DocType: DocType,Is Single,Ir Single
apps/frappe/frappe/core/doctype/user/user.py,Sign Up is disabled,Reģistrēties ir atspējots
apps/frappe/frappe/email/queue.py,{0} has left the conversation in {1} {2},{0} ir atstājis sarunāties {1} {2}
DocType: Access Log,Show Document,Rādīt dokumentu
DocType: Blogger,User ID of a Blogger,Lietotāja ID no Blogger
apps/frappe/frappe/core/doctype/user/user.py,There should remain at least one System Manager,Ir jāpaliek vismaz vienu System Manager
DocType: GCalendar Account,Authorization Code,Autorizācijas kods
DocType: PayPal Settings,Mention transaction completion page URL,Pieminēt darījumu pabeigšana lapas URL
DocType: Help Article,Expert,eksperts
DocType: Workflow State,circle-arrow-right,loks bultas pa labi
DocType: Role Profile,Role Profile,Lomu profils
apps/frappe/frappe/permissions.py,Document Type is not importable,Dokumenta tips nav importējams
DocType: LDAP Settings,LDAP Server Url,LDAP servera URL
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open instance when its {0} is open,"Nevar atvērt gadījumu, kad tā {0} ir atvērts"
apps/frappe/frappe/printing/doctype/letter_head/letter_head.py,Header HTML set from attachment {0},HTML galvenes komplekts no pielikuma {0}
apps/frappe/frappe/config/desktop.py,Customization,Pielāgošana
DocType: LDAP Settings,Organizational Unit for Users,Lietotāju organizatoriskā vienība
,Transaction Log Report,Darījumu žurnāla atskaite
DocType: Custom DocPerm,Custom DocPerm,Custom DocPerm
DocType: Newsletter,Send Unsubscribe Link,Nosūtīt Atrakstīties saiti
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,There are some linked records which needs to be created before we can import your file. Do you want to create the following missing records automatically?,"Lai varētu importēt jūsu failu, ir jāizveido daži saistīti ieraksti. Vai vēlaties automātiski izveidot šādus trūkstošos ierakstus?"
DocType: Access Log,Method,Metode
DocType: Report,Script Report,Skripts ziņojums
DocType: OAuth Authorization Code,Scopes,jomu
DocType: About Us Settings,Company Introduction,Uzņēmuma Ievads
DocType: User,Last Password Reset Date,Pēdējās paroles atiestatīšanas datums
DocType: DocField,Length,Garums
apps/frappe/frappe/config/settings.py,Restore or permanently delete a document.,Atjaunot vai neatgriezeniski izdzēstu dokumentu.
apps/frappe/frappe/chat/doctype/chat_profile/chat_profile.py,Chat Profile for User {0} exists.,Lietotāja tērzēšanas profils {0} pastāv.
apps/frappe/frappe/public/js/frappe/social/components/PostSidebar.vue,Frequently Visited Links,Bieži apmeklētās saites
DocType: Notification,"To add dynamic subject, use jinja tags like

<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Lai pievienotu dinamisku tēmu, izmantojiet Jinja tagus, piemēram, <div><pre> <code>{{ doc.name }} Delivered</code> </pre> </div>"
apps/frappe/frappe/desk/search.py,Invalid Search Field {0},Nederīgs meklēšanas lauks {0}
DocType: User,Modules HTML,Moduļi HTML
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,Allow Google Calendar Access,Atļaut piekļuvi Google kalendāram
DocType: Assignment Rule,Higher priority rule will be applied first,Vispirms tiks piemērots augstākas prioritātes noteikums
DocType: Email Account,"Track if your email has been opened by the recipient.
<br>
Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Izsekojiet, vai saņēmējs ir atvēris e-pasta ziņojumu. <br> Piezīme. Ja jūs sūtāt vairākiem adresātiem, pat ja viens saņēmējs nolasa e-pastu, tas tiks uzskatīts par &quot;atvērtu&quot;"
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Missing Values Required,Trūkstošie Vērtības Nepieciešamais
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Allow Google Contacts Access,Atļaut piekļuvi Google kontaktpersonām
DocType: Data Migration Connector,Frappe,frapē
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Unread,Atzīmēt kā nelasītu
DocType: Activity Log,Operation,Operācija
DocType: Customize Form,Change Label (via Custom Translation),Mainīt Label (via Custom Tulkošanas)
apps/frappe/frappe/share.py,No permission to {0} {1} {2},Nav atļaujas {0} {1} {2}
DocType: Address,Permanent,pastāvīgs
DocType: Address,Permanent,pastāvīgs
apps/frappe/frappe/public/js/frappe/form/workflow.js,Note: Other permission rules may also apply,Piezīme: Citas atļauju noteikumi var piemērot arī
DocType: Assignment Rule,Unassign Condition,Nepiešķirts stāvoklis
apps/frappe/frappe/templates/emails/print_link.html,View this in your browser,Apskatīt šo jūsu pārlūkprogrammā
DocType: DocType,Parent Field (Tree),Mātes lauks (koks)
DocType: DocType,Search Fields,Search Fields
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.js,Sync Contacts,Sinhronizēt kontaktpersonas
DocType: System Settings,OTP Issuer Name,OTP Emitenta nosaukums
DocType: OAuth Bearer Token,OAuth Bearer Token,OAuth Uzrādītāja Token
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Dr,Dr
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Syncing,Sinhronizācija
apps/frappe/frappe/public/js/frappe/file_uploader/FilePreview.vue,Uploaded successfully,Augšupielāde veiksmīgi
apps/frappe/frappe/public/js/frappe/dom.js,You are connected to internet.,Jūs esat savienots ar internetu.
DocType: Social Login Key,Enable Social Login,Iespējot sociālo pieteikšanos
DocType: Data Import Beta,Warnings,Brīdinājumi
DocType: Communication,Event,Notikums
apps/frappe/frappe/public/js/frappe/views/communication.js,"On {0}, {1} wrote:",Par {0}{1} rakstīja:
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,Cannot delete standard field. You can hide it if you want,"Nevar izdzēst standarta lauku. Jūs varat paslēpt to, ja jūs vēlaties"
DocType: Top Bar Item,For top bar,Par augšējā joslā
DocType: Social Login Key,Auth URL Data,Auth URL dati
apps/frappe/frappe/desk/page/backups/backups.py,Queued for backup. You will receive an email with the download link,Rinda ir paredzēta rezerves kopēšanai. Jūs saņemsit e-pastu ar lejupielādes saiti
apps/frappe/frappe/utils/bot.py,Could not identify {0},Nevar noteikt {0}
DocType: Address,Address,Adrese
apps/frappe/frappe/templates/pages/integrations/payment-failed.html,Payment Failed,maksājums neizdevās
DocType: Print Settings,In points. Default is 9.,Punktos. Noklusējuma ir 9.
DocType: OAuth Client,Redirect URIs,novirzīt URI
DocType: LDAP Settings,StartTLS,StartTLS
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Submiting {0},Iesniedzot {0}
DocType: Workflow State,heart,sirds
apps/frappe/frappe/www/update-password.html,Old Password Required.,Nepieciešama Vecā parole.
DocType: Role,Desk Access,Galds Access
DocType: Workflow State,minus,mīnuss
DocType: S3 Backup Settings,Bucket,Kauss
apps/frappe/frappe/public/js/frappe/ui/capture.js,Unable to load camera.,Nevar ielādēt kameru.
apps/frappe/frappe/core/doctype/user/user.py,Welcome email sent,Welcome e-pasts nosūtīts
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,Let's prepare the system for first use.,Pieņemsim sagatavot sistēmu pirmās lietošanas.
apps/frappe/frappe/core/doctype/user/user.py,Already Registered,Jau Reģistrēta
DocType: System Settings,Float Precision,Float Precision
DocType: Notification,Sender Email,Sūtītāja e-pasts
apps/frappe/frappe/core/doctype/page/page.py,Only Administrator can edit,Tikai administrators var rediģēt
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Please select applicable Doctypes,"Lūdzu, atlasiet piemērojamos Doctypes"
DocType: DocType,Editable Grid,rediģējams Grid
DocType: Property Setter,Property Setter,Īpašuma seters
DocType: Web Form,Allow Print,atļaut drukāt
DocType: Communication,Clicked,Uzklikšķināt
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Unfollow,Neizsekot
apps/frappe/frappe/public/js/frappe/form/form.js,No permission to '{0}' {1},Nav atļaujas &#39;{0}&#39; {1}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Scheduled to send,Plānotais sūtīt
DocType: DocType,Track Seen,Track Seen
DocType: Dropbox Settings,File Backup,Failu dublējums
DocType: Kanban Board Column,orange,apelsīns
apps/frappe/frappe/public/js/frappe/list/list_view.js,No {0} found,{0} nav atrasts
apps/frappe/frappe/config/customization.py,Add custom forms.,Pievienot pielāgotus formas.
apps/frappe/frappe/desk/like.py,{0}: {1} in {2},{0}: {1} ir {2}
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,submitted this document,iesniedza šo dokumentu
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User Permissions,Iestatīšana&gt; Lietotāja atļaujas
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,The system provides many pre-defined roles. You can add new roles to set finer permissions.,"Sistēma piedāvā daudz iepriekš noteiktas funkcijas. Jūs varat pievienot jaunas lomas, lai uzstādītu smalkākās atļaujas."
DocType: Communication,CC,CC
DocType: Country,Geo,Geo
DocType: Data Migration Run,Trigger Name,Paātrinātāja vārds
apps/frappe/frappe/public/js/frappe/desk.js,Domains,Domains
DocType: Blog Category,Blog Category,Blog Kategorija
apps/frappe/frappe/model/mapper.py,Cannot map because following condition fails: ,"Nevar karti, jo šāds nosacījums nav:"
DocType: Role Permission for Page and Report,Roles HTML,Lomas HTML
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,Select a Brand Image first.,Izvēlieties Brand Image pirmās.
DocType: Dashboard Chart Source,Dashboard Chart Source,Informācijas paneļa diagrammas avots
DocType: Auto Repeat,Active,Aktīvs
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Below,Ievietot Zem
DocType: Kanban Board Column,Blue,Zils
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,All customizations will be removed. Please confirm.,"Visi pielāgojumi tiks noņemts. Lūdzu, apstipriniet."
DocType: Page,Page HTML,Page HTML
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Export Errored Rows,Eksportēt bojātas rindas
apps/frappe/frappe/chat/doctype/chat_room/chat_room.py,Group name cannot be empty.,Grupas nosaukums nevar būt tukšs.
apps/frappe/frappe/public/js/frappe/views/treeview.js,Further nodes can be only created under 'Group' type nodes,"Turpmākas mezglus var izveidot tikai ar ""grupa"" tipa mezgliem"
DocType: SMS Parameter,Header,Galvene
apps/frappe/frappe/public/js/frappe/model/model.js,Unknown Column: {0},Nezināms sleja: {0}
DocType: Notification Recipient,Email By Role,Email Ar loma
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Nothing to update,Nav ko atjaunināt
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Users with role {0}:,Lietotāji ar lomu {0}:
DocType: Print Format,Custom Format,Custom Format
DocType: Workflow State,random,nejaušs
DocType: Newsletter Email Group,Newsletter Email Group,Jaunumi E-Group
DocType: Braintree Settings,Integrations,Integrāciju
DocType: DocField,Section Break,Sadaļa Break
DocType: Address,Warehouse,Noliktava
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Styles,Fontu stili
DocType: Address,Other Territory,Cita teritorija
,Messages,Ziņojumi
apps/frappe/frappe/config/website.py,Portal,Portāls
DocType: Email Account,Use Different Email Login ID,Izmantojiet citu e-pasta Login ID
DocType: Email Account,Use Different Email Login ID,Izmantojiet citu e-pasta Login ID
apps/frappe/frappe/desk/query_report.py,Must specify a Query to run,"Jānorāda vaicājumu, lai palaistu"
apps/frappe/frappe/integrations/doctype/braintree_settings/braintree_settings.py,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Šķiet, ka ir problēma ar servera konfigurāciju. Neuztraucieties, ja neizdodas, summa tiks atmaksāta jūsu kontā."
apps/frappe/frappe/www/me.html,Manage Third Party Apps,Pārvaldiet trešo pušu lietotnes
DocType: Website Settings,Route Redirects,Maršruta novirzīšana
apps/frappe/frappe/config/settings.py,"Language, Date and Time settings","Valodas, datuma un laika iestatījumus"
DocType: User Email,User Email,lietotājs E-pasts
DocType: Assignment Rule Day,Saturday,Sestdiena
DocType: User,Represents a User in the system.,Pārstāv lietotājs sistēmā.
DocType: List View Setting,Disable Auto Refresh,Atspējot automātisko atsvaidzināšanu
DocType: Comment,Label,Etiķete
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed.","Uzdevums {0}, kas jums piešķirts {1}, ir slēgta."
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Please close this window,"Lūdzu, aizveriet šo logu"
DocType: Print Format,Print Format Type,Print Format Type
DocType: Newsletter,A Lead with this Email Address should exist,Svins ar šo e-pasta adrese ir pastāvēt
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Open Source Applications for the Web,Open Source Pieteikumi Web
DocType: Event,Call,Izsaukums
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""",Pievienot nosaukumu no &quot;Google Web Fonts&quot; piemēram &quot;Open Sans&quot;
apps/frappe/frappe/public/js/frappe/request.js,Request Timed Out,Pieprasīt noildze
apps/frappe/frappe/config/settings.py,Enable / Disable Domains,Iespējot / atspējot domēnu
DocType: Role Permission for Page and Report,Allow Roles,Atļaut lomas
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully imported {0} records out of {1}.,Veiksmīgi importēti {0} ieraksti no {1}.
DocType: Assignment Rule,"Simple Python Expression, Example: Status in (""Invalid"")","Vienkāršs Python izteiciens, piemērs: statuss (“nederīgs”)"
DocType: User,Last Active,Last Active
DocType: Email Account,SMTP Settings for outgoing emails,SMTP uzstādījumi izejošo e-pastiem
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,choose an,izvēlēties
DocType: Data Export,Filter List,Filtra saraksts
DocType: Data Export,Excel,Excel
DocType: Email Account,Auto Reply Message,Auto Atbildēt Message
DocType: Data Migration Mapping,Condition,Nosacījums
apps/frappe/frappe/utils/data.py,{0} hours ago,Pirms {0} stundas
apps/frappe/frappe/utils/data.py,1 month ago,pirms 1 mēneša
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Not Specified,Nav precizēts
DocType: Contact,User ID,Lietotāja ID
DocType: Communication,Sent,Nosūtīts
DocType: Address,Kerala,Kerala
apps/frappe/frappe/public/js/frappe/desk.js,Administration,Administrācija
DocType: User,Simultaneous Sessions,Sinhronā Sessions
DocType: Social Login Key,Client Credentials,klientu Kvalifikācijas dati
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Open a module or tool,Atveriet moduli vai rīku
DocType: Communication,Delivery Status,Piegāde statuss
DocType: Module Def,App Name,App Name
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Lauks, kas pārstāv Workflow valsti darījuma (ja lauks nav klāt, jauna slēpto Custom Field tiks izveidots)"
DocType: Help Article,Knowledge Base Contributor,Knowledge Base Atbalstītājs
DocType: Communication,Sent Read Receipt,Nosūtīts Read saņemšana
DocType: Email Queue,Unsubscribe Method,Atteikties metode
DocType: GSuite Templates,Related DocType,Saistītās DOCTYPE
